:START_ID(Disease)	:END_ID(Gene)
DOID:332	200844
DOID:635	1385
DOID:1612	3952
DOID:8893	22926
DOID:2531	8936
DOID:7693	2329
DOID:11612	162963
DOID:219	6003
DOID:0050156	157638
DOID:1324	2710
DOID:986	471
DOID:8893	80835
DOID:7147	10725
DOID:0050742	127795
DOID:10652	140459
DOID:7693	26022
DOID:7693	83660
DOID:7148	1153
DOID:12365	83605
DOID:8893	8660
DOID:3083	79966
DOID:418	6853
DOID:7147	79707
DOID:8778	1975
DOID:9206	191
DOID:635	91746
DOID:1612	54532
DOID:11612	79629
DOID:1909	7286
DOID:2531	56938
DOID:14330	9201
DOID:2986	23529
DOID:0050742	100272147
DOID:0050156	55795
DOID:14227	4184
DOID:5419	126410
DOID:219	4496
DOID:418	121268
DOID:7148	224
DOID:7693	54796
DOID:8893	23037
DOID:8778	80097
DOID:14330	8634
DOID:418	29920
DOID:5419	22948
DOID:1793	57190
DOID:418	51111
DOID:12365	9782
DOID:0050742	1604
DOID:2986	5886
DOID:1793	6143
DOID:11612	147657
DOID:332	9922
DOID:3083	10199
DOID:9206	6888
DOID:1909	1551
DOID:1909	1830
DOID:418	34
DOID:11612	51082
DOID:3083	64772
DOID:11612	3166
DOID:263	1591
DOID:332	78987
DOID:10652	8913
DOID:986	5700
DOID:8577	54665
DOID:9008	79960
DOID:1909	4299
DOID:9206	55328
DOID:986	55731
DOID:14330	5705
DOID:8778	400673
DOID:14330	10381
DOID:219	5494
DOID:8577	10939
DOID:7693	374654
DOID:332	345222
DOID:14227	151313
DOID:9008	23130
DOID:5419	642597
DOID:9008	2309
DOID:8778	9782
DOID:8577	3158
DOID:10652	80344
DOID:3083	116840
DOID:8778	8800
DOID:10652	51362
DOID:1909	9397
DOID:7693	54859
DOID:2531	1956
DOID:9206	1431
DOID:1612	4664
DOID:8893	54566
DOID:3083	727940
DOID:0050742	253725
DOID:0050156	5787
DOID:1612	4781
DOID:13223	3574
DOID:14330	81611
DOID:635	51386
DOID:263	284541
DOID:0050741	117143
DOID:1793	2914
DOID:12365	29785
DOID:11612	114
DOID:9970	26135
DOID:11612	51300
DOID:332	113828
DOID:7693	162605
DOID:332	56997
DOID:1909	23005
DOID:7693	79917
DOID:7148	5493
DOID:332	7287
DOID:7693	10205
DOID:635	5467
DOID:8893	51449
DOID:9206	226
DOID:1612	5166
DOID:12365	9500
DOID:2986	7465
DOID:14227	157506
DOID:14227	64753
DOID:635	7267
DOID:986	10381
DOID:8893	4649
DOID:5419	339976
DOID:986	10611
DOID:418	55705
DOID:0050156	3909
DOID:9008	9685
DOID:219	57758
DOID:3083	79666
DOID:263	137872
DOID:10763	85293
DOID:9206	6461
DOID:219	4707
DOID:635	3983
DOID:7693	4091
DOID:219	4200
DOID:2986	6780
DOID:12365	131583
DOID:8893	10725
DOID:635	51561
DOID:2986	4097
DOID:8893	64711
DOID:10652	9229
DOID:7693	55225
DOID:8778	26168
DOID:12365	28986
DOID:10652	51596
DOID:2531	23035
DOID:14227	5568
DOID:14227	1571
DOID:1793	1056
DOID:0050742	154664
DOID:219	8780
DOID:9008	6314
DOID:1909	1577
DOID:635	10782
DOID:2394	3316
DOID:8778	824
DOID:0050742	9508
DOID:1612	23189
DOID:7693	55075
DOID:11612	84365
DOID:1909	6382
DOID:2394	7108
DOID:263	118491
DOID:14227	441272
DOID:2531	3858
DOID:1793	123688
DOID:7148	80351
DOID:5419	1537
DOID:7693	3908
DOID:986	64943
DOID:263	147372
DOID:9008	126308
DOID:14330	51693
DOID:0050741	51319
DOID:0050742	26084
DOID:10763	7693
DOID:635	29883
DOID:9008	10992
DOID:8778	57604
DOID:14330	79717
DOID:2531	3091
DOID:10763	119032
DOID:8577	55041
DOID:11612	6629
DOID:7148	5425
DOID:0050156	5935
DOID:1324	3577
DOID:263	1381
DOID:1612	81553
DOID:1324	3135
DOID:2394	51702
DOID:7148	23524
DOID:7693	260293
DOID:986	10523
DOID:2394	139231
DOID:986	347735
DOID:10652	8618
DOID:8778	2894
DOID:0050742	51166
DOID:10763	54033
DOID:986	54468
DOID:7148	2130
DOID:14227	1539
DOID:3083	6856
DOID:2531	7148
DOID:1793	9194
DOID:7147	8227
DOID:0050742	10664
DOID:7693	22889
DOID:1612	2247
DOID:263	23382
DOID:9206	5315
DOID:0050742	256586
DOID:0050156	1131
DOID:9206	7739
DOID:5419	3609
DOID:7148	10491
DOID:13223	92342
DOID:418	5243
DOID:9008	10165
DOID:0050742	51585
DOID:219	23312
DOID:8778	93974
DOID:7693	23012
DOID:1612	125
DOID:3083	10276
DOID:13223	55005
DOID:7693	10499
DOID:1324	80133
DOID:8577	5058
DOID:8893	51147
DOID:1793	353088
DOID:9206	1272
DOID:9008	5003
DOID:7148	390433
DOID:2986	118987
DOID:418	1676
DOID:8893	4209
DOID:8577	7748
DOID:0050742	116224
DOID:1793	9856
DOID:332	122616
DOID:7148	949
DOID:2531	9882
DOID:10652	54955
DOID:9008	10794
DOID:7693	23511
DOID:14227	5590
DOID:1909	9982
DOID:13223	3727
DOID:12365	84293
DOID:1612	10580
DOID:8893	57820
DOID:8778	51650
DOID:8778	4999
DOID:7148	9043
DOID:8893	5376
DOID:14330	5687
DOID:14227	161753
DOID:2986	115703
DOID:418	29090
DOID:219	6786
DOID:7693	577
DOID:1909	3606
DOID:14330	55521
DOID:0050741	54951
DOID:7693	84792
DOID:0050742	4731
DOID:2986	85458
DOID:10652	10939
DOID:5419	9862
DOID:7148	2872
DOID:9970	4881
DOID:263	525
DOID:3083	7276
DOID:2986	8668
DOID:0050156	274
DOID:8893	10424
DOID:7148	202018
DOID:1324	55188
DOID:332	55328
DOID:0050156	54801
DOID:2986	1537
DOID:418	58486
DOID:12365	10314
DOID:0050156	10299
DOID:635	5176
DOID:8778	9258
DOID:3083	9452
DOID:824	23380
DOID:12365	389816
DOID:14227	121273
DOID:219	9685
DOID:8577	23229
DOID:14227	25790
DOID:5419	9638
DOID:8893	113246
DOID:1793	23566
DOID:2377	9425
DOID:0050156	22914
DOID:219	2110
DOID:14330	51068
DOID:332	51162
DOID:332	60312
DOID:1612	9223
DOID:1612	2770
DOID:9206	230
DOID:9008	255027
DOID:14330	55733
DOID:635	157567
DOID:2531	26049
DOID:8577	1327
DOID:1612	84171
DOID:3083	200424
DOID:986	9989
DOID:9206	9524
DOID:3083	9672
DOID:9206	91298
DOID:1324	60482
DOID:7693	57595
DOID:0050742	440193
DOID:11612	7134
DOID:986	7465
DOID:11612	54881
DOID:0050742	8507
DOID:263	360
DOID:1909	10133
DOID:14227	414157
DOID:219	515
DOID:5419	85865
DOID:7148	26960
DOID:418	23274
DOID:9206	7165
DOID:7148	25992
DOID:219	6314
DOID:10652	54927
DOID:10652	378
DOID:7693	80108
DOID:3083	488
DOID:9008	4791
DOID:0050156	221687
DOID:9008	25932
DOID:8778	3858
DOID:418	84062
DOID:7148	4782
DOID:219	22920
DOID:2531	53826
DOID:5419	653486
DOID:5419	2067
DOID:1324	81888
DOID:7693	3400
DOID:263	54805
DOID:2531	1880
DOID:263	146223
DOID:1324	3127
DOID:5419	3020
DOID:635	6874
DOID:8778	904
DOID:2986	9367
DOID:1612	57685
DOID:7147	9857
DOID:14227	83983
DOID:263	8555
DOID:1793	7434
DOID:14227	171023
DOID:263	29947
DOID:3083	140876
DOID:7693	56937
DOID:12365	55624
DOID:0050156	256021
DOID:7693	27067
DOID:418	3337
DOID:13223	79735
DOID:0050741	56985
DOID:14330	2171
DOID:7693	26032
DOID:1793	2255
DOID:263	53405
DOID:11612	54859
DOID:219	343
DOID:263	23268
DOID:8577	10194
DOID:7148	388820
DOID:10652	1149
DOID:11612	1874
DOID:13223	5375
DOID:5419	10262
DOID:10652	11095
DOID:7147	51586
DOID:3083	55274
DOID:3393	283106
DOID:635	7169
DOID:9206	9374
DOID:12365	971
DOID:986	57486
DOID:1324	55508
DOID:9970	23171
DOID:8893	90864
DOID:0050742	64753
DOID:8577	57121
DOID:9008	7994
DOID:14330	25979
DOID:1909	84893
DOID:5419	375387
DOID:1324	79660
DOID:2531	374977
DOID:0050742	114902
DOID:2986	9819
DOID:14227	55815
DOID:7693	84263
DOID:0050156	23411
DOID:8577	153396
DOID:986	326340
DOID:2986	29107
DOID:0050156	64116
DOID:1793	57535
DOID:3083	10935
DOID:986	9586
DOID:5419	2051
DOID:3083	86
DOID:14227	84303
DOID:986	23657
DOID:12365	51611
DOID:9206	51094
DOID:14330	54842
DOID:8577	54499
DOID:1793	26025
DOID:1909	23077
DOID:8577	127262
DOID:1324	83666
DOID:1324	55885
DOID:13223	375057
DOID:11612	51068
DOID:2986	7803
DOID:8778	10946
DOID:0050741	51375
DOID:2986	5937
DOID:418	25821
DOID:635	6097
DOID:8577	10857
DOID:986	3861
DOID:219	64781
DOID:263	846
DOID:0050156	55340
DOID:263	1288
DOID:635	4216
DOID:3083	84627
DOID:0050742	7994
DOID:3083	2200
DOID:13223	2296
DOID:1909	93210
DOID:7693	1620
DOID:219	54854
DOID:635	4306
DOID:14227	146754
DOID:7693	6786
DOID:332	222658
DOID:8577	5067
DOID:0050742	134265
DOID:8577	285527
DOID:13223	4065
DOID:3083	79981
DOID:1324	4671
DOID:11612	51529
DOID:986	6272
DOID:3083	23174
DOID:11612	4313
DOID:9008	9811
DOID:0050156	94104
DOID:9008	5936
DOID:5419	414919
DOID:986	11078
DOID:418	6996
DOID:2394	1108
DOID:12365	9695
DOID:1612	83604
DOID:0050156	5876
DOID:1612	4128
DOID:11612	23671
DOID:10652	7965
DOID:11612	1211
DOID:11612	5327
DOID:1324	3739
DOID:1612	54780
DOID:7148	100132006
DOID:7147	23370
DOID:0050742	140461
DOID:0050156	26157
DOID:9008	7030
DOID:986	1501
DOID:824	10982
DOID:0050156	113791
DOID:2531	9252
DOID:7693	1465
DOID:635	64781
DOID:8778	80314
DOID:1793	2813
DOID:5419	3421
DOID:12365	8574
DOID:1324	114926
DOID:7693	493856
DOID:5419	79068
DOID:9206	10203
DOID:986	64093
DOID:1612	6218
DOID:1909	100131187
DOID:332	4598
DOID:14227	7453
DOID:9206	3098
DOID:10652	79007
DOID:219	5019
DOID:9206	553115
DOID:1612	9812
DOID:219	1114
DOID:9206	26285
DOID:1909	10974
DOID:219	2770
DOID:5419	728224
DOID:10652	81873
DOID:0050156	286046
DOID:2531	7293
DOID:1324	90459
DOID:332	255783
DOID:219	53841
DOID:10652	801
DOID:418	79073
DOID:8577	84451
DOID:12365	6964
DOID:14330	9158
DOID:2986	63933
DOID:3393	333932
DOID:1612	7111
DOID:11612	1016
DOID:7148	8660
DOID:635	9781
DOID:7693	111
DOID:263	155066
DOID:7148	396
DOID:332	79932
DOID:1612	286133
DOID:7148	3030
DOID:9008	374819
DOID:2986	9475
DOID:219	9920
DOID:986	26230
DOID:10283	4598
DOID:1612	51232
DOID:7148	140710
DOID:1909	53335
DOID:1909	1756
DOID:5419	396
DOID:1324	144245
DOID:9008	728489
DOID:2394	26239
DOID:8778	2091
DOID:10652	8623
DOID:1909	1825
DOID:11612	25911
DOID:1909	1288
DOID:5419	6612
DOID:635	4534
DOID:3083	57158
DOID:1612	27147
DOID:8778	56945
DOID:9008	80790
DOID:332	137392
DOID:824	55689
DOID:14227	284359
DOID:14330	3712
DOID:2531	3146
DOID:635	5256
DOID:10652	2182
DOID:0050742	54749
DOID:13223	28968
DOID:0050741	5469
DOID:2986	1804
DOID:5419	64949
DOID:1793	10017
DOID:11612	112942
DOID:0050742	91768
DOID:332	64782
DOID:418	1665
DOID:14227	128209
DOID:10652	8999
DOID:10652	10423
DOID:1612	146894
DOID:1909	22893
DOID:0050741	285203
DOID:418	5631
DOID:418	3954
DOID:14330	191
DOID:2531	7044
DOID:7148	100132247
DOID:9206	2987
DOID:418	80349
DOID:1612	6812
DOID:10763	29964
DOID:9206	163486
DOID:14227	85378
DOID:0050741	201456
DOID:2986	23562
DOID:2986	2203
DOID:8778	10651
DOID:0050156	4799
DOID:0050156	90529
DOID:219	79799
DOID:1612	2273
DOID:8778	2549
DOID:9206	162
DOID:14330	10920
DOID:7693	9338
DOID:7693	6236
DOID:0050742	9762
DOID:635	5578
DOID:2986	7139
DOID:1909	3206
DOID:11612	10102
DOID:332	128229
DOID:1324	2172
DOID:3083	221409
DOID:8778	9814
DOID:14330	81688
DOID:8577	80824
DOID:14330	375
DOID:0050156	79027
DOID:219	254531
DOID:332	440585
DOID:418	91304
DOID:1793	201965
DOID:14330	9604
DOID:219	50
DOID:14227	158297
DOID:8577	3030
DOID:635	818
DOID:12365	7349
DOID:8778	29883
DOID:1612	91851
DOID:5419	85002
DOID:8778	6194
DOID:1909	6652
DOID:12365	64219
DOID:1793	7049
DOID:9206	527
DOID:8778	64795
DOID:0050156	116228
DOID:0050742	51510
DOID:2531	6047
DOID:9008	960
DOID:418	9772
DOID:0050156	260425
DOID:1793	377841
DOID:8577	288
DOID:13223	7148
DOID:263	55966
DOID:1793	51200
DOID:10652	10980
DOID:3393	284948
DOID:635	3945
DOID:3393	219981
DOID:2531	117178
DOID:986	55561
DOID:13223	54902
DOID:3083	3150
DOID:7693	2039
DOID:0050156	84248
DOID:8577	4756
DOID:9206	81873
DOID:11612	4696
DOID:418	5037
DOID:5419	8314
DOID:263	476
DOID:2531	57406
DOID:2986	22848
DOID:1909	3033
DOID:13223	3003
DOID:1793	27327
DOID:9206	10215
DOID:10652	10551
DOID:12365	3945
DOID:12365	55109
DOID:219	65983
DOID:14227	25981
DOID:3393	284383
DOID:8778	56896
DOID:9206	10213
DOID:3083	4282
DOID:9008	415116
DOID:9206	81617
DOID:986	144453
DOID:10763	64116
DOID:7148	6429
DOID:263	348158
DOID:7148	23389
DOID:2531	3839
DOID:263	64084
DOID:219	5187
DOID:418	654364
DOID:3083	29090
DOID:263	327
DOID:219	9874
DOID:635	9338
DOID:0050156	84549
DOID:14227	254956
DOID:9008	10018
DOID:8577	2984
DOID:263	92558
DOID:5419	6499
DOID:8893	4077
DOID:8778	25873
DOID:9008	440275
DOID:8778	7874
DOID:986	1907
DOID:8577	2110
DOID:219	26020
DOID:332	55626
DOID:219	9252
DOID:418	6143
DOID:2394	132001
DOID:418	2625
DOID:11612	100505385
DOID:0050741	7390
DOID:12365	9135
DOID:0050742	8727
DOID:0050741	65080
DOID:824	344148
DOID:10652	10947
DOID:1793	23516
DOID:0050742	23052
DOID:418	10330
DOID:9008	1536
DOID:8893	57596
DOID:635	10439
DOID:8577	6920
DOID:332	28992
DOID:0050156	23175
DOID:12365	51455
DOID:1612	687
DOID:9008	23169
DOID:2531	23354
DOID:1793	27232
DOID:1612	22800
DOID:9206	5869
DOID:2986	55840
DOID:11612	55101
DOID:11612	56984
DOID:2394	128434
DOID:9744	3756
DOID:8778	1974
DOID:9008	5566
DOID:219	8476
DOID:1612	10163
DOID:10652	27087
DOID:0050156	285016
DOID:0050741	10063
DOID:418	6835
DOID:0050156	28231
DOID:14330	10477
DOID:1909	256987
DOID:986	1747
DOID:9008	7408
DOID:263	4059
DOID:5419	79641
DOID:2531	84858
DOID:1909	6239
DOID:8778	57035
DOID:14227	8647
DOID:635	79918
DOID:10652	1400
DOID:1793	643834
DOID:5419	760
DOID:14330	23074
DOID:1909	1718
DOID:635	27065
DOID:3083	8085
DOID:11612	2046
DOID:7693	7703
DOID:7148	54800
DOID:0050156	151126
DOID:12365	3094
DOID:10652	9350
DOID:418	84326
DOID:9206	4628
DOID:635	51449
DOID:332	8541
DOID:9206	2773
DOID:9206	5520
DOID:1909	3664
DOID:1909	57523
DOID:9008	83667
DOID:7148	57132
DOID:14330	1738
DOID:9206	6382
DOID:635	321
DOID:635	51309
DOID:1909	23063
DOID:8778	122945
DOID:14330	5223
DOID:3393	51258
DOID:7693	4774
DOID:3083	144448
DOID:2377	5729
DOID:8893	23787
DOID:2986	7832
DOID:635	23369
DOID:2986	9705
DOID:9206	10670
DOID:2986	81689
DOID:418	81566
DOID:9206	218
DOID:0050741	3796
DOID:1909	51705
DOID:3083	91584
DOID:1909	440335
DOID:1909	3918
DOID:8893	1948
DOID:7693	55450
DOID:263	518
DOID:14330	474343
DOID:1909	10424
DOID:3083	6300
DOID:8893	7716
DOID:10283	54816
DOID:2986	1848
DOID:0050742	723790
DOID:1793	23251
DOID:0050156	79145
DOID:2986	390999
DOID:8577	4952
DOID:2394	6539
DOID:635	113791
DOID:1612	23164
DOID:7693	392
DOID:332	353174
DOID:12365	81853
DOID:1909	23624
DOID:418	678
DOID:13223	79056
DOID:986	64121
DOID:8893	29091
DOID:7148	4092
DOID:635	7582
DOID:986	9182
DOID:8778	1663
DOID:7147	3695
DOID:0050741	10920
DOID:14227	164395
DOID:986	51282
DOID:3393	440836
DOID:332	57343
DOID:1793	122060
DOID:1793	23235
DOID:8577	79981
DOID:2986	3301
DOID:635	3953
DOID:9970	23705
DOID:8893	23235
DOID:3083	229
DOID:7148	10218
DOID:1793	6812
DOID:635	2308
DOID:7148	55256
DOID:11612	375061
DOID:1612	54873
DOID:8893	57488
DOID:8778	120227
DOID:2531	11343
DOID:219	6505
DOID:0050742	157567
DOID:11612	92609
DOID:2394	29880
DOID:0050742	200634
DOID:986	1212
DOID:1324	55779
DOID:11612	84250
DOID:418	5111
DOID:10652	1802
DOID:14227	27074
DOID:9206	54107
DOID:332	284451
DOID:5419	90417
DOID:1793	155066
DOID:9008	10425
DOID:2986	7082
DOID:263	8727
DOID:2986	3164
DOID:219	2053
DOID:14330	51121
DOID:332	4795
DOID:12365	1662
DOID:2986	7037
DOID:7693	22907
DOID:263	1124
DOID:0050742	2770
DOID:0050156	8436
DOID:11612	7481
DOID:8893	51582
DOID:219	4147
DOID:5419	2874
DOID:2377	5007
DOID:13223	972
DOID:1793	150677
DOID:7148	32
DOID:8778	56245
DOID:7148	1675
DOID:0050156	5930
DOID:0050156	6711
DOID:986	27092
DOID:7148	10194
DOID:263	10768
DOID:418	9805
DOID:2531	4146
DOID:2531	3118
DOID:14330	1153
DOID:0050156	57690
DOID:263	10391
DOID:332	400673
DOID:986	728689
DOID:8577	23608
DOID:9008	63906
DOID:1612	2012
DOID:2531	1393
DOID:12365	113189
DOID:0050156	9295
DOID:986	4501
DOID:1909	5346
DOID:14227	123970
DOID:8778	201562
DOID:8577	9912
DOID:9206	22868
DOID:2986	54463
DOID:219	1824
DOID:10652	1022
DOID:10652	253982
DOID:9008	5930
DOID:8893	6165
DOID:14330	1650
DOID:0050741	5212
DOID:1909	6712
DOID:0050742	4052
DOID:5419	3661
DOID:11612	6839
DOID:7148	7592
DOID:0050741	730130
DOID:986	10962
DOID:8778	84545
DOID:12365	127253
DOID:8893	3632
DOID:635	1880
DOID:0050742	718
DOID:10652	23576
DOID:14227	220388
DOID:635	3815
DOID:11612	55272
DOID:1612	79812
DOID:10652	539
DOID:9206	22911
DOID:7693	51308
DOID:7693	9306
DOID:0050741	57035
DOID:10652	10675
DOID:14330	216
DOID:3083	9403
DOID:263	1807
DOID:11612	57621
DOID:7148	5187
DOID:0050156	262
DOID:3083	27253
DOID:1909	1942
DOID:0050156	64425
DOID:0050741	23595
DOID:1909	151354
DOID:14330	5573
DOID:0050156	1901
DOID:2986	6853
DOID:0050156	285636
DOID:10652	1662
DOID:418	28972
DOID:7148	54882
DOID:13223	55622
DOID:9206	23024
DOID:1612	94274
DOID:8577	23446
DOID:12365	5501
DOID:1793	3645
DOID:14227	317719
DOID:1793	9145
DOID:8577	28970
DOID:332	80755
DOID:7693	3778
DOID:8577	8671
DOID:5419	93650
DOID:2986	909
DOID:10652	9946
DOID:10652	55722
DOID:986	647024
DOID:3083	148345
DOID:332	80757
DOID:2986	10678
DOID:11612	92342
DOID:2531	6432
DOID:11612	80185
DOID:0050156	64168
DOID:10652	10752
DOID:263	10351
DOID:2531	6375
DOID:2986	1997
DOID:14330	6863
DOID:7148	2355
DOID:7693	59353
DOID:8893	80139
DOID:2986	11141
DOID:1324	3107
DOID:0050156	10054
DOID:8778	9054
DOID:7148	85294
DOID:3083	25974
DOID:1793	29997
DOID:14330	10463
DOID:1909	3184
DOID:7693	26084
DOID:14227	55007
DOID:14227	374973
DOID:7693	9863
DOID:635	3646
DOID:9206	56650
DOID:12365	339123
DOID:10652	898
DOID:8893	9969
DOID:2986	4225
DOID:7693	54816
DOID:0050742	23171
DOID:418	83752
DOID:7148	90338
DOID:9008	23099
DOID:418	26156
DOID:8778	744
DOID:332	5536
DOID:1612	6595
DOID:0050156	8809
DOID:1793	57678
DOID:0050156	84612
DOID:0050742	80206
DOID:263	1800
DOID:14227	389690
DOID:3083	53339
DOID:9206	9551
DOID:9008	51228
DOID:2986	23014
DOID:3083	1767
DOID:2394	145946
DOID:635	9397
DOID:2531	90523
DOID:9970	23344
DOID:332	85409
DOID:9008	51094
DOID:5419	653464
DOID:12365	7569
DOID:3083	375775
DOID:5419	23420
DOID:1793	4589
DOID:0050156	92346
DOID:13223	57513
DOID:263	132
DOID:0050742	55915
DOID:1324	10845
DOID:9206	51101
DOID:0050741	8612
DOID:3083	79170
DOID:1612	55529
DOID:418	54883
DOID:0050741	3396
DOID:7148	10629
DOID:10652	622
DOID:8893	51062
DOID:7693	6604
DOID:8893	28971
DOID:14227	80279
DOID:0050742	9665
DOID:9206	79073
DOID:0050742	57530
DOID:9206	29929
DOID:3393	23567
DOID:7147	388228
DOID:1793	5612
DOID:10652	1778
DOID:5419	54539
DOID:10652	327
DOID:11612	24147
DOID:5419	55794
DOID:332	100506164
DOID:2986	3475
DOID:8577	387263
DOID:8893	2308
DOID:1793	25875
DOID:8893	9284
DOID:2394	6617
DOID:1612	2098
DOID:13223	6615
DOID:7148	55186
DOID:12365	221443
DOID:2986	51696
DOID:8778	6138
DOID:14330	518
DOID:7147	9918
DOID:332	10898
DOID:0050156	5802
DOID:1324	23175
DOID:332	438
DOID:5419	11083
DOID:219	10163
DOID:10652	91298
DOID:13223	26468
DOID:14227	4957
DOID:418	6598
DOID:2394	8515
DOID:10763	100132399
DOID:9008	55636
DOID:8893	81557
DOID:2394	65078
DOID:10652	1558
DOID:2394	2822
DOID:10652	51027
DOID:9970	389333
DOID:7147	163033
DOID:418	54732
DOID:14330	63935
DOID:14227	2912
DOID:635	6711
DOID:986	27158
DOID:10283	54987
DOID:9206	4051
DOID:12365	79740
DOID:5419	388228
DOID:7693	291
DOID:9008	3684
DOID:11612	376497
DOID:332	3476
DOID:9206	56950
DOID:0050741	51260
DOID:14330	55486
DOID:1793	10202
DOID:3083	9987
DOID:3083	4697
DOID:9008	84187
DOID:7148	7832
DOID:12365	10965
DOID:12365	87178
DOID:1909	4287
DOID:13223	2823
DOID:1324	718
DOID:14227	284274
DOID:8577	7465
DOID:8893	6711
DOID:263	1298
DOID:986	8495
DOID:8893	2018
DOID:986	3694
DOID:9206	23002
DOID:14330	23136
DOID:219	4717
DOID:418	8864
DOID:7147	375484
DOID:8778	125115
DOID:418	4063
DOID:8577	51196
DOID:332	7405
DOID:3083	2775
DOID:1612	90293
DOID:11612	64975
DOID:7693	6419
DOID:8577	2981
DOID:0050741	81573
DOID:2531	8099
DOID:2531	79870
DOID:1909	6279
DOID:8893	65982
DOID:10652	1345
DOID:3083	220988
DOID:12365	4437
DOID:332	10389
DOID:1324	3071
DOID:986	5836
DOID:635	8450
DOID:13223	6892
DOID:418	9814
DOID:14330	7965
DOID:2531	3359
DOID:14330	60488
DOID:332	84258
DOID:9206	317749
DOID:14227	79729
DOID:2394	85360
DOID:263	51250
DOID:0050742	255231
DOID:7148	6192
DOID:5419	921
DOID:7693	8987
DOID:9008	27
DOID:5419	7517
DOID:986	79674
DOID:9206	10749
DOID:332	782
DOID:635	10957
DOID:14330	902
DOID:2986	10763
DOID:332	9858
DOID:12365	219749
DOID:14227	341032
DOID:1612	23235
DOID:9008	80776
DOID:263	8309
DOID:635	79652
DOID:7693	389763
DOID:8577	334
DOID:5419	5905
DOID:14227	10585
DOID:986	7168
DOID:986	8745
DOID:263	79789
DOID:8893	6138
DOID:0050156	90780
DOID:8577	619279
DOID:12365	87769
DOID:219	23239
DOID:418	4200
DOID:0050742	50937
DOID:11612	170690
DOID:7693	10891
DOID:635	23236
DOID:7693	112817
DOID:986	342184
DOID:3083	84239
DOID:1612	221061
DOID:5419	124512
DOID:3083	3996
DOID:1909	2709
DOID:2531	91851
DOID:2531	11278
DOID:13223	113878
DOID:1612	23731
DOID:7148	1946
DOID:2986	81875
DOID:2986	55750
DOID:7693	80319
DOID:12365	166012
DOID:13223	54900
DOID:0050156	84920
DOID:8778	2547
DOID:418	55573
DOID:14330	60314
DOID:9008	80005
DOID:1909	6317
DOID:9206	2737
DOID:9008	4793
DOID:0050156	7690
DOID:263	5243
DOID:7148	23710
DOID:1612	6191
DOID:8778	90594
DOID:1324	84690
DOID:12849	6818
DOID:8778	93323
DOID:14227	10856
DOID:2394	55066
DOID:14330	65018
DOID:8893	22902
DOID:13223	2771
DOID:635	2313
DOID:3083	6442
DOID:0050742	55286
DOID:2531	55274
DOID:2986	9451
DOID:12365	84678
DOID:824	27152
DOID:8778	343
DOID:1909	51322
DOID:7148	22836
DOID:635	3899
DOID:0050742	25975
DOID:10283	10114
DOID:635	51185
DOID:8577	55667
DOID:0050156	7432
DOID:219	2354
DOID:2986	3949
DOID:635	3559
DOID:8778	10329
DOID:263	64902
DOID:13223	25966
DOID:635	596
DOID:10652	1408
DOID:8778	91746
DOID:0050742	3021
DOID:7148	3843
DOID:219	11005
DOID:9008	123872
DOID:8577	473
DOID:1324	60436
DOID:14227	54777
DOID:7148	328
DOID:5419	79574
DOID:418	728642
DOID:1612	4223
DOID:9008	80223
DOID:14330	25941
DOID:14330	10653
DOID:1909	57152
DOID:0050742	23493
DOID:1793	3945
DOID:1909	6342
DOID:14330	80775
DOID:1909	1238
DOID:219	55340
DOID:986	51742
DOID:332	84057
DOID:5419	664
DOID:11612	149499
DOID:10652	375
DOID:7147	9219
DOID:14227	84960
DOID:5419	129401
DOID:263	622
DOID:219	7803
DOID:12365	7802
DOID:418	79071
DOID:8577	5264
DOID:219	23387
DOID:0050156	10516
DOID:9206	2289
DOID:1324	23517
DOID:263	92737
DOID:8893	463
DOID:0050742	147495
DOID:418	53838
DOID:0050156	23037
DOID:11612	4234
DOID:332	29979
DOID:3083	23097
DOID:7148	392
DOID:8893	29904
DOID:9008	3557
DOID:0050742	1298
DOID:2986	1983
DOID:10652	26052
DOID:11612	6189
DOID:5419	53
DOID:11612	140901
DOID:0050742	79019
DOID:0050741	10785
DOID:219	8516
DOID:8893	6256
DOID:219	473
DOID:2986	7043
DOID:1612	201134
DOID:0050742	10363
DOID:1909	10497
DOID:1793	114900
DOID:9008	116039
DOID:10652	28
DOID:219	5257
DOID:9008	3720
DOID:1909	10874
DOID:7148	10362
DOID:7693	285331
DOID:8577	10128
DOID:8577	549
DOID:9206	1198
DOID:5419	4722
DOID:8577	51447
DOID:12365	6124
DOID:8577	57628
DOID:0050742	55198
DOID:7693	56255
DOID:263	51
DOID:0050156	1964
DOID:14330	9890
DOID:8778	84503
DOID:418	1731
DOID:1612	116159
DOID:0050741	203562
DOID:219	9153
DOID:11612	9532
DOID:263	624
DOID:9970	9194
DOID:986	22876
DOID:10652	57172
DOID:2986	4783
DOID:332	140873
DOID:9008	23765
DOID:8778	6432
DOID:1612	93986
DOID:9008	51278
DOID:0050742	3012
DOID:8778	5204
DOID:5419	51020
DOID:0050156	3575
DOID:0050741	7978
DOID:0050156	5324
DOID:9206	55760
DOID:8893	10660
DOID:2394	24146
DOID:9206	5052
DOID:263	10904
DOID:3083	6165
DOID:0050742	388780
DOID:332	84964
DOID:7693	333926
DOID:0050156	4118
DOID:14227	339976
DOID:11612	3236
DOID:8778	80108
DOID:10763	9057
DOID:7148	55970
DOID:8893	8874
