:START_ID(Compound)	:END_ID(Gene)
DB00182	1548
DB00363	1557
DB00333	1588
DB01153	1595
DB00514	116443
DB00392	1129
DB06589	2321
DB00656	148
DB00281	6331
DB00286	1312
DB01124	3767
DB01032	9376
DB06691	6584
DB00829	2562
DB06204	7364
DB00454	2903
DB00975	5136
DB00252	6326
DB00603	8644
DB01148	1128
DB00192	6331
DB00273	2899
DB00655	1571
DB06689	2171
DB00695	6557
DB01028	2558
DB00277	10864
DB01364	6530
DB00518	10383
DB00159	5743
DB00295	4988
DB00396	4986
DB06144	1815
DB00216	3351
DB06804	5743
DB00379	1565
DB00864	1576
DB00381	100861540
DB00935	150
DB00476	6531
DB00763	1576
DB00682	1558
DB00568	1543
DB06148	3362
DB01224	100861540
DB01159	1576
DB00144	23761
DB00368	153
DB00564	6329
DB00254	9376
DB00519	1066
DB06772	7280
DB00143	2949
DB00726	3356
DB00224	10599
DB00563	8836
DB08811	10846
DB00201	134
DB00536	3784
DB00371	2557
DB01587	2565
DB01273	1136
DB00294	1576
DB01151	1128
DB00526	1317
DB01169	5595
DB00716	3320
DB06702	1129
DB00153	1591
DB00503	1571
DB01137	7153
DB00286	2100
DB01248	100861540
DB00641	54658
DB08795	6565
DB00968	1644
DB00541	84617
DB00398	80122
DB00252	5243
DB08826	54578
DB00412	5742
DB01007	1576
DB00669	1813
DB00361	81027
DB01268	120892
DB00832	8911
DB00683	2556
DB00393	776
DB00656	150
DB00813	4986
DB08877	1859
DB00331	4706
DB00701	1577
DB01151	6532
DB00398	7075
DB06637	27133
DB00731	100861540
DB01610	6564
DB08865	7786
DB00843	3356
DB00208	4353
DB00976	1577
DB01320	1559
DB00975	50940
DB00327	4986
DB00529	9356
DB04844	1813
DB06218	761
DB01115	783
DB01364	148
DB00492	6565
DB01227	1576
DB00736	1576
DB01106	23620
DB01076	1803
DB00514	4985
DB00899	4988
DB01115	1559
DB01268	340156
DB01159	2903
DB06637	81033
DB00481	1555
DB00415	6564
DB01201	1565
DB01179	7153
DB01050	55867
DB01283	1544
DB00773	9429
DB00973	64241
DB00783	10599
DB00484	316
DB00722	5243
DB00675	2100
DB00476	3356
DB00563	213
DB00316	1548
DB00572	1133
DB00316	7442
DB01186	152
DB00786	4327
DB00169	993
DB01264	1576
DB00125	4843
DB00715	1559
DB04573	2099
DB00619	6582
DB06697	1555
DB06713	5241
DB00586	5742
DB00635	2908
DB01041	5743
DB00615	1576
DB00543	1813
DB01114	6531
DB08901	1576
DB00242	5426
DB00228	2890
DB01236	54207
DB00210	6257
DB00418	1544
DB01268	2322
DB00934	5243
DB01628	1565
DB00468	1543
DB00897	1551
DB00172	117247
DB01588	2569
DB00368	150
DB01045	1555
DB01174	1576
DB00783	367
DB00536	6581
DB01157	1719
DB00179	3480
DB00903	2939
DB06216	3354
DB08801	3269
DB00457	150
DB00707	2209
DB00723	147
DB06292	1543
DB00404	2558
DB00536	1742
DB00502	1557
DB00705	1565
DB01413	6564
DB01151	1576
DB00501	1558
DB01359	154
DB00752	1565
DB00334	1132
DB01154	2557
DB00546	2558
DB01102	153
DB00277	5144
DB00451	6906
DB00824	135
DB00333	5243
DB00305	5243
DB00866	154
DB00675	1717
DB00482	5170
DB00973	5243
DB00589	1813
DB06637	3742
DB00943	1633
DB00773	2952
DB01032	368
DB01181	1562
DB00203	100861540
DB01062	1577
DB00361	10383
DB00925	148
DB00780	18
DB01037	1557
DB00331	4717
DB01583	9376
DB00997	6790
DB00842	2568
DB01028	2890
DB06616	1445
DB00413	1814
DB00914	5562
DB00143	2937
DB01594	2558
DB08907	54600
DB00384	6337
DB00800	148
DB00454	4986
DB01589	1557
DB01019	1131
DB00527	808
DB00872	552
DB00563	113235
DB01224	151
DB01142	1576
DB00393	1576
DB00316	5243
DB00762	54658
DB01357	2099
DB00876	1559
DB00786	9313
DB00815	213
DB00590	147
DB01137	5243
DB00399	4363
DB00345	10599
DB01131	1565
DB00333	57053
DB01238	148
DB01054	1576
DB04855	151
DB03147	1610
DB00653	783
DB00286	9356
DB00213	1559
DB00968	1312
DB00849	2558
DB00268	152
DB00388	146
DB00119	6578
DB00246	3354
DB00352	3615
DB06697	1576
DB00286	1544
DB00133	63826
DB01023	9254
DB00480	1003
DB00501	1577
DB08910	51185
DB00851	1543
DB00780	2875
DB00920	5142
DB01126	1577
DB01046	873
DB00170	154807
DB00450	1813
DB00945	9356
DB00849	2554
DB00709	9356
DB01012	1576
DB00281	1565
DB00976	1551
DB00667	6584
DB00983	154
DB00897	100861540
DB04920	778
DB00642	1719
DB04855	148
DB00594	26
DB07402	213
DB01053	11309
DB01346	2891
DB00296	1555
DB00451	28231
DB06228	1576
DB00408	153
DB00396	1577
DB00753	4535
DB00678	9356
DB00475	1565
DB01166	1577
DB00909	6324
DB00753	338567
DB00526	762
DB01618	3363
DB01032	6579
DB00878	55244
DB00503	55244
DB01059	100861540
DB00143	9446
DB00786	4322
DB00268	1812
DB00368	147
DB04920	1544
DB00162	145226
DB00313	9356
DB00857	5742
DB00701	1558
DB01137	1544
DB01055	6347
DB00773	4363
DB00196	1559
DB00850	3358
DB00316	1558
DB00222	3767
DB00231	200959
DB00675	1066
DB01173	6530
DB01235	1814
DB00148	1158
DB00586	5743
DB00599	89832
DB00915	2905
DB00975	5141
DB00171	3304
DB00683	200959
DB08820	5243
DB00196	1584
DB00655	9429
DB00175	1559
DB01224	3362
DB06710	1555
DB01229	100861540
DB06616	81788
DB00904	3757
DB01581	213
DB01166	1557
DB00907	1565
DB00540	5742
DB00633	151
DB00535	6565
DB00139	6392
DB01618	150
DB01016	10864
DB01242	1557
DB01407	7124
DB00623	150
DB00356	1565
DB01268	818
DB05265	124056
DB00312	89832
DB00222	3758
DB00604	1555
DB01411	7124
DB01248	347688
DB06148	3355
DB00477	148
DB04855	57657
DB00563	7298
DB00876	1244
DB06144	150
DB00673	1557
DB01115	805
DB00242	2516
DB00674	1142
DB01131	1544
DB04842	3357
DB00515	4502
DB01160	10864
DB00944	43
DB00571	1557
DB01268	640
DB00946	5004
DB01136	151
DB01594	2565
DB00904	3360
DB00515	1728
DB00420	1131
DB00409	1815
DB01254	5243
DB00216	3363
DB01162	146
DB01016	6565
DB00091	100861540
DB00661	6579
DB00126	112398
DB04898	1559
DB00201	1565
DB04920	1559
DB00740	23657
DB01095	1555
DB00607	1576
DB00255	1558
DB01268	100533105
DB01045	1557
DB00148	6535
DB00744	5742
DB00503	1555
DB01255	6571
DB00172	112849
DB01094	6646
DB00220	10599
DB04868	3055
DB00588	1577
DB00371	2555
DB00786	4312
DB00808	766
DB01086	6335
DB00536	3754
DB01212	55867
DB08865	2241
DB08916	147746
DB01235	8140
DB00457	3352
DB00771	1128
DB01208	7153
DB00570	10381
DB00381	5243
DB00328	55867
DB00454	1576
DB01076	7364
DB00741	6579
DB00091	10599
DB00550	7173
DB00435	217
DB00758	1577
DB01029	3725
DB00035	554
DB00898	1559
DB00122	590
DB00163	2729
DB06144	3356
DB00939	240
DB00586	7276
DB00390	482
DB00835	1571
DB00343	775
DB01238	1816
DB00693	9356
DB00358	5243
DB00413	3351
DB01338	1135
DB01060	6565
DB01007	1559
DB00396	367
DB00811	3614
DB00153	120227
DB00759	10864
DB00675	2101
DB00694	5447
DB01175	6531
DB00501	9376
DB00514	1137
DB01588	2558
DB01114	6532
DB00589	3352
DB01359	5004
DB00172	8974
DB00934	6531
DB00858	367
DB00241	1137
DB00515	7498
DB00530	25
DB06274	4988
DB01254	2444
DB01174	1544
DB00384	1544
DB01021	768
DB00993	3251
DB00170	2159
DB00255	316
DB01303	5139
DB00188	5689
DB00586	1544
DB00986	1129
DB08820	1576
DB01327	55867
DB00350	5742
DB01200	1813
DB00201	135
DB00920	8622
DB01041	1543
DB01268	1859
DB01254	3815
DB01254	658
DB00391	1813
DB00501	5243
DB05521	1576
DB00370	1544
DB00434	1813
DB00783	1577
DB06144	3352
DB00594	6340
DB00818	1565
DB00415	6565
DB00248	1812
DB01165	7153
DB00331	4698
DB00980	4544
DB00360	7166
DB00476	6530
DB00604	1558
DB00374	5467
DB00503	100861540
DB00140	55312
DB00441	89845
DB00297	1565
DB00144	55512
DB00841	11238
DB00842	2558
DB00246	1814
DB01223	134
DB01623	1812
DB01115	1571
DB01232	1583
DB00188	1317
DB00177	213
DB01254	7006
DB00972	1558
DB04844	873
DB00138	6519
DB01267	1576
DB01200	1576
DB00273	2901
DB00647	1576
DB00802	1576
DB00589	153
DB06204	1559
DB01091	6713
DB01399	5743
DB00908	5004
DB01189	2554
DB00317	1577
DB00321	3274
DB00130	440
DB01095	1557
DB00941	43
DB06605	2159
DB00750	6328
DB00116	1244
DB00515	2950
DB00156	117247
DB00174	4677
DB00357	1583
DB00172	11254
DB08871	10382
DB00224	1551
DB01229	1577
DB00334	3363
DB01224	150
DB00695	55867
DB00619	766
DB01624	1813
DB01352	1137
DB00651	27115
DB01026	1557
DB01191	6532
DB01221	2902
DB01240	64805
DB01623	3350
DB00131	84532
DB00128	2805
DB01124	1562
DB00667	3176
DB06262	5053
DB00381	1577
DB06216	1812
DB00201	1545
DB00619	3932
DB01017	55867
DB01198	1559
DB06770	1544
DB00543	6532
DB00908	6328
DB04840	1565
DB01303	5140
DB01023	5136
DB00786	4323
DB00754	6332
DB01108	2099
DB00328	10599
DB00158	2352
DB08901	3932
DB00268	3352
DB01028	1571
DB01621	1565
DB01353	2559
DB08804	367
DB00835	1129
DB00320	3357
DB04573	6462
DB01095	10599
DB00248	3352
DB04711	213
DB01174	1551
DB06616	1956
DB00215	3269
DB01396	476
DB01234	1571
DB00363	5243
DB01101	7298
DB00606	6559
DB00839	3758
DB00748	1559
DB06207	5244
DB01159	2741
DB00860	1576
DB00454	1555
DB00321	3751
DB01072	1559
DB00246	3362
DB01136	1571
DB00602	8001
DB00402	2567
DB01151	6530
DB06772	81027
DB01197	4318
DB00281	1551
DB05294	4067
DB00248	3357
DB01583	6554
DB00928	1788
DB00162	112724
DB01398	5742
DB00563	55867
DB08918	1573
DB00333	116443
DB01466	4988
DB01148	8622
DB01149	1576
DB01181	1577
DB00701	1557
DB01354	1137
DB00783	9376
DB06148	1544
DB00917	6582
DB00195	153
DB01021	7172
DB00396	1558
DB06712	779
DB08918	5243
DB01056	6329
DB00201	5591
DB01174	1137
DB00233	30814
DB01411	4583
DB06813	1719
DB00274	6565
DB01142	3269
DB01092	28234
DB01594	2570
DB01191	1571
DB00446	1557
DB00829	55879
DB01191	1544
DB00786	4314
DB01184	1551
DB01283	5742
DB00586	54658
DB00745	1576
DB00966	28234
DB00204	3768
DB01466	1576
DB00542	4524
DB01268	5871
DB04946	3352
DB00829	1544
DB01229	4137
DB01234	1545
DB00700	1551
DB00773	1544
DB00832	8913
DB06712	781
DB01028	27032
DB06150	1559
DB01159	2565
DB00523	5916
DB01076	5243
DB00539	1544
DB00712	7363
DB00773	7155
DB00763	1555
DB06292	1565
DB00865	1576
DB01268	23043
DB00640	64078
DB06637	3741
DB00201	5291
DB01268	22983
DB05294	5753
DB01245	1146
DB01162	147
DB00396	100861540
DB00862	5153
DB01268	3702
DB00962	2555
DB06216	54657
DB01227	1136
DB01087	3855
DB00340	1133
DB00563	10599
DB00144	1608
DB00909	766
DB05389	9332
DB00344	6532
DB01419	5742
DB00540	1576
DB00331	4700
DB00464	5627
DB06781	2908
DB04868	54658
DB01093	7276
DB01058	1557
DB06155	1269
DB04868	2048
DB00284	8972
DB01200	1544
DB08828	6608
DB00656	5004
DB00835	1559
DB00411	1131
DB00988	1621
DB08877	8536
DB01248	4133
DB01275	6262
DB00924	1576
DB00887	6560
DB01349	186
DB01587	2563
DB08877	8576
DB01551	1576
DB00328	8644
DB00612	1576
DB00181	9376
DB00655	213
DB00121	25
DB00129	4946
DB08907	5004
DB00849	2891
DB08819	5737
DB01135	590
DB00653	775
DB08865	5747
DB06697	1557
DB00427	1565
DB08865	5598
DB00619	765
DB01353	2556
DB00520	5243
DB00228	27032
DB01262	1786
DB00338	495
DB01403	3358
DB00162	5959
DB01007	1588
DB00773	368
DB00188	1543
DB08811	5141
DB00977	1558
DB00690	2562
DB00132	2170
DB01064	156
DB01149	6532
DB00477	213
DB00683	1551
DB08881	673
DB00813	5243
DB00734	3356
DB00227	5446
DB08896	54600
DB00709	1633
DB00898	125
DB00945	5243
DB01624	1565
DB01171	4129
DB00818	2561
DB00958	4502
DB00877	1576
DB00921	1565
DB00334	3357
DB08901	3815
DB00206	8647
DB08865	640
DB00728	6579
DB01065	1543
DB01075	5742
DB00390	123264
DB01144	762
DB06144	1814
DB00541	8647
DB00615	1544
DB00706	1565
DB01254	494551
DB00575	6581
DB00694	7153
DB01339	6580
DB00753	2554
DB00703	759
DB00667	1559
DB00721	6531
DB00477	1131
DB06218	6336
DB06148	3350
DB01339	1134
DB00881	6565
DB00734	5243
DB00346	3757
DB01054	9254
DB00541	347688
DB00451	1558
DB00328	6554
DB00999	760
DB01069	805
DB01352	2558
DB05109	5742
DB01110	3779
DB00220	1559
DB00160	84706
DB00627	1565
DB00654	5737
DB00602	1576
DB00530	79837
DB08807	153
DB01595	2562
DB01120	1559
DB00536	217
DB01355	5742
DB00536	3788
DB00161	5096
DB00987	4907
DB01159	1571
DB01435	1548
DB01268	8428
DB00333	4988
DB00175	5243
DB00544	2030
DB03147	3712
DB00247	3363
DB00813	1551
DB00501	2326
DB01189	54207
DB00887	55867
DB01076	1565
DB00975	10257
DB00920	5144
DB01208	6584
DB00651	5150
DB01100	4986
DB01119	3778
DB00221	153
DB00413	1813
DB08806	3274
DB01073	2030
DB00586	3786
DB00604	3356
DB00220	1576
DB00655	6462
DB06817	1230
DB00526	1543
DB08865	9344
DB01016	6579
DB00849	2559
DB00683	2565
DB06775	1373
DB01051	9376
DB00672	9356
DB00679	3757
DB01142	3274
DB00496	1131
DB01129	1559
DB00316	54658
DB08865	2050
DB00675	1544
DB00709	5230
DB00459	5914
DB01268	9429
DB04946	1544
DB00543	1814
DB01118	1565
DB00898	2554
DB04868	1555
DB00172	5033
DB00951	1557
DB06216	151
DB00490	1814
DB00364	2247
DB01037	5243
DB00956	4985
DB00296	1565
DB00661	778
DB00957	1244
DB00570	51174
DB00245	1128
DB00804	1131
DB00171	369
DB00141	2683
DB00582	2326
DB00317	11200
DB01198	2555
DB01215	2563
DB00716	5729
DB00788	9356
DB06738	4988
DB00173	55825
DB00475	2566
DB01007	1595
DB00501	2328
DB00408	6532
DB05109	1576
DB05294	1956
DB00228	51305
DB00128	4069
DB01026	1551
DB00536	131096
DB00541	6581
DB08828	9429
DB00568	3269
DB00308	81033
DB00357	1557
DB01021	759
DB00878	6580
DB04855	776
DB00526	6647
DB00599	2558
DB00851	1544
DB00401	775
DB01229	347733
DB01154	2556
DB00612	1565
DB00481	10280
DB01429	6331
DB00958	4353
DB06616	22983
DB01586	10257
DB00712	5742
DB01333	1576
DB00191	1565
DB00563	4524
DB00604	1551
DB05109	6714
DB00979	1128
DB00549	1558
DB01105	1576
DB00255	1559
DB01074	1576
DB00565	1140
DB00312	1576
DB00193	4985
DB01267	1577
DB00976	1544
DB00674	55584
DB06738	54600
DB00678	54659
DB01095	1544
DB00171	25
DB08884	28234
DB00683	2561
DB01026	6579
DB00897	2567
DB00331	4724
DB00842	54600
DB01088	5144
DB08865	2051
DB00763	1557
DB00397	1812
DB00436	6559
DB00126	8985
DB00939	9356
DB01035	6580
DB00822	217
DB06795	760
DB05294	2065
DB08893	155
DB00140	4524
DB00801	2562
DB08912	79858
DB00443	1588
DB01029	1544
DB00302	6565
DB00121	56922
DB01100	1565
DB00958	1728
DB06637	23415
DB08916	9429
DB01583	5243
DB00571	1577
DB00483	43
DB01224	146
DB00579	6530
DB00633	1565
DB01110	1586
DB06716	2554
DB01267	3358
DB00751	3269
DB00274	6564
DB01337	1140
DB00673	6869
DB00822	1571
DB00899	4985
DB01189	2890
DB00137	213
DB00186	706
DB04953	3786
DB00690	2558
DB04861	153
DB01119	3767
DB01587	706
DB01060	6564
DB00122	6584
DB08873	1513
DB00925	6582
DB01229	9429
DB08860	7364
DB06155	1544
DB00637	1577
DB00914	6580
DB00277	5140
DB01080	2550
DB00640	132
DB00829	2555
DB06738	1557
DB00313	9734
DB00134	4482
DB06155	1559
DB00215	1576
DB01254	5607
DB04868	1436
DB00121	64087
DB00331	4539
DB00709	6580
DB01242	150
DB00703	762
DB00780	84706
DB01338	1134
DB00622	1555
DB01142	1565
DB00443	5743
DB00122	6580
DB01236	2556
DB00268	1815
DB01037	1559
DB00170	1728
DB00794	2566
DB00143	3029
DB08987	6326
DB00266	79001
DB00408	3363
DB00347	1558
DB00622	5136
DB00530	1565
DB08865	3480
DB00696	1813
DB01128	367
DB06716	2558
DB00458	1129
DB06695	5243
DB00502	54600
DB00491	23193
DB01261	1558
DB00396	4363
DB00695	762
DB00308	781
DB00143	2879
DB00783	2101
DB00248	1813
DB00935	3358
DB00143	2880
DB01403	1813
DB00141	5973
DB00391	1814
DB00281	1562
DB08868	8698
DB00353	3357
DB00472	6532
DB00934	1133
DB01393	3156
DB00600	7299
DB00131	2180
DB06151	2937
DB01032	6584
DB04953	54657
DB00962	2561
DB01035	6582
DB00279	53919
DB01225	2159
DB00794	1576
DB01610	6565
DB01154	2568
DB00692	146
DB00603	3284
DB00734	3352
DB00363	3356
DB00409	1813
DB01005	6241
DB01182	153
DB00328	1557
DB01113	5139
DB01136	5742
DB00402	2555
DB00731	54600
DB06637	3736
DB00296	6331
DB08865	3718
DB01435	1544
DB00398	1436
DB00454	4988
DB00697	150
DB00246	1132
DB03147	1727
DB00220	100861540
DB00172	5831
DB00158	9356
DB01200	1815
DB01597	9376
DB06616	120892
DB00245	1557
DB01621	3350
DB01235	23428
DB00413	3358
DB00624	9429
DB00440	7298
DB00145	2841
DB01611	51284
DB00939	8644
DB00682	1559
DB06616	25778
DB00805	1565
DB00945	5742
DB00755	9052
DB00122	10390
DB00917	6580
DB01232	1558
DB00762	116447
DB00727	4881
DB00457	9429
DB00977	6462
DB01042	6581
DB00761	10723
DB00992	2209
DB01043	116443
DB01567	2555
DB06699	2798
DB00613	1545
DB00596	2908
DB01045	100861540
DB00220	1551
DB00784	1646
DB01254	23387
DB06730	100861540
DB01035	43
DB06218	762
DB01138	1244
DB01419	5743
DB08865	4058
DB01175	148
DB00472	6530
DB00263	1909
DB01436	2638
DB00318	4986
DB00401	776
DB01234	1565
DB00917	200931
DB06637	3784
DB01622	148
DB01576	1565
DB00390	28231
DB00191	6530
DB01621	1544
DB01224	3359
DB00160	18
DB00425	2562
DB00444	1557
DB00846	866
DB00118	262
DB06216	3352
DB00530	2322
DB00845	1576
DB00690	1548
DB01065	1544
DB00869	760
DB00986	1131
DB00144	81490
DB00999	11238
DB00370	3350
DB05294	2324
DB00584	1576
DB04898	2147
DB00349	6538
DB00715	1131
DB00481	1576
DB00328	54658
DB00493	10864
DB00458	1571
DB01050	9356
DB01409	6584
DB00523	6257
DB00334	1129
DB00982	6256
DB00425	5742
DB00328	4363
DB00917	5737
DB00300	10257
DB00546	2563
DB00856	1588
DB00163	2950
DB01183	4986
DB01103	5334
DB00171	445
DB05266	5141
DB00153	1593
DB00317	1454
DB00420	1559
DB00752	1557
DB00679	1565
DB06616	102800317
DB01184	1814
DB01586	1646
DB00641	6579
DB00548	6718
DB00248	1814
DB04794	1571
DB01151	1562
DB01122	43
DB00408	3274
DB01589	2558
DB00188	1557
DB00835	1131
DB00134	51734
DB00143	4056
DB00184	4128
DB00818	1559
DB00787	6555
DB00526	2952
DB00795	6916
DB01120	213
DB00304	5241
DB00313	36
DB01259	1558
DB01355	89832
DB00213	1576
DB05389	10296
DB00568	1544
DB00531	1551
DB00869	23632
DB01026	1589
DB01076	6579
DB00780	4129
DB08877	3718
DB00745	1544
DB00242	64078
DB00183	887
DB00509	8140
DB00642	7298
DB00368	1544
DB00408	1815
DB00168	9356
DB00563	89845
DB08801	3757
DB01154	2561
DB01628	1576
DB00257	8714
DB00501	55244
DB00908	1244
DB00143	2954
DB00159	2173
DB00286	2099
DB00234	6532
DB00515	10057
DB01149	3350
DB00988	4128
DB01003	6286
DB00806	5141
DB00850	3350
DB00783	316
DB00577	6565
DB00159	2181
DB00667	3269
DB00731	9356
DB00626	2
DB00126	5351
DB00997	8647
DB00363	1559
DB06589	2261
DB01076	1558
DB00997	374291
DB00905	5733
DB01221	2903
DB00188	5690
DB00659	116443
DB00850	1562
DB00623	3350
DB08976	5742
DB00289	3351
DB00184	1553
DB00765	7054
DB01558	2560
DB06695	54600
DB08901	2322
DB06637	3747
DB01186	1813
DB00499	1544
DB01558	1571
DB01612	4881
DB00892	6336
DB01234	1551
DB00143	8714
DB01415	6564
DB00896	866
DB00180	866
DB00091	1558
DB01236	3776
DB00473	6331
DB00997	8714
DB01035	590
DB04794	1595
DB00270	783
DB00282	2224
DB01056	6326
DB01351	2554
DB08808	154
DB01159	213
DB00170	2158
DB08987	6331
DB01033	7498
DB00327	1565
DB01147	213
DB00397	1544
DB04845	10383
DB00783	2103
DB00227	1577
DB00421	1558
DB00905	8644
DB06711	148
DB00555	6336
DB00120	5053
DB00393	782
DB00275	1244
DB01229	10383
DB00904	1565
DB01147	6565
DB00783	2852
DB00963	5742
DB00849	2555
DB01273	1139
DB00193	116443
DB01029	1559
DB00773	2950
DB00523	1381
DB00806	135
DB01225	4353
DB00277	1544
DB00139	55214
DB00977	1576
DB06637	3751
DB00588	5321
DB00641	100861540
DB04868	673
DB00345	6580
DB00328	10257
DB01235	1813
DB00777	1812
DB00328	54600
DB00950	11309
DB00943	3177
DB00501	6582
DB00543	6530
DB01054	1577
DB01224	3363
DB08899	1565
DB01221	1558
DB06209	1576
DB00841	1312
DB00882	1576
DB00294	6462
DB01268	23604
DB01102	154
DB00652	10280
DB01403	148
DB00751	3274
DB00661	783
DB06589	5298
DB01068	2556
DB01023	805
DB00622	1129
DB00570	2516
DB00562	760
DB06201	6334
DB01303	3066
DB01053	6564
DB00799	6257
DB01036	1129
DB00295	7364
DB01229	1551
DB00540	3269
DB00173	54658
DB00575	147
DB01466	1565
DB00653	782
DB06212	554
DB00819	9356
DB00599	2166
DB00849	1139
DB06716	2563
DB00402	1558
DB06589	4067
DB04953	54600
DB01197	5972
DB01087	1545
DB01205	2556
DB00121	32
DB00126	5066
DB00445	6790
DB06148	1813
DB06589	3791
DB01438	6331
DB00302	5340
DB05039	153
DB00171	10060
DB00920	5143
DB00358	590
DB00151	9054
DB01238	150
DB00306	2560
DB00470	5243
DB08865	3717
DB00783	2169
DB01268	1436
DB00195	1544
DB00608	5243
DB00675	8647
DB00213	5243
DB00993	2939
DB00924	1544
DB01595	2559
DB00559	1559
DB00564	1576
DB00381	759
DB01073	64078
DB01361	1576
DB00202	1134
DB00493	9356
DB01394	1555
DB01244	808
DB00847	4353
DB00554	5743
DB06616	1195
DB00201	5290
DB00331	4714
DB01026	1565
DB00370	3359
DB00688	54658
DB01247	4129
DB06216	154
DB00882	1544
DB00350	3767
DB00275	28234
DB01075	6584
DB00914	3764
DB01236	2568
DB00624	1543
DB01594	2555
DB00307	1559
DB00690	2565
DB00130	2744
DB00283	1565
DB00115	326625
DB01229	1545
DB01586	6554
DB00425	2561
DB00247	3362
DB01090	1143
DB00537	1544
DB01026	1584
DB00448	496
DB01118	1576
DB00755	1558
DB01435	1558
DB00642	113235
DB00331	4537
DB06637	3743
DB00572	1132
DB00351	5243
DB00783	6462
DB00604	3358
DB06589	3702
DB00951	1571
DB00127	6583
DB00536	9312
DB00388	148
DB00962	2566
DB01577	6570
DB00291	6579
DB00183	590
DB01189	2743
DB00675	10682
DB00125	6584
DB01424	1565
DB01215	2556
DB01395	590
DB04946	1812
DB04946	3269
DB04868	2042
DB05260	526
DB00245	3269
DB00731	6564
DB06684	1565
DB00129	2628
DB00763	1565
DB01544	1555
DB00674	8973
DB00555	6334
DB00252	6331
DB01267	3269
DB00805	3356
DB01114	6580
DB08916	5243
DB00210	5916
DB01181	1559
DB00782	1129
DB01583	213
DB01194	771
DB00925	801
DB08897	1133
DB01234	5243
DB00988	1557
DB00822	1621
DB01259	1577
DB00800	151
DB01221	116444
DB01048	132
DB01253	1576
DB00635	1576
DB00511	478
DB00503	1559
DB00245	1565
DB00794	1137
DB00209	1131
DB00125	445
DB00396	1586
DB01576	148
DB01625	1131
DB01558	2566
DB00370	148
DB00690	2560
DB00563	6579
DB06708	1576
DB08815	3363
DB00856	590
DB00849	1557
DB00524	766
DB01501	4988
DB01036	3757
DB01375	7134
DB00641	3156
DB00306	89832
DB00472	1555
DB00990	1576
DB01151	6609
DB01104	4128
DB00224	100861540
DB00734	3757
DB00950	6579
DB00202	590
DB00408	1129
DB04938	1555
DB00536	3756
DB00514	89832
DB00446	1558
DB00862	8654
DB00675	1588
DB00575	1543
DB00213	10599
DB01224	1815
DB01064	155
DB01268	2268
DB00321	147
DB00159	5742
DB00252	6323
DB06803	1559
DB06287	100861540
DB00997	1244
DB08906	5243
DB00215	1565
DB02546	3065
DB01232	9429
DB00119	23539
DB00238	1577
DB00668	1544
DB00921	1562
DB00526	4502
DB01028	1559
DB01053	28232
DB00091	5481
DB00257	1559
DB00599	2557
DB00482	768
DB00982	5914
DB00138	23657
DB01195	1565
DB00882	10682
DB00786	79148
DB00849	2557
DB00398	5607
DB01576	6571
DB01597	1800
DB00408	147
DB01140	9376
DB08896	25
DB00818	2555
DB01028	2559
DB01252	5468
DB00568	776
DB00801	2563
DB04572	1555
DB00502	3352
DB00501	1544
DB00667	762
DB06716	2557
DB04574	213
DB00753	2557
DB00623	808
DB00145	2653
DB00180	2908
DB00215	148
DB00966	5468
DB00383	1128
DB00091	6554
DB01268	1577
DB00334	1576
DB00740	1543
DB06616	9641
DB06216	150
DB01049	1813
DB00675	2099
DB00857	1559
DB01126	1576
DB00818	1548
DB00956	1576
DB00842	2561
DB00745	1557
DB00701	1576
DB00774	11238
DB00526	4353
DB00945	1559
DB00232	6559
DB00734	1815
DB00982	6257
DB08827	5243
DB00786	64386
DB06691	6583
DB00231	2566
DB00606	9356
DB00345	4363
DB00527	805
DB00577	9356
DB01260	2908
DB00690	2554
DB00255	2100
DB00878	6581
DB00250	5742
DB01336	1144
DB00752	4128
DB01025	6284
DB00345	9376
DB01348	6564
DB00650	1244
DB00813	4988
DB01440	9194
DB01356	3612
DB00246	152
DB00571	6582
DB01203	154
DB00811	22978
DB00794	2555
DB00125	6541
DB00231	2568
DB01095	6564
DB00312	1557
DB00126	221120
DB00501	6583
DB01039	1576
DB06262	152
DB01349	185
DB00936	9356
DB00243	6335
DB00246	6532
DB01392	1576
DB01595	200959
DB00758	1544
DB00619	100861540
DB00458	6580
DB09020	9290
DB01016	213
DB01204	5292
DB08901	6714
DB00812	9356
DB00396	1551
DB00897	2556
DB00155	23564
DB00338	1557
DB08933	1576
DB08933	1557
DB00136	7421
DB00313	18
DB01007	1571
DB00243	1565
DB00246	1577
DB00368	5460
DB01169	1576
DB08828	5243
DB00624	1559
DB00921	5243
DB00567	6565
DB01254	23235
DB01599	1066
DB00656	3357
DB08896	4921
DB01074	1565
DB00448	9429
DB00667	3274
DB00457	4504
DB00171	55902
DB00512	9356
DB01238	5243
DB08865	658
DB00174	10991
DB00738	1576
DB00307	1576
DB01236	2554
DB00227	3156
DB00807	6328
DB00200	8029
DB01136	7412
DB01056	6336
DB00179	1588
DB00795	5742
DB00872	1576
DB00624	1577
DB00968	6564
DB01023	781
DB00967	5243
DB00783	1557
DB00988	6584
DB01268	8899
DB00286	387775
DB01438	6328
DB04868	5243
DB00675	1551
DB01023	779
DB06290	10599
DB00515	6582
DB00324	866
DB00958	1318
DB01595	2565
DB00175	3156
DB01144	759
DB00836	805
DB00296	1576
DB06594	3358
DB01224	152
