:START_ID(Disease)	:END_ID(Gene)
DOID:14227	9556
DOID:12365	6650
DOID:14330	587
DOID:0050741	5625
DOID:0050156	4125
DOID:8778	8459
DOID:14330	23076
DOID:10283	9512
DOID:11612	285527
DOID:0050741	4248
DOID:332	959
DOID:332	6540
DOID:12365	51734
DOID:9970	3122
DOID:332	79659
DOID:0050156	8408
DOID:14330	8629
DOID:11612	22834
DOID:2531	7367
DOID:986	3107
DOID:9008	90634
DOID:2531	81622
DOID:1909	51060
DOID:263	25923
DOID:9206	9403
DOID:7693	56950
DOID:7693	5478
DOID:11612	9949
DOID:3083	51363
DOID:11612	4942
DOID:13223	56911
DOID:3393	256297
DOID:7148	27299
DOID:14227	9530
DOID:13223	910
DOID:7693	10807
DOID:5419	83871
DOID:2986	8295
DOID:0050742	4038
DOID:418	23064
DOID:7693	114548
DOID:8577	1441
DOID:10652	7913
DOID:7693	26996
DOID:635	925
DOID:9008	5619
DOID:7693	913
DOID:10652	1841
DOID:7148	865
DOID:2986	7594
DOID:263	1452
DOID:8893	2877
DOID:11612	79719
DOID:14227	84191
DOID:8577	79888
DOID:9008	9187
DOID:7147	51002
DOID:11612	29887
DOID:8778	1282
DOID:418	57505
DOID:1612	51155
DOID:8577	23452
DOID:10652	868
DOID:7148	23550
DOID:1793	598
DOID:0050156	11035
DOID:332	56882
DOID:1612	113130
DOID:14227	6902
DOID:263	22900
DOID:1612	51203
DOID:8577	81030
DOID:3083	23657
DOID:0050741	53834
DOID:635	10346
DOID:1793	6273
DOID:13223	7755
DOID:9008	7903
DOID:5419	5062
DOID:2531	3052
DOID:418	84305
DOID:9206	54953
DOID:9008	7728
DOID:10763	55036
DOID:11612	53632
DOID:2531	192286
DOID:3083	10261
DOID:2531	10197
DOID:7693	490
DOID:1324	140460
DOID:986	821
DOID:2986	8941
DOID:986	284273
DOID:8893	23397
DOID:14330	56893
DOID:8577	811
DOID:8778	8843
DOID:1324	113230
DOID:7148	9603
DOID:8577	8519
DOID:219	1846
DOID:7693	378950
DOID:1909	168455
DOID:5419	3423
DOID:986	3572
DOID:7147	80218
DOID:13223	7554
DOID:7693	6932
DOID:1793	2195
DOID:1793	831
DOID:332	54482
DOID:10652	10938
DOID:5419	23466
DOID:1612	5831
DOID:1612	9793
DOID:1324	84197
DOID:263	1289
DOID:8893	56300
DOID:7148	221150
DOID:418	10964
DOID:14330	388630
DOID:3083	133746
DOID:11612	23199
DOID:0050156	8507
DOID:2986	9725
DOID:8577	11040
DOID:1324	5609
DOID:2531	10962
DOID:1612	2582
DOID:3083	79745
DOID:0050741	4478
DOID:10763	100652824
DOID:5419	27125
DOID:1909	3460
DOID:1909	11332
DOID:7693	9619
DOID:5419	55599
DOID:1324	10747
DOID:1793	8407
DOID:8778	3601
DOID:14227	29078
DOID:263	56477
DOID:1324	2962
DOID:1909	342898
DOID:13223	3792
DOID:8577	57674
DOID:8577	6241
DOID:7693	929
DOID:7148	5716
DOID:7693	29952
DOID:986	4698
DOID:8893	7027
DOID:8778	5874
DOID:635	4521
DOID:8893	83886
DOID:9206	10040
DOID:418	5550
DOID:1793	688
DOID:418	127435
DOID:13223	5304
DOID:13223	2922
DOID:8577	340547
DOID:7693	644994
DOID:0050742	79956
DOID:7148	9447
DOID:418	8683
DOID:7147	5685
DOID:1324	3304
DOID:8893	2806
DOID:14227	7507
DOID:0050742	1672
DOID:9008	83473
DOID:332	132724
DOID:7148	3993
DOID:1324	374393
DOID:2986	203068
DOID:13223	127833
DOID:219	3149
DOID:1909	23406
DOID:8577	26207
DOID:219	10606
DOID:12365	10859
DOID:10283	6168
DOID:5419	6509
DOID:263	29121
DOID:14330	100129406
DOID:8778	6772
DOID:11612	5158
DOID:2531	27136
DOID:8577	960
DOID:9206	2762
DOID:1793	23303
DOID:219	9631
DOID:1909	54676
DOID:1909	256227
DOID:8778	23313
DOID:418	64324
DOID:332	2798
DOID:0050156	4650
DOID:418	6811
DOID:14227	2205
DOID:986	144363
DOID:2531	54629
DOID:2986	79020
DOID:2986	57473
DOID:0050742	4363
DOID:1324	6369
DOID:9206	955
DOID:635	4818
DOID:332	6583
DOID:0050742	27
DOID:8577	4319
DOID:635	3418
DOID:14330	84271
DOID:14330	1956
DOID:3083	54674
DOID:2531	8795
DOID:9008	91750
DOID:8577	1281
DOID:7148	474344
DOID:2394	1050
DOID:9206	56667
DOID:2986	55813
DOID:219	84705
DOID:1324	27183
DOID:1793	10099
DOID:1909	53827
DOID:1324	10445
DOID:12365	3304
DOID:1612	83856
DOID:8893	1175
DOID:13223	9556
DOID:9206	3081
DOID:11612	51306
DOID:5419	727957
DOID:2986	10460
DOID:10283	2870
DOID:1909	10669
DOID:263	51703
DOID:7148	2633
DOID:9206	23677
DOID:1612	7264
DOID:14227	84259
DOID:9008	92346
DOID:8893	3428
DOID:12365	391
DOID:13223	3780
DOID:13223	81693
DOID:2531	23053
DOID:12365	91057
DOID:9008	83890
DOID:0050156	6002
DOID:263	858
DOID:1909	642891
DOID:0050742	51528
DOID:8778	6372
DOID:1909	26151
DOID:635	10410
DOID:1324	26085
DOID:8778	25829
DOID:8778	2791
DOID:7147	51668
DOID:1909	23478
DOID:9008	83636
DOID:1793	3248
DOID:8893	891
DOID:635	126433
DOID:0050156	2207
DOID:9008	9205
DOID:7693	448831
DOID:8577	2920
DOID:14330	10695
DOID:1612	9232
DOID:8577	958
DOID:8778	23135
DOID:12365	9334
DOID:418	84034
DOID:5419	51465
DOID:3083	140809
DOID:1612	57674
DOID:8893	3854
DOID:11612	3983
DOID:7693	653641
DOID:0050742	148327
DOID:5419	199675
DOID:219	56905
DOID:5419	7375
DOID:9008	143884
DOID:263	1193
DOID:8893	51258
DOID:5419	6732
DOID:7693	951
DOID:8778	11057
DOID:635	1230
DOID:10763	83853
DOID:5419	29940
DOID:14330	8473
DOID:13223	1907
DOID:3083	8352
DOID:8893	112950
DOID:3083	339778
DOID:1324	29893
DOID:263	1573
DOID:0050741	79415
DOID:7148	142827
DOID:0050741	6890
DOID:3083	10800
DOID:418	7805
DOID:8778	7453
DOID:8893	10804
DOID:9008	9025
DOID:0050742	2181
DOID:1909	50515
DOID:1793	8318
DOID:635	926
DOID:5419	9857
DOID:986	5879
DOID:10652	57020
DOID:9970	80760
DOID:7147	79155
DOID:1909	55630
DOID:2531	3017
DOID:263	29028
DOID:14227	140739
DOID:1612	140707
DOID:11612	388969
DOID:0050742	55105
DOID:332	10063
DOID:3083	158038
DOID:635	9636
DOID:9008	64805
DOID:418	8458
DOID:9206	3574
DOID:1909	6897
DOID:11612	63908
DOID:8778	23603
DOID:8577	2919
DOID:0050741	140576
DOID:13223	1802
DOID:0050156	23313
DOID:219	51001
DOID:1909	8904
DOID:9206	4072
DOID:11612	10887
DOID:986	55212
DOID:263	9332
DOID:3083	147670
DOID:11612	3652
DOID:219	54475
DOID:1324	2854
DOID:8893	2706
DOID:3083	84803
DOID:0050741	6508
DOID:12365	55640
DOID:219	545
DOID:0050156	1317
DOID:8893	348235
DOID:1612	9493
DOID:8893	115019
DOID:1909	197021
DOID:12365	602
DOID:0050742	79072
DOID:5419	5611
DOID:10652	2033
DOID:10652	444
DOID:2394	695
DOID:10763	10686
DOID:0050741	3913
DOID:2394	51324
DOID:9008	8821
DOID:2531	11274
DOID:12365	1066
DOID:8893	113130
DOID:219	1635
DOID:8577	51109
DOID:3083	133396
DOID:635	3627
DOID:418	54464
DOID:12365	55147
DOID:1324	1810
DOID:1909	55003
DOID:5419	8566
DOID:635	6890
DOID:9206	11059
DOID:14227	7592
DOID:7693	8877
DOID:332	100130733
DOID:1612	148867
DOID:1793	2017
DOID:263	1464
DOID:219	5423
DOID:11612	5271
DOID:2531	5605
DOID:14227	10632
DOID:332	3399
DOID:3083	1837
DOID:8778	8754
DOID:635	103
DOID:1793	51316
DOID:8893	259266
DOID:1324	4793
DOID:219	64754
DOID:1793	11282
DOID:3083	9590
DOID:9008	54925
DOID:986	11010
DOID:3393	27152
DOID:14227	51573
DOID:0050156	9961
DOID:2531	55744
DOID:3083	57733
DOID:1612	11169
DOID:7148	540
DOID:11612	80336
DOID:8893	8638
DOID:10652	201134
DOID:824	4585
DOID:2986	5591
DOID:0050156	10095
DOID:9206	23304
DOID:9206	1889
DOID:8577	2907
DOID:10652	79822
DOID:332	54716
DOID:2531	254102
DOID:14330	7572
DOID:14227	11212
DOID:418	10294
DOID:635	578
DOID:1793	8365
DOID:5419	136
DOID:332	57609
DOID:2986	27030
DOID:1909	5692
DOID:219	5478
DOID:8893	123036
DOID:13223	6036
DOID:0050742	54845
DOID:1612	6804
DOID:2531	9021
DOID:8893	837
DOID:332	54918
DOID:14330	54971
DOID:14330	25957
DOID:219	595
DOID:8893	7415
DOID:7148	6678
DOID:1612	51603
DOID:2531	9991
DOID:9008	8604
DOID:11612	5454
DOID:418	284654
DOID:12365	834
DOID:332	133686
DOID:11612	346525
DOID:2986	2896
DOID:8577	717
DOID:2394	23471
DOID:332	4249
DOID:7693	7942
DOID:2531	6388
DOID:635	11130
DOID:635	26010
DOID:986	64853
DOID:332	9760
DOID:1909	1000
DOID:8893	84518
DOID:332	10536
DOID:3083	203569
DOID:1909	10240
DOID:263	114757
DOID:11612	285464
DOID:10283	10094
DOID:2531	29095
DOID:3083	27306
DOID:1686	4485
DOID:10283	3336
DOID:9008	54780
DOID:8577	121457
DOID:1793	27236
DOID:5419	9792
DOID:1324	5672
DOID:8893	55686
DOID:10763	79774
DOID:11612	80124
DOID:13223	2300
DOID:418	51251
DOID:7147	283
DOID:8893	5875
DOID:2986	57498
DOID:1793	10643
DOID:635	5359
DOID:8778	4843
DOID:219	54801
DOID:1909	9130
DOID:7148	7163
DOID:1324	25805
DOID:0050741	9413
DOID:2986	23450
DOID:418	22898
DOID:3083	55589
DOID:12365	2182
DOID:7693	378951
DOID:8778	51554
DOID:635	11119
DOID:10652	7461
DOID:0050742	92689
DOID:1909	51231
DOID:13223	8074
DOID:14227	6502
DOID:2531	5728
DOID:1324	2950
DOID:0050156	1277
DOID:0050742	6513
DOID:9206	3960
DOID:7693	55840
DOID:0050742	55856
DOID:2394	55340
DOID:2531	100507221
DOID:263	821
DOID:263	64115
DOID:14227	100506667
DOID:1612	11004
DOID:8893	51121
DOID:14330	4297
DOID:9744	256329
DOID:0050156	63923
DOID:5419	2495
DOID:986	92482
DOID:9008	90416
DOID:14330	9736
DOID:219	8881
DOID:332	2615
DOID:9206	51703
DOID:14227	51389
DOID:8778	6196
DOID:418	140461
DOID:1324	439
DOID:219	10723
DOID:12365	6945
DOID:0050742	114781
DOID:1324	51406
DOID:9008	38
DOID:12365	4170
DOID:986	85461
DOID:1793	6282
DOID:14330	9929
DOID:9008	90693
DOID:1793	391059
DOID:2841	22905
DOID:9206	5269
DOID:3083	10901
DOID:7148	7351
DOID:0050742	23443
DOID:0050742	56666
DOID:0050741	7205
DOID:5419	58488
DOID:2841	1469
DOID:2986	5721
DOID:986	9201
DOID:1612	1508
DOID:986	36
DOID:0050156	1740
DOID:14330	4487
DOID:8577	6196
DOID:1909	3939
DOID:0050742	29109
DOID:9206	7368
DOID:9008	26512
DOID:7693	442184
DOID:8577	2590
DOID:332	6426
DOID:1324	63951
DOID:1909	83937
DOID:14330	2802
DOID:7693	81399
DOID:332	10051
DOID:1612	1300
DOID:219	79915
DOID:12365	10287
DOID:9206	259230
DOID:986	54726
DOID:332	9321
DOID:7147	1071
DOID:7693	1370
DOID:0050156	2232
DOID:3083	56126
DOID:635	6773
DOID:13223	56301
DOID:8893	1830
DOID:5419	23063
DOID:986	1389
DOID:0050741	100507221
DOID:2531	4695
DOID:1612	222229
DOID:11612	2033
DOID:332	763
DOID:10652	25825
DOID:418	196441
DOID:7693	1385
DOID:10652	79586
DOID:8893	55008
DOID:9970	490
DOID:0050742	201475
DOID:2531	140893
DOID:8778	5698
DOID:5419	64844
DOID:12365	79089
DOID:10652	55114
DOID:10283	51637
DOID:7693	10170
DOID:219	5361
DOID:9008	8766
DOID:1324	522
DOID:14227	55266
DOID:1909	51522
DOID:2986	79023
DOID:5419	6830
DOID:7693	440153
DOID:1793	140576
DOID:986	9848
DOID:14227	79611
DOID:7693	388333
DOID:7693	51284
DOID:2986	4528
DOID:1324	8001
DOID:1909	2637
DOID:11612	4779
DOID:1612	286827
DOID:0050741	94030
DOID:1909	2212
DOID:1612	5993
DOID:10652	1105
DOID:332	7337
DOID:1909	9654
DOID:418	118429
DOID:7693	51605
DOID:8893	339105
DOID:263	55589
DOID:1324	9902
DOID:8778	1611
DOID:10652	2013
DOID:8577	2152
DOID:1909	375
DOID:1909	3101
DOID:5419	2213
DOID:0050156	9547
DOID:5419	27299
DOID:635	6672
DOID:418	387338
DOID:263	84933
DOID:7147	25824
DOID:635	445347
DOID:1612	5538
DOID:0050741	200186
DOID:3083	152586
DOID:14227	3479
DOID:2394	26135
DOID:0050742	79096
DOID:14330	653509
DOID:0050742	54914
DOID:0050742	10169
DOID:0050156	410
DOID:7693	1236
DOID:263	79682
DOID:9206	3561
DOID:8577	51365
DOID:263	134265
DOID:3312	3486
DOID:418	10943
DOID:332	1832
DOID:13223	196743
DOID:986	8905
DOID:0050742	8702
DOID:418	64748
DOID:8577	366
DOID:1612	22820
DOID:219	27102
DOID:11612	56971
DOID:1793	9957
DOID:1793	6364
DOID:3083	114794
DOID:1324	4199
DOID:7693	158830
DOID:10652	965
DOID:1909	7453
DOID:418	3030
DOID:14330	3802
DOID:5419	4257
DOID:14227	54510
DOID:8893	629
DOID:10283	65110
DOID:13223	1277
DOID:1909	7371
DOID:9008	55500
DOID:0050742	8399
DOID:0050156	6698
DOID:418	29071
DOID:3083	186
DOID:5419	27230
DOID:0050742	51566
DOID:8577	6483
DOID:0050742	203111
DOID:14227	221981
DOID:14330	401115
DOID:1909	144195
DOID:11612	7975
DOID:219	25878
DOID:13223	9679
DOID:418	57106
DOID:8778	81631
DOID:11612	3728
DOID:2986	5029
DOID:7147	9824
DOID:2986	6908
DOID:986	219541
DOID:1612	10403
DOID:14227	116085
DOID:3083	27286
DOID:0050742	653519
DOID:14330	23264
DOID:5419	3717
DOID:0050741	26231
DOID:7148	4585
DOID:2531	5230
DOID:2986	9961
DOID:219	51018
DOID:10652	27
DOID:7693	8318
DOID:8893	9830
DOID:0050742	56005
DOID:1909	64849
DOID:1612	29028
DOID:418	4287
DOID:1793	3688
DOID:1324	85414
DOID:13223	4544
DOID:8893	7257
DOID:3083	2539
DOID:3083	11057
DOID:219	79980
DOID:0050741	6281
DOID:9206	4233
DOID:2394	6307
DOID:13223	54897
DOID:219	80209
DOID:418	80726
DOID:7148	90592
DOID:418	56181
DOID:2531	5298
DOID:9206	23042
DOID:1324	5694
DOID:1324	9355
DOID:0050156	4325
DOID:0050156	9213
DOID:11612	252884
DOID:219	8667
DOID:7693	51547
DOID:8893	120224
DOID:9008	165055
DOID:219	1800
DOID:8893	387695
DOID:5419	840
DOID:0050156	4319
DOID:219	8566
DOID:14227	170622
DOID:9206	54020
DOID:8893	332
DOID:14330	5252
DOID:10652	79746
DOID:8778	10906
DOID:635	5371
DOID:10652	904
DOID:635	9034
DOID:11612	9038
DOID:1612	8270
DOID:418	85406
DOID:0050742	5257
DOID:2531	9103
DOID:0050156	51155
DOID:7147	10791
DOID:7693	117584
DOID:14330	6503
DOID:14227	442425
DOID:11612	256148
DOID:0050742	2877
DOID:9206	3703
DOID:8893	8942
DOID:635	970
DOID:0050156	9454
DOID:12365	23406
DOID:8577	25825
DOID:7693	83541
DOID:9206	6548
DOID:5419	283713
DOID:986	221294
DOID:1909	114049
DOID:9008	5601
DOID:8778	5699
DOID:219	27339
DOID:263	1292
DOID:14330	6158
DOID:1612	64755
DOID:1612	3980
DOID:9970	7805
DOID:8577	23650
DOID:11612	6508
DOID:11612	146802
DOID:2531	65082
DOID:1612	57089
DOID:9206	10095
DOID:2986	23585
DOID:5419	4170
DOID:9008	6654
DOID:263	50515
DOID:8577	60559
DOID:9008	3964
DOID:635	3665
DOID:13223	11095
DOID:8893	7051
DOID:263	1122
DOID:7147	64422
DOID:1324	23770
DOID:986	467
DOID:7693	137835
DOID:10652	9267
DOID:0050742	51809
DOID:2531	3135
DOID:3083	81704
DOID:9008	55195
DOID:7693	5696
DOID:5419	7178
DOID:7148	940
DOID:635	952
DOID:14227	64083
DOID:9206	9926
DOID:8778	7763
DOID:14330	729877
DOID:3083	6347
DOID:8778	6374
DOID:12365	402573
DOID:3083	5275
DOID:0050156	11226
DOID:9206	25844
DOID:263	26586
DOID:8778	2180
DOID:2986	1043
DOID:14227	3853
DOID:14227	25950
DOID:3083	190
DOID:9206	10103
DOID:635	4501
DOID:10652	51226
DOID:1324	91252
DOID:9206	2920
DOID:8778	23657
DOID:11612	84814
DOID:1324	55256
DOID:14227	51065
DOID:986	54583
DOID:14227	51522
DOID:11612	401562
DOID:986	925
DOID:219	9837
DOID:14227	134492
DOID:635	83666
DOID:2986	5976
DOID:8577	11213
DOID:5419	8629
DOID:9206	8574
DOID:10652	1191
DOID:7693	7083
DOID:1793	3107
DOID:2531	2720
DOID:14227	7341
DOID:12365	83479
DOID:11612	79640
DOID:14330	10658
DOID:5419	116211
DOID:8893	6698
DOID:14227	644591
DOID:7148	26136
DOID:1909	7328
DOID:418	5336
DOID:8778	6734
DOID:9008	23365
DOID:1793	1969
DOID:0050741	387522
DOID:10652	114
DOID:10763	2939
DOID:8893	25800
DOID:8893	1001
DOID:418	5578
DOID:9008	9453
DOID:11612	84162
DOID:3393	55055
DOID:2531	7167
DOID:2531	26190
DOID:635	91351
DOID:7693	441608
DOID:2531	573
DOID:418	23317
DOID:8577	9180
DOID:8893	153339
DOID:986	64376
DOID:0050741	10174
DOID:8778	6319
DOID:14227	2739
DOID:332	8826
DOID:986	11213
DOID:1612	9123
DOID:0050156	1520
DOID:0050742	9249
DOID:2531	5796
DOID:0050156	84034
DOID:11612	11342
DOID:13223	100316904
DOID:1612	79980
DOID:9970	4111
DOID:12365	6892
DOID:14330	5873
DOID:2986	23092
DOID:0050742	26502
DOID:1612	2029
DOID:263	891
DOID:7148	939
DOID:14227	112479
DOID:3083	29109
DOID:13223	79698
DOID:8577	56999
DOID:10652	1198
DOID:2986	5607
DOID:14330	8844
DOID:219	5230
DOID:418	51657
DOID:2986	64132
DOID:13223	337876
DOID:10283	23019
DOID:10652	51279
DOID:263	91522
DOID:12365	3665
DOID:9008	80055
DOID:8577	5967
DOID:11612	23077
DOID:1793	9636
DOID:14330	6916
DOID:7693	441531
DOID:635	10950
DOID:0050156	53836
DOID:1612	94081
DOID:11612	57829
DOID:0050156	7469
DOID:9206	51146
DOID:0050156	6273
DOID:635	5984
DOID:7147	7979
DOID:8778	1277
DOID:1909	375346
DOID:9008	3796
DOID:11612	253982
DOID:1793	3694
DOID:14330	54851
DOID:0050742	254170
DOID:219	10410
DOID:2986	55764
DOID:219	4282
DOID:219	10480
DOID:5419	279
DOID:0050741	9415
DOID:0050742	55831
DOID:219	51371
DOID:5419	23022
DOID:2531	55779
DOID:1909	22820
DOID:2986	55112
DOID:7148	712
DOID:2531	6391
DOID:0050741	220323
DOID:7147	27235
DOID:635	3824
DOID:14330	50509
DOID:1686	771
DOID:0050742	206412
DOID:14330	7289
DOID:0050742	2495
DOID:14330	170960
DOID:263	492307
DOID:13223	258
DOID:219	51026
DOID:12365	3936
DOID:418	63901
DOID:263	3730
DOID:0050156	1643
DOID:7147	10569
DOID:3312	9615
DOID:13223	339105
DOID:8778	958
DOID:12365	9997
DOID:13223	26873
DOID:0050742	4779
DOID:263	27350
DOID:8577	4314
DOID:2531	23424
DOID:8778	26020
DOID:14330	3635
DOID:1612	84561
DOID:3083	1543
DOID:9206	10714
DOID:9970	11057
DOID:7148	90523
DOID:13223	10211
DOID:5419	23313
DOID:11612	256957
DOID:0050741	83596
DOID:11612	27005
DOID:9970	9236
DOID:9206	8537
DOID:0050156	100533952
DOID:2531	4703
DOID:1612	7170
DOID:0050156	7011
DOID:14330	8861
DOID:0050156	339766
DOID:13223	6785
DOID:0050742	10058
DOID:0050156	55612
DOID:12365	90952
DOID:0050742	57168
DOID:0050742	2597
DOID:14227	2040
DOID:12365	8309
DOID:2986	9710
DOID:10652	2004
DOID:7693	728403
DOID:635	4061
DOID:635	4751
DOID:9008	286527
DOID:13223	23495
DOID:1612	24141
DOID:1612	51514
DOID:7693	730394
DOID:263	55803
DOID:14330	5894
DOID:13223	7276
DOID:8778	5062
DOID:14227	10857
DOID:2986	3959
DOID:9008	23244
DOID:1909	51657
DOID:8577	26154
DOID:332	23603
DOID:1909	378
DOID:3083	23138
DOID:10763	8988
DOID:13223	6138
DOID:219	1111
DOID:8893	30001
DOID:418	285636
DOID:13223	8356
DOID:8577	4321
DOID:263	29080
DOID:263	256309
DOID:3083	5742
DOID:2986	23395
DOID:0050156	54829
DOID:986	1875
DOID:9206	23196
DOID:10283	6184
DOID:9008	79864
DOID:11612	113
DOID:1324	157285
DOID:0050156	5731
DOID:5419	353345
DOID:332	5791
DOID:7148	10745
DOID:8577	50506
DOID:0050742	23139
DOID:8893	6590
DOID:219	51082
DOID:9008	11168
DOID:2531	9364
DOID:986	9194
DOID:13223	7336
DOID:8778	1265
DOID:1909	54499
DOID:1612	633
DOID:0050742	9244
DOID:418	57132
DOID:14330	7704
DOID:418	6641
DOID:418	266727
DOID:5419	128209
DOID:2531	80308
DOID:0050741	79095
DOID:11612	84435
DOID:7693	6404
DOID:2531	1725
DOID:8893	57016
DOID:635	3437
DOID:9008	1063
DOID:9008	54996
DOID:1793	8542
DOID:1324	56413
DOID:418	54741
DOID:10763	4745
DOID:3083	338442
DOID:8778	54480
DOID:11612	79605
DOID:13223	9081
DOID:2394	4478
DOID:986	3560
DOID:8577	3553
DOID:0050156	79778
DOID:418	11165
DOID:332	5080
DOID:635	2005
DOID:1612	94240
DOID:10652	25841
DOID:1909	2786
DOID:8778	5230
DOID:14227	55274
DOID:8893	5996
DOID:7693	24137
DOID:1612	10437
DOID:1909	80228
DOID:1793	7032
DOID:9206	10099
DOID:2531	4938
DOID:1612	991
DOID:11612	127933
DOID:8778	8303
DOID:0050156	3872
DOID:7693	168455
DOID:13223	2569
DOID:0050156	5480
DOID:1612	400506
DOID:8577	391
DOID:7148	10109
DOID:986	2332
DOID:9206	6396
DOID:5419	133619
DOID:13223	55656
DOID:986	219285
DOID:1793	10551
DOID:1324	58473
DOID:2531	5970
DOID:7147	131076
DOID:2986	23660
DOID:1612	1058
DOID:1793	8853
DOID:1909	3669
DOID:219	633
DOID:1324	51559
DOID:7693	645974
DOID:0050741	4953
DOID:10652	8309
DOID:1324	143458
DOID:635	7465
DOID:635	8317
DOID:9008	22868
DOID:3083	50863
DOID:635	140465
DOID:9206	27
DOID:0050156	3053
DOID:219	10075
DOID:2986	5008
DOID:12365	91107
DOID:14330	5080
DOID:13223	27239
DOID:1793	3106
DOID:10652	22900
DOID:635	55008
DOID:7693	712
DOID:1909	1827
DOID:2986	6897
DOID:7148	92086
DOID:1909	9992
DOID:8577	3371
DOID:8577	8840
DOID:1909	7542
DOID:986	344752
DOID:1793	388272
DOID:635	2633
DOID:12365	5002
DOID:12365	283270
DOID:5419	25976
DOID:8893	3868
DOID:14330	313
DOID:14330	22796
DOID:0050742	84918
DOID:0050741	55051
DOID:1612	10051
DOID:1612	3149
DOID:0050741	25987
DOID:1793	567
DOID:9206	25998
DOID:7148	5223
DOID:0050741	414919
DOID:7148	10269
DOID:9206	81890
DOID:9206	23443
DOID:8778	57169
DOID:12365	1362
DOID:219	8624
DOID:10652	10390
DOID:9206	6927
DOID:986	148867
DOID:9970	3576
DOID:0050741	25909
DOID:8577	6678
DOID:263	9976
DOID:12365	641649
DOID:2394	1892
DOID:10652	11200
DOID:7147	51186
DOID:0050156	408050
DOID:1686	6130
DOID:635	5265
DOID:1909	55379
DOID:7148	29911
DOID:0050156	64231
DOID:7693	717
DOID:8893	1992
DOID:8893	79084
DOID:2531	6827
DOID:14227	444
DOID:219	25966
DOID:0050156	221927
DOID:10652	10658
DOID:3083	26020
DOID:986	200316
DOID:8893	10135
DOID:1612	3993
DOID:8893	26525
DOID:14227	55819
DOID:3083	3613
DOID:2986	51192
DOID:7148	3717
DOID:10652	777
DOID:14227	392391
DOID:10652	2180
DOID:1324	221191
DOID:12365	81
DOID:824	55876
DOID:1324	1938
DOID:219	4869
DOID:2531	7311
DOID:2531	79188
DOID:9008	7326
DOID:1793	54959
DOID:219	5433
DOID:8893	58472
DOID:7148	123876
DOID:7693	4758
DOID:1909	4739
DOID:986	444
DOID:7693	26140
DOID:1909	56624
DOID:0050741	25942
DOID:0050156	2042
DOID:8778	8542
DOID:1324	1509
DOID:2986	112464
DOID:3083	84925
DOID:263	81578
DOID:1909	54512
DOID:0050741	414328
DOID:12365	64857
DOID:14227	51360
DOID:8893	10622
DOID:10283	6908
DOID:986	9060
DOID:263	140
DOID:1909	83933
DOID:10652	10257
DOID:2531	2193
DOID:7693	5265
DOID:14330	23705
DOID:986	2557
DOID:1612	4283
DOID:11612	2742
DOID:12365	27301
DOID:11612	768206
DOID:2986	9790
DOID:3083	22822
DOID:2394	7746
DOID:12365	83931
DOID:1793	3880
DOID:1793	7408
DOID:9206	126
DOID:7147	4724
DOID:14330	64344
DOID:1324	8427
DOID:10283	9045
DOID:635	9133
DOID:0050742	54534
DOID:1612	5603
DOID:1612	6713
DOID:1612	6282
DOID:1909	79613
DOID:418	965
DOID:1793	57211
DOID:14330	7392
DOID:8893	6701
DOID:219	1534
DOID:11612	389812
DOID:332	4067
DOID:10652	1288
DOID:8577	10797
DOID:418	55291
DOID:1612	537
DOID:9008	55967
DOID:1793	6382
DOID:9008	1434
DOID:10652	55835
DOID:7147	1031
DOID:0050741	8337
DOID:7148	634
DOID:635	5720
DOID:2531	9130
DOID:0050156	10312
DOID:11612	56548
DOID:8893	55740
DOID:8577	6482
DOID:1612	29956
DOID:2986	10162
DOID:263	133
DOID:1612	79953
DOID:9008	84923
DOID:635	5106
DOID:1612	93183
DOID:0050156	8416
DOID:14330	80097
DOID:1324	54913
DOID:8577	22822
DOID:0050742	30836
DOID:14330	55819
DOID:5419	1429
DOID:7693	3702
DOID:0050741	57722
DOID:635	719
DOID:10652	79665
DOID:0050741	79144
DOID:9008	93587
DOID:263	929
DOID:219	6124
DOID:14330	23338
DOID:14227	51251
DOID:9008	3382
DOID:3083	3081
DOID:332	160728
DOID:10652	1389
DOID:1909	5514
DOID:1793	79733
DOID:12365	80119
DOID:1909	10960
DOID:8577	22918
DOID:263	55107
DOID:332	5962
DOID:418	143279
DOID:12365	151188
DOID:12365	7391
DOID:2531	1734
DOID:9970	167555
DOID:1909	1020
DOID:8778	1671
DOID:1909	80146
DOID:0050742	64215
DOID:986	942
DOID:0050156	2760
DOID:11612	120400
DOID:8893	6317
DOID:2531	4179
DOID:0050156	4668
DOID:14330	8405
DOID:9008	84622
DOID:3083	284716
DOID:3083	7057
DOID:14330	50618
DOID:8577	79931
DOID:10652	247
DOID:1909	2590
DOID:1909	65263
DOID:7148	728441
DOID:219	1820
DOID:14227	9341
DOID:9744	122553
DOID:14227	79077
DOID:7148	10943
DOID:14227	948
DOID:7148	11031
DOID:0050741	8859
DOID:263	83879
DOID:1612	80210
DOID:219	55975
DOID:2986	284325
DOID:11612	342372
DOID:635	9381
DOID:418	5307
DOID:13223	8128
DOID:14330	171023
DOID:0050156	55765
DOID:14330	55578
DOID:2394	6000
DOID:2986	5790
DOID:10652	967
DOID:0050156	55521
DOID:7148	56935
DOID:1909	51313
DOID:418	22916
DOID:263	51428
DOID:11612	148345
DOID:11612	10135
DOID:13223	79697
DOID:11612	222223
DOID:13223	5251
DOID:8577	4854
DOID:219	22827
