:START_ID(Disease)	:END_ID(Anatomy)
DOID:3565	UBERON:0001844
DOID:4606	UBERON:0001143
DOID:11934	UBERON:0001846
DOID:184	UBERON:0002397
DOID:4362	UBERON:0000483
DOID:2994	UBERON:0002422
DOID:585	UBERON:0000056
DOID:2377	UBERON:0001896
DOID:2174	UBERON:0001760
DOID:2377	UBERON:0001577
DOID:11934	UBERON:0002500
DOID:4045	UBERON:0002356
DOID:14330	UBERON:0002707
DOID:13378	UBERON:0002523
DOID:2841	UBERON:0002410
DOID:4362	UBERON:0000482
DOID:3565	UBERON:0001645
DOID:4045	UBERON:0000922
DOID:10608	UBERON:0001007
DOID:1319	UBERON:0000941
DOID:10941	UBERON:0001646
DOID:0060119	UBERON:0001744
DOID:8398	UBERON:0001479
DOID:3953	UBERON:0001237
DOID:1595	UBERON:0001759
DOID:11934	UBERON:0002223
DOID:332	UBERON:0002240
DOID:11934	UBERON:0003126
DOID:12361	UBERON:0001679
DOID:7148	UBERON:0002387
DOID:12930	UBERON:0002081
DOID:5419	UBERON:0002673
DOID:10608	UBERON:0001135
DOID:10153	UBERON:0000056
DOID:1612	UBERON:0002521
DOID:0060119	UBERON:0001678
DOID:10534	UBERON:0001744
DOID:11476	UBERON:0002228
DOID:9744	UBERON:0002516
DOID:3070	UBERON:0000922
DOID:1909	UBERON:0001707
DOID:219	UBERON:0002466
DOID:9835	UBERON:0000970
DOID:11934	UBERON:0001616
DOID:2355	UBERON:0002107
DOID:4159	UBERON:0002384
DOID:8398	UBERON:0001470
DOID:9296	UBERON:0001690
DOID:2994	UBERON:0002362
DOID:10652	UBERON:0001981
DOID:5612	UBERON:0000988
DOID:1993	UBERON:0001193
DOID:10283	UBERON:0000989
DOID:0050742	UBERON:0000955
DOID:9744	UBERON:0002410
DOID:4045	UBERON:0002500
DOID:3565	UBERON:0000959
DOID:4481	UBERON:0002097
DOID:418	UBERON:0004452
DOID:11239	UBERON:0001135
DOID:12930	UBERON:0002137
DOID:9074	UBERON:0000977
DOID:5419	UBERON:0001891
DOID:8398	UBERON:0001486
DOID:2394	UBERON:0000993
DOID:1115	UBERON:0002146
DOID:5612	UBERON:0001815
DOID:184	UBERON:0001486
DOID:11934	UBERON:0002382
DOID:14330	UBERON:0001236
DOID:14330	UBERON:0002148
DOID:1686	UBERON:0001768
DOID:184	UBERON:0002398
DOID:9296	UBERON:0000004
DOID:12930	UBERON:0000946
DOID:0050425	UBERON:0000026
DOID:9835	UBERON:0000053
DOID:7147	UBERON:0000211
DOID:2355	UBERON:0000989
DOID:1781	UBERON:0001587
DOID:5559	UBERON:0001884
DOID:7148	UBERON:0001832
DOID:184	UBERON:0001691
DOID:8893	UBERON:0001365
DOID:11714	UBERON:0001310
DOID:2998	UBERON:0002512
DOID:5419	UBERON:0001089
DOID:184	UBERON:0001681
DOID:8577	UBERON:0001182
DOID:1319	UBERON:0004727
DOID:3393	UBERON:0001533
DOID:14221	UBERON:0002523
DOID:4606	UBERON:0002017
DOID:2841	UBERON:0000483
DOID:11819	UBERON:0000056
DOID:11612	UBERON:0002523
DOID:3393	UBERON:0004535
DOID:363	UBERON:0000211
DOID:3565	UBERON:0001677
DOID:13189	UBERON:0001490
DOID:9074	UBERON:0002137
DOID:1459	UBERON:0001343
DOID:9744	UBERON:0001530
DOID:10871	UBERON:0000053
DOID:9074	UBERON:0001744
DOID:2394	UBERON:0001103
DOID:1245	UBERON:0000996
DOID:8893	UBERON:0001461
DOID:9970	UBERON:0001988
DOID:1826	UBERON:0001649
DOID:11612	UBERON:0002522
DOID:14330	UBERON:0004535
DOID:10652	UBERON:0001017
DOID:5559	UBERON:0002046
DOID:5041	UBERON:0000029
DOID:2596	UBERON:0000483
DOID:10652	UBERON:0001771
DOID:0050741	UBERON:0001343
DOID:3121	UBERON:0001175
DOID:1115	UBERON:0001361
DOID:0050741	UBERON:0001970
DOID:3277	UBERON:0001587
DOID:4481	UBERON:0002185
DOID:7147	UBERON:0001464
DOID:1459	UBERON:0001132
DOID:2355	UBERON:0001627
DOID:14004	UBERON:0002060
DOID:2994	UBERON:0000970
DOID:11819	UBERON:0001008
DOID:9074	UBERON:0002384
DOID:10652	UBERON:0000011
DOID:3571	UBERON:0000211
DOID:5419	UBERON:0002405
DOID:1319	UBERON:0002361
DOID:175	UBERON:0001406
DOID:11612	UBERON:0002369
DOID:8577	UBERON:0002394
DOID:1319	UBERON:0001908
DOID:4481	UBERON:0001762
DOID:10763	UBERON:0001986
DOID:418	UBERON:0002066
DOID:9835	UBERON:0000941
DOID:12930	UBERON:0002494
DOID:9970	UBERON:0001398
DOID:5612	UBERON:0002413
DOID:1319	UBERON:0001577
DOID:1115	UBERON:0001461
DOID:11476	UBERON:0001486
DOID:1192	UBERON:0001678
DOID:0060119	UBERON:0001646
DOID:1024	UBERON:0001148
DOID:1192	UBERON:0001647
DOID:1909	UBERON:0001697
DOID:11934	UBERON:0001456
DOID:9835	UBERON:0001985
DOID:6364	UBERON:0002360
DOID:219	UBERON:0001183
DOID:3310	UBERON:0001702
DOID:8398	UBERON:0002481
DOID:332	UBERON:0002606
DOID:4159	UBERON:0002097
DOID:2994	UBERON:0001891
DOID:6364	UBERON:0002410
DOID:4159	UBERON:0001467
DOID:7147	UBERON:0001467
DOID:3070	UBERON:0001986
DOID:8986	UBERON:0001890
DOID:2994	UBERON:0001844
DOID:3953	UBERON:0001184
DOID:418	UBERON:0002048
DOID:2394	UBERON:0002411
DOID:1094	UBERON:0001836
DOID:8398	UBERON:0001461
DOID:1024	UBERON:0001324
DOID:8398	UBERON:0001488
DOID:594	UBERON:0000955
DOID:10976	UBERON:0000483
DOID:1826	UBERON:0002385
DOID:1192	UBERON:0001267
DOID:2994	UBERON:0000959
DOID:2377	UBERON:0002925
DOID:10941	UBERON:0002517
DOID:5041	UBERON:0002365
DOID:8778	UBERON:0002005
DOID:0060119	UBERON:0001723
DOID:10763	UBERON:0002053
DOID:11612	UBERON:0003889
DOID:1319	UBERON:0002037
DOID:0050741	UBERON:0001322
DOID:0050425	UBERON:0002298
DOID:3310	UBERON:0001820
DOID:8778	UBERON:0002414
DOID:10941	UBERON:0002360
DOID:2841	UBERON:0002299
DOID:3565	UBERON:0001676
DOID:2994	UBERON:0001769
DOID:5559	UBERON:0002040
DOID:2355	UBERON:0001970
DOID:4481	UBERON:0001716
DOID:7147	UBERON:0001486
DOID:3277	UBERON:0000483
DOID:1936	UBERON:0001532
DOID:2998	UBERON:0000029
DOID:4159	UBERON:0001352
DOID:10763	UBERON:0001673
DOID:4159	UBERON:0002356
DOID:1192	UBERON:0001645
DOID:11934	UBERON:0001352
DOID:3565	UBERON:0002362
DOID:363	UBERON:0000002
DOID:1612	UBERON:0000995
DOID:12849	UBERON:0002405
DOID:1319	UBERON:0001724
DOID:1319	UBERON:0002240
DOID:8778	UBERON:0002439
DOID:3571	UBERON:0002107
DOID:263	UBERON:0001140
DOID:2994	UBERON:0000991
DOID:1612	UBERON:0002371
DOID:363	UBERON:0002378
DOID:2994	UBERON:0001697
DOID:8398	UBERON:0001490
DOID:4362	UBERON:0000474
DOID:8398	UBERON:0001465
DOID:1115	UBERON:0001697
DOID:6364	UBERON:0002148
DOID:11119	UBERON:0002410
DOID:184	UBERON:0001469
DOID:2355	UBERON:0002390
DOID:3565	UBERON:0001760
DOID:10534	UBERON:0001971
DOID:6364	UBERON:0001460
DOID:3310	UBERON:0000974
DOID:13189	UBERON:0002018
DOID:1192	UBERON:0002414
DOID:7693	UBERON:0001544
DOID:14330	UBERON:0001805
DOID:332	UBERON:0002298
DOID:7148	UBERON:0001469
DOID:6364	UBERON:0001676
DOID:1319	UBERON:0001646
DOID:2174	UBERON:0000483
DOID:7147	UBERON:0002347
DOID:13241	UBERON:0001796
DOID:418	UBERON:0002067
DOID:10652	UBERON:0001579
DOID:363	UBERON:0000993
DOID:3565	UBERON:0001886
DOID:2841	UBERON:0001103
DOID:1115	UBERON:0004769
DOID:3277	UBERON:0001585
DOID:3393	UBERON:0002522
DOID:0050156	UBERON:0002012
DOID:4481	UBERON:0001827
DOID:11714	UBERON:0001467
DOID:4159	UBERON:0000029
DOID:1459	UBERON:0002107
DOID:12185	UBERON:0001860
DOID:10534	UBERON:0000042
DOID:5419	UBERON:0000988
DOID:2377	UBERON:0002286
DOID:1686	UBERON:0001773
DOID:1319	UBERON:0000007
DOID:1115	UBERON:0001691
DOID:4045	UBERON:0002103
DOID:3571	UBERON:0001970
DOID:4606	UBERON:0001174
DOID:2994	UBERON:0001720
DOID:784	UBERON:0000989
DOID:11615	UBERON:0002382
DOID:8893	UBERON:0001820
DOID:1595	UBERON:0001577
DOID:10283	UBERON:0000057
DOID:11934	UBERON:0001836
DOID:216	UBERON:0000165
DOID:11934	UBERON:0001587
DOID:2394	UBERON:0000029
DOID:263	UBERON:0001184
DOID:9744	UBERON:0000989
DOID:1686	UBERON:0002521
DOID:7148	UBERON:0001831
DOID:10534	UBERON:0001638
DOID:2043	UBERON:0002294
DOID:7693	UBERON:0001184
DOID:11054	UBERON:0002411
DOID:6364	UBERON:0001717
DOID:8850	UBERON:0001744
DOID:3121	UBERON:0001970
DOID:5041	UBERON:0000975
DOID:1909	UBERON:0002097
DOID:986	UBERON:0002073
DOID:2174	UBERON:0001619
DOID:2531	UBERON:0002048
DOID:10941	UBERON:0003129
DOID:6364	UBERON:0001148
DOID:1826	UBERON:0001016
DOID:12185	UBERON:0001756
DOID:12185	UBERON:0001840
DOID:14268	UBERON:0001064
DOID:9970	UBERON:0001708
DOID:10871	UBERON:0000941
DOID:4481	UBERON:0000483
DOID:2355	UBERON:0003129
DOID:1094	UBERON:0002037
DOID:3393	UBERON:0001361
DOID:1612	UBERON:0001814
DOID:5875	UBERON:0001267
DOID:8398	UBERON:0004452
DOID:1909	UBERON:0000026
DOID:12849	UBERON:0000955
DOID:2174	UBERON:0001776
DOID:3083	UBERON:0001103
DOID:1826	UBERON:0002148
DOID:2994	UBERON:0001678
DOID:824	UBERON:0001567
DOID:2994	UBERON:0001675
DOID:2994	UBERON:0001647
DOID:1115	UBERON:0003129
DOID:2174	UBERON:0001818
DOID:1245	UBERON:0002060
DOID:7148	UBERON:0001837
DOID:3277	UBERON:0002048
DOID:184	UBERON:0002363
DOID:1993	UBERON:0001135
DOID:2994	UBERON:0000988
DOID:14004	UBERON:0001361
DOID:216	UBERON:0004288
DOID:8850	UBERON:0001716
DOID:2377	UBERON:0000941
DOID:2998	UBERON:0001968
DOID:13241	UBERON:0001637
DOID:363	UBERON:0002450
DOID:184	UBERON:0001619
DOID:2841	UBERON:0001825
DOID:1024	UBERON:0001827
DOID:12930	UBERON:0000013
DOID:3277	UBERON:0002385
DOID:9970	UBERON:0002410
DOID:12236	UBERON:0001970
DOID:1115	UBERON:0001764
DOID:2596	UBERON:0001690
DOID:1826	UBERON:0001532
DOID:8986	UBERON:0002298
DOID:2377	UBERON:0001016
DOID:5612	UBERON:0002422
DOID:1826	UBERON:0001148
DOID:10534	UBERON:0001007
DOID:5559	UBERON:0001132
DOID:1595	UBERON:0000013
DOID:6364	UBERON:0001981
DOID:219	UBERON:0000922
DOID:1909	UBERON:0001750
DOID:8986	UBERON:0001577
DOID:14330	UBERON:0002398
DOID:13378	UBERON:0001398
DOID:11612	UBERON:0000007
DOID:1024	UBERON:0001460
DOID:184	UBERON:0001724
DOID:9296	UBERON:0001733
DOID:0060119	UBERON:0001044
DOID:11920	UBERON:0002515
DOID:1319	UBERON:0001678
DOID:1612	UBERON:0001533
DOID:784	UBERON:0001638
DOID:10871	UBERON:0001776
DOID:635	UBERON:0001969
DOID:10608	UBERON:0001971
DOID:10941	UBERON:0000959
DOID:784	UBERON:0001988
DOID:7693	UBERON:0001637
DOID:4045	UBERON:0001103
DOID:119	UBERON:0000057
DOID:2394	UBERON:0002378
DOID:8398	UBERON:0001485
DOID:1192	UBERON:0001700
DOID:12185	UBERON:0002384
DOID:6364	UBERON:0002413
DOID:1094	UBERON:0001016
DOID:8893	UBERON:0001821
DOID:14330	UBERON:0002102
DOID:9352	UBERON:0001264
DOID:1115	UBERON:0001707
DOID:4989	UBERON:0002110
DOID:1115	UBERON:0001676
DOID:9835	UBERON:0001702
DOID:1993	UBERON:0000474
DOID:1826	UBERON:0001814
DOID:2994	UBERON:0000007
DOID:12995	UBERON:0000011
DOID:5559	UBERON:0002228
DOID:175	UBERON:0001143
DOID:8778	UBERON:0001988
DOID:3393	UBERON:0002349
DOID:14004	UBERON:0001640
DOID:13223	UBERON:0002450
DOID:1319	UBERON:0002363
DOID:184	UBERON:0000043
DOID:11239	UBERON:0000483
DOID:8778	UBERON:0000165
DOID:10763	UBERON:0001980
DOID:9970	UBERON:0001004
DOID:9008	UBERON:0002522
DOID:11949	UBERON:0001969
DOID:0060119	UBERON:0002377
DOID:0060119	UBERON:0001677
DOID:2841	UBERON:0001111
DOID:1024	UBERON:0001031
DOID:2994	UBERON:0001619
DOID:1909	UBERON:0001690
DOID:2174	UBERON:0001786
DOID:5419	UBERON:0001887
DOID:0060119	UBERON:0002413
DOID:784	UBERON:0001008
DOID:3070	UBERON:0001130
DOID:1993	UBERON:0002439
DOID:12185	UBERON:0001648
DOID:1192	UBERON:0000988
DOID:1725	UBERON:0000042
DOID:1115	UBERON:0001756
DOID:1790	UBERON:0001300
DOID:2596	UBERON:0001685
DOID:4159	UBERON:0001461
DOID:594	UBERON:0001836
DOID:332	UBERON:0000026
DOID:3083	UBERON:0001884
DOID:4159	UBERON:0002297
DOID:1324	UBERON:0002066
DOID:9008	UBERON:0002481
DOID:784	UBERON:0000057
DOID:7147	UBERON:0002363
DOID:12849	UBERON:0001908
DOID:332	UBERON:0002385
DOID:1826	UBERON:0001780
DOID:10763	UBERON:0001232
DOID:7148	UBERON:0002389
DOID:3571	UBERON:0001103
DOID:2841	UBERON:0002185
DOID:2841	UBERON:0002405
DOID:14004	UBERON:0001585
DOID:14227	UBERON:0001000
DOID:12849	UBERON:0002028
DOID:14330	UBERON:0002298
DOID:10763	UBERON:0002441
DOID:1192	UBERON:0001814
DOID:0050425	UBERON:0000010
DOID:1024	UBERON:0001492
DOID:4045	UBERON:0000043
DOID:2596	UBERON:0001723
DOID:2043	UBERON:0001827
DOID:10763	UBERON:0002060
DOID:10283	UBERON:0000998
DOID:3070	UBERON:0003129
DOID:5041	UBERON:0001737
DOID:9970	UBERON:0001007
DOID:12306	UBERON:0001037
DOID:12236	UBERON:0001175
DOID:12306	UBERON:0002073
DOID:9352	UBERON:0004535
DOID:2994	UBERON:0001905
DOID:10534	UBERON:0001970
DOID:14221	UBERON:0002522
DOID:13378	UBERON:0002110
DOID:3953	UBERON:0001235
DOID:3070	UBERON:0001577
DOID:10153	UBERON:0002134
DOID:2994	UBERON:0000955
DOID:184	UBERON:0002481
DOID:13189	UBERON:0002387
DOID:3953	UBERON:0002055
DOID:1115	UBERON:0000473
DOID:9352	UBERON:0001827
DOID:363	UBERON:0002365
DOID:2994	UBERON:0001846
DOID:1936	UBERON:0002103
DOID:6364	UBERON:0001649
DOID:11476	UBERON:0001708
DOID:13223	UBERON:0003889
DOID:5041	UBERON:0000977
DOID:11934	UBERON:0001844
DOID:184	UBERON:0001756
DOID:11615	UBERON:0000989
DOID:9296	UBERON:0001616
DOID:10608	UBERON:0001088
DOID:10021	UBERON:0002368
DOID:8398	UBERON:0001090
DOID:4362	UBERON:0001008
DOID:11920	UBERON:0001737
DOID:635	UBERON:0001716
DOID:9352	UBERON:0002410
DOID:13499	UBERON:0001264
DOID:784	UBERON:0001980
DOID:11934	UBERON:0001818
DOID:2355	UBERON:0000991
DOID:11612	UBERON:0000038
DOID:824	UBERON:0001764
DOID:784	UBERON:0001637
DOID:14227	UBERON:0000473
DOID:3393	UBERON:0001638
DOID:5419	UBERON:0001690
DOID:1612	UBERON:0000975
DOID:2043	UBERON:0002017
DOID:4989	UBERON:0001174
DOID:90	UBERON:0002418
DOID:3393	UBERON:0000946
DOID:1936	UBERON:0001533
DOID:3565	UBERON:0002037
DOID:0060119	UBERON:0001685
DOID:10608	UBERON:0001182
DOID:635	UBERON:0001016
DOID:8893	UBERON:0002387
DOID:13223	UBERON:0000057
DOID:2994	UBERON:0001088
DOID:2355	UBERON:0002481
DOID:3571	UBERON:0001640
DOID:11934	UBERON:0001646
DOID:5408	UBERON:0003129
DOID:8778	UBERON:0001135
DOID:0060119	UBERON:0001756
DOID:1192	UBERON:0001031
DOID:3121	UBERON:0002378
DOID:8850	UBERON:0000483
DOID:11934	UBERON:0002297
DOID:1024	UBERON:0001681
DOID:2994	UBERON:0001707
DOID:2994	UBERON:0002368
DOID:2998	UBERON:0001300
DOID:11119	UBERON:0001887
DOID:184	UBERON:0001762
DOID:3070	UBERON:0001905
DOID:9296	UBERON:0001684
DOID:184	UBERON:0001716
DOID:3312	UBERON:0001235
DOID:585	UBERON:0001285
DOID:0050425	UBERON:0002240
DOID:10941	UBERON:0001844
DOID:3571	UBERON:0001283
DOID:0050425	UBERON:0001460
DOID:11714	UBERON:0002066
DOID:3571	UBERON:0001072
DOID:594	UBERON:0000013
DOID:1826	UBERON:0001456
DOID:1024	UBERON:0002398
DOID:1312	UBERON:0002113
DOID:13189	UBERON:0001479
DOID:0050742	UBERON:0004535
DOID:9744	UBERON:0002113
DOID:1686	UBERON:0000053
DOID:4159	UBERON:0000989
DOID:4159	UBERON:0001702
DOID:363	UBERON:0000949
DOID:184	UBERON:0002392
DOID:9352	UBERON:0001225
DOID:3565	UBERON:0001532
DOID:184	UBERON:0001067
DOID:332	UBERON:0002103
DOID:10941	UBERON:0001846
DOID:3571	UBERON:0001143
DOID:0050425	UBERON:0002707
DOID:2174	UBERON:0001796
DOID:4481	UBERON:0002048
DOID:12306	UBERON:0001003
DOID:10652	UBERON:0000922
DOID:9296	UBERON:0000922
DOID:12306	UBERON:0002067
DOID:0060119	UBERON:0001762
DOID:14004	UBERON:0002134
DOID:8778	UBERON:0001833
DOID:7693	UBERON:0001969
DOID:3393	UBERON:0000011
DOID:8850	UBERON:0001734
DOID:1612	UBERON:0000922
DOID:1936	UBERON:0002523
DOID:2377	UBERON:0000955
DOID:9296	UBERON:0003216
DOID:2174	UBERON:0001711
DOID:9074	UBERON:0000043
DOID:1826	UBERON:0002275
DOID:7148	UBERON:0001484
DOID:13223	UBERON:0000002
DOID:14004	UBERON:0001394
DOID:9074	UBERON:0002405
DOID:8850	UBERON:0003216
DOID:7148	UBERON:0001494
DOID:2994	UBERON:0002407
DOID:4481	UBERON:0002453
DOID:11949	UBERON:0002129
DOID:3393	UBERON:0002353
DOID:8893	UBERON:0001469
DOID:1115	UBERON:0001103
DOID:175	UBERON:0001072
DOID:9008	UBERON:0001705
DOID:13241	UBERON:0001072
DOID:9970	UBERON:0002110
DOID:5419	UBERON:0001016
DOID:9008	UBERON:0001470
DOID:10941	UBERON:0001644
DOID:1115	UBERON:0000978
DOID:0050741	UBERON:0000988
DOID:10941	UBERON:0001676
DOID:1324	UBERON:0001585
DOID:11934	UBERON:0001697
DOID:1936	UBERON:0000978
DOID:10941	UBERON:0001650
DOID:1115	UBERON:0002516
DOID:2174	UBERON:0001744
DOID:10941	UBERON:0001643
DOID:0050742	UBERON:0001836
DOID:10534	UBERON:0002390
DOID:11934	UBERON:0001676
DOID:1993	UBERON:0001008
DOID:5559	UBERON:0001515
DOID:2377	UBERON:0001324
DOID:3565	UBERON:0002286
DOID:3310	UBERON:0001003
DOID:9970	UBERON:0002523
DOID:4362	UBERON:0000211
DOID:13241	UBERON:0001300
DOID:2377	UBERON:0002162
DOID:0060119	UBERON:0000974
DOID:1595	UBERON:0001890
DOID:13189	UBERON:0002398
DOID:14330	UBERON:0002240
DOID:2994	UBERON:0000054
DOID:12930	UBERON:0002354
DOID:14330	UBERON:0001910
DOID:3312	UBERON:0000955
DOID:7148	UBERON:0001488
DOID:3070	UBERON:0002130
DOID:2377	UBERON:0002413
DOID:1595	UBERON:0002298
DOID:10283	UBERON:0000999
DOID:1319	UBERON:0002223
DOID:9352	UBERON:0000010
DOID:8850	UBERON:0001649
DOID:12365	UBERON:0001044
DOID:263	UBERON:0000991
DOID:0050156	UBERON:0002299
DOID:6364	UBERON:0001780
DOID:7148	UBERON:0001464
DOID:2355	UBERON:0001310
DOID:1790	UBERON:0000483
DOID:4481	UBERON:0001690
DOID:3277	UBERON:0002205
DOID:1115	UBERON:0002102
DOID:5408	UBERON:0001678
DOID:1115	UBERON:0002384
DOID:1192	UBERON:0001815
DOID:0060119	UBERON:0001645
DOID:6364	UBERON:0001598
DOID:6364	UBERON:0001070
DOID:1686	UBERON:0001775
DOID:824	UBERON:0001710
DOID:0050741	UBERON:0002385
DOID:8850	UBERON:0001647
DOID:1024	UBERON:0000010
DOID:2174	UBERON:0001643
DOID:2174	UBERON:0001768
DOID:7148	UBERON:0001736
DOID:1312	UBERON:0000482
DOID:10763	UBERON:0001231
DOID:11934	UBERON:0001681
DOID:7148	UBERON:0000043
DOID:1595	UBERON:0001910
DOID:9744	UBERON:0001980
DOID:332	UBERON:0002398
DOID:14268	UBERON:0001089
DOID:2174	UBERON:0001456
DOID:1826	UBERON:0002360
DOID:10941	UBERON:0001886
DOID:10941	UBERON:0001771
DOID:635	UBERON:0001914
DOID:5041	UBERON:0001759
DOID:11934	UBERON:0003216
DOID:4159	UBERON:0002030
DOID:332	UBERON:0001597
DOID:12236	UBERON:0001283
DOID:3393	UBERON:0002081
DOID:7147	UBERON:0001988
DOID:13378	UBERON:0001986
DOID:2394	UBERON:0000996
DOID:14221	UBERON:0002113
DOID:10153	UBERON:0001744
DOID:7693	UBERON:0001533
DOID:10763	UBERON:0000013
DOID:6364	UBERON:0000010
DOID:1192	UBERON:0001492
DOID:363	UBERON:0000056
DOID:13378	UBERON:0002135
DOID:1909	UBERON:0002411
DOID:3393	UBERON:0001530
DOID:4606	UBERON:0002110
DOID:4362	UBERON:0000992
DOID:1725	UBERON:0002110
DOID:1192	UBERON:0001598
DOID:8778	UBERON:0002097
DOID:13223	UBERON:0001295
DOID:184	UBERON:0001646
DOID:418	UBERON:0001986
DOID:9970	UBERON:0004535
DOID:11054	UBERON:0000056
DOID:175	UBERON:0001594
DOID:10608	UBERON:0000483
DOID:184	UBERON:0003129
DOID:986	UBERON:0001821
DOID:6364	UBERON:0003129
DOID:2994	UBERON:0001300
DOID:7148	UBERON:0001007
DOID:4045	UBERON:0001461
DOID:1115	UBERON:0002066
DOID:824	UBERON:0001736
DOID:12185	UBERON:0002223
DOID:10763	UBERON:0002054
DOID:1459	UBERON:0000948
DOID:10763	UBERON:0002012
DOID:7147	UBERON:0002228
DOID:1192	UBERON:0002386
DOID:0050425	UBERON:0002385
DOID:3565	UBERON:0000941
DOID:2994	UBERON:0001773
DOID:1094	UBERON:0002204
DOID:7148	UBERON:0001479
DOID:1993	UBERON:0000996
DOID:3393	UBERON:0001394
DOID:1324	UBERON:0002012
DOID:332	UBERON:0001148
DOID:1725	UBERON:0002407
DOID:9008	UBERON:0002097
DOID:8893	UBERON:0002389
DOID:332	UBERON:0001323
DOID:12930	UBERON:0002385
DOID:10763	UBERON:0002385
DOID:3083	UBERON:0002521
DOID:8893	UBERON:0000043
DOID:9744	UBERON:0000006
DOID:216	UBERON:0001836
DOID:1115	UBERON:0002515
DOID:784	UBERON:0002113
DOID:2986	UBERON:0001088
DOID:4159	UBERON:0002102
DOID:11612	UBERON:0001013
DOID:8398	UBERON:0006849
DOID:9074	UBERON:0002522
DOID:1192	UBERON:0001840
DOID:4362	UBERON:0002365
DOID:0050425	UBERON:0002387
DOID:184	UBERON:0002517
DOID:9744	UBERON:0001323
DOID:784	UBERON:0000178
DOID:3565	UBERON:0001619
DOID:1595	UBERON:0001235
DOID:1192	UBERON:0001579
DOID:12361	UBERON:0001013
DOID:13241	UBERON:0001587
DOID:1024	UBERON:0001645
DOID:10763	UBERON:0000948
DOID:10021	UBERON:0001193
DOID:635	UBERON:0002097
DOID:4481	UBERON:0001707
DOID:11612	UBERON:0000922
DOID:2994	UBERON:0001646
DOID:5408	UBERON:0001130
DOID:8850	UBERON:0001733
DOID:1024	UBERON:0000004
DOID:3121	UBERON:0002294
DOID:8398	UBERON:0001437
DOID:3565	UBERON:0001644
DOID:3070	UBERON:0000959
DOID:2994	UBERON:0001825
DOID:1993	UBERON:0000989
DOID:6364	UBERON:0002363
DOID:1245	UBERON:0000002
DOID:12236	UBERON:0001174
DOID:10763	UBERON:0002162
DOID:13378	UBERON:0002165
DOID:10941	UBERON:0002521
DOID:11054	UBERON:0000483
DOID:2174	UBERON:0001905
DOID:8893	UBERON:0001003
DOID:11934	UBERON:0002486
DOID:4606	UBERON:0001970
DOID:5419	UBERON:0001456
DOID:2994	UBERON:0001694
DOID:8850	UBERON:0001684
DOID:1781	UBERON:0001132
DOID:11934	UBERON:0001716
DOID:1595	UBERON:0002369
DOID:184	UBERON:0001464
DOID:4989	UBERON:0001971
DOID:418	UBERON:0001981
DOID:1993	UBERON:0001300
DOID:1192	UBERON:0001323
DOID:12361	UBERON:0001697
DOID:0050741	UBERON:0002107
DOID:11119	UBERON:0002130
DOID:824	UBERON:0001723
DOID:2377	UBERON:0000966
DOID:10941	UBERON:0001637
DOID:1024	UBERON:0001021
DOID:5408	UBERON:0002481
DOID:3565	UBERON:0001825
DOID:3565	UBERON:0001697
DOID:9296	UBERON:0001697
DOID:1115	UBERON:0002371
DOID:3070	UBERON:0001981
DOID:8577	UBERON:0001007
DOID:1909	UBERON:0000997
DOID:14330	UBERON:0002389
DOID:13223	UBERON:0000995
DOID:2994	UBERON:0000946
DOID:2994	UBERON:0002369
DOID:6364	UBERON:0000033
DOID:6364	UBERON:0001646
DOID:3070	UBERON:0001893
DOID:1115	UBERON:0001464
DOID:175	UBERON:0001194
DOID:1595	UBERON:0000011
DOID:4159	UBERON:0001003
DOID:5408	UBERON:0002347
DOID:14221	UBERON:0001530
DOID:1909	UBERON:0000978
DOID:10153	UBERON:0000029
DOID:13241	UBERON:0000165
DOID:0050741	UBERON:0004535
DOID:1115	UBERON:0001597
DOID:2394	UBERON:0000992
DOID:1826	UBERON:0002707
DOID:1936	UBERON:0001627
DOID:8398	UBERON:0002414
DOID:9352	UBERON:0001980
DOID:0050425	UBERON:0002410
DOID:6364	UBERON:0001827
DOID:9970	UBERON:0001460
DOID:184	UBERON:0001463
DOID:3565	UBERON:0001785
DOID:3070	UBERON:0002363
DOID:0060119	UBERON:0002397
DOID:2394	UBERON:0000991
DOID:332	UBERON:0001017
DOID:2394	UBERON:0000038
DOID:14268	UBERON:0001283
DOID:13241	UBERON:0001016
DOID:8893	UBERON:0001090
DOID:1936	UBERON:0004535
DOID:7147	UBERON:0001090
DOID:1909	UBERON:0000941
DOID:1936	UBERON:0001530
DOID:4159	UBERON:0002386
DOID:3393	UBERON:0002165
DOID:219	UBERON:0000483
DOID:6364	UBERON:0001597
DOID:1612	UBERON:0000985
DOID:11714	UBERON:0002523
DOID:1115	UBERON:0001437
DOID:4481	UBERON:0002517
DOID:2174	UBERON:0000053
DOID:1094	UBERON:0001456
DOID:4159	UBERON:0001818
DOID:2531	UBERON:0002405
DOID:13378	UBERON:0002352
DOID:14221	UBERON:0001986
DOID:4159	UBERON:0002387
DOID:0060119	UBERON:0001694
DOID:1612	UBERON:0000482
DOID:1192	UBERON:0002037
DOID:3565	UBERON:0001905
DOID:4481	UBERON:0001750
DOID:0050741	UBERON:0001780
DOID:3393	UBERON:0002134
DOID:332	UBERON:0001103
DOID:2355	UBERON:0001225
DOID:4045	UBERON:0001597
DOID:4159	UBERON:0002398
DOID:418	UBERON:0002405
DOID:11934	UBERON:0000033
DOID:2394	UBERON:0001866
DOID:1781	UBERON:0003092
