:START_ID(Gene)	:END_ID(Gene)
7159	26121
6188	10643
54550	115106
7532	29896
113	5580
4158	56246
366	89885
5468	5925
7316	401466
10989	55735
2624	27033
2885	80852
5597	5891
5868	729873
2064	10140
2669	2801
4778	8850
5688	11047
2801	5682
4676	8363
55285	60561
10425	51619
6652	23043
5886	56893
8850	10847
1994	23263
9045	9533
9587	84966
3030	5564
3178	7431
3068	3848
6950	27292
7316	114883
324	1457
7316	64795
7533	57787
207	6310
58	79083
23028	333932
51393	55974
2355	64395
2035	6397
5921	6383
7082	27134
348	140545
4110	170082
3310	4214
6207	7412
51003	54797
2969	4609
8087	51547
4116	6711
3178	3326
84340	84464
1813	8618
226	114884
5579	6383
84102	147872
6223	51547
8350	8535
9413	29979
6129	8554
6137	10989
7534	9961
2033	8370
7048	64750
1017	3151
4068	8874
4087	7277
4193	83593
23309	64426
2521	6421
57096	57459
7314	23163
10575	80005
3396	4723
5394	51678
1810	4783
5515	6801
5987	151188
4223	440603
5959	5995
1856	55110
1748	10969
4653	7076
2908	6714
973	5284
79165	79839
3397	5710
896	9978
166	93986
3192	6143
4193	4855
8353	57459
1493	5781
5976	84528
351	3163
4067	6622
8452	9997
4306	5903
9318	50813
4223	10252
5987	158787
7260	7316
55679	125115
1192	6176
7322	9306
22796	57511
8356	84733
3608	8241
6207	10643
5723	8764
7316	122786
9733	55705
5052	7412
1017	8243
3191	3192
5250	55003
1749	4488
65057	203569
4090	10413
3107	4172
6139	388697
6122	6165
5295	80306
1017	6742
4087	9392
5898	9649
3643	5795
6152	10772
3203	7316
4223	11252
1314	11224
4831	6741
2885	3183
2254	2264
2932	5431
10313	57142
6218	8452
6921	10289
9185	55755
8793	85415
2571	57085
6710	8048
6477	9709
1441	3635
1026	11007
2099	28976
5272	7280
1665	6124
2054	6813
3396	115416
3837	7157
11170	84445
7316	84898
7157	9112
6835	8703
996	2305
8925	29970
4058	5287
506	222484
805	64770
29911	284058
162	701
7186	389114
23468	78994
5683	5695
8243	8467
998	7227
840	3002
27018	164592
3396	81554
6597	8368
4176	84515
2321	5295
5451	7124
3881	54438
8355	8726
55145	100820829
9049	10963
1263	7316
51663	85015
2099	57473
5147	5158
4087	7138
975	93185
1385	23512
1285	5270
26151	57562
8452	9632
3801	284058
60	23468
3945	5603
4023	84164
473	9139
4188	7481
604	8548
4804	8767
207	6622
3326	7417
1019	5315
4193	55971
2597	5338
3225	171017
3608	10989
8355	8805
5125	7316
8368	30836
5591	11035
4734	11337
324	4651
10488	403313
3881	5733
7157	10920
5923	7531
6646	7316
2113	8661
5347	51412
55746	348995
8453	55178
9533	80125
409	4904
54606	64965
1742	3759
26354	55646
2035	5110
3188	7316
1616	23272
26003	64518
367	5591
2547	4361
6950	10576
1642	7533
5718	7341
55090	112950
2801	83538
2885	5607
25	9046
5837	84676
81	7316
9026	30011
379	27436
6233	26088
1969	5921
8065	64708
6714	23624
60	10980
4739	9564
4609	7421
7316	10884
51433	51434
6453	9094
148	4842
6396	23279
1778	8517
1956	6714
23678	83737
6543	10971
9604	387522
3312	6885
3297	6872
6124	6160
3646	6189
7316	200894
23560	26156
2885	7168
7520	54386
994	7534
55090	90390
213	6018
25822	387332
10083	83878
1950	2065
7311	23435
8548	51550
3631	5295
4673	9474
4914	9093
26168	27005
6258	8431
19	64130
5691	5709
9261	9532
26100	54386
3930	8366
5764	50618
8354	554313
9522	10067
6613	11103
4173	6156
90	284086
6919	7024
11035	203068
4086	4089
2475	6009
8357	51230
1915	84319
7316	56138
3396	4719
8328	124401
7316	50813
3326	10576
836	4756
3191	26608
7316	22905
4914	5795
3609	6606
8078	26994
3320	6201
7316	23246
3014	8453
55290	58477
6152	6176
6310	64745
9019	10488
26354	284695
338	4088
5833	9869
6048	8777
23154	54910
155	4066
6147	8452
3265	5155
10273	26277
9045	9768
8452	10285
805	6192
595	5300
3396	23203
5701	9641
960	5788
6449	57326
4929	6597
805	5333
1104	8364
8912	54331
213	3263
3676	10726
3181	3191
2617	7189
1104	161742
177	387
1793	9844
1325	6754
6303	347733
900	7316
81631	84078
6210	8453
7532	9064
4087	7554
7316	10914
8517	10051
3146	5460
2908	5894
2495	51280
327	3964
6634	79084
598	665
839	5590
4734	79864
6138	8065
652	25928
1460	50813
672	8364
9768	55215
857	3782
842	7431
6157	6187
6122	7392
810	7398
8354	140690
9040	23142
3987	51562
57801	84125
3476	22948
6737	192669
9739	65125
8968	51105
4130	56001
3681	7412
81579	83549
4055	7185
4057	51547
2246	7316
3603	3766
4691	8668
2534	3694
6191	9768
7314	7534
4867	27130
472	64421
8350	9425
5709	5719
1958	4176
682	1386
7316	90070
4975	84707
6232	8266
7329	30818
7323	7846
5689	5704
498	8663
9755	9821
1026	22993
3646	8560
4843	22948
7316	548596
9736	51547
7316	23590
8351	8805
2	64223
3188	5245
8379	9183
7341	10382
51003	51586
567	132660
4311	9361
1021	1030
4223	285753
2553	27156
6187	8241
10946	10992
3676	54888
4336	386682
6637	27258
10856	26156
5753	6421
4583	79623
2826	4690
2534	23136
388	11230
1386	10409
2100	4436
3241	386677
2	10376
10015	57561
1017	7184
3836	5897
54793	125115
6141	9129
2099	8343
6609	9768
3066	9611
2931	5829
3060	10886
6224	92736
3265	29109
2353	5495
864	3065
999	6418
5245	6128
7316	89795
5521	9782
2923	3134
1027	7320
10534	79050
5521	6208
8894	64210
47	7014
3725	6908
6613	7257
1479	10670
7316	10561
5925	7375
1314	6191
3572	9021
4171	4999
10513	84872
8667	51386
116	835
4929	8661
3151	7316
6788	10256
5427	11161
4666	65991
3164	84547
1020	91768
7316	83693
930	933
4436	8517
9883	79959
51764	54331
3838	10788
8065	8359
89891	257397
5500	6097
4880	4883
7431	51593
471	7316
143241	285753
83755	90594
1828	10537
805	8878
3921	6129
3611	29780
10513	11167
7316	114932
5764	7917
5998	22866
7204	55763
10040	50813
2034	5702
10537	11319
3068	8363
84106	140545
9444	57135
3276	7832
1387	23426
3396	26073
805	6249
7433	8976
8851	26258
3065	23474
3689	10666
6462	84688
7316	8363
8454	23243
4736	6135
8312	10498
292	10969
57409	118460
373	3964
9659	79038
6191	6204
7316	57617
8370	29128
7341	55127
6874	6879
3326	6795
185	57085
2113	51329
7316	81671
7316	286827
1828	54726
57835	388697
328	3159
3932	7416
7316	200810
5553	7316
4087	51588
8883	11269
6169	8451
2707	7082
23400	65991
6602	9971
5264	7024
3065	23013
637	7088
7428	10959
1176	3667
4869	55611
1406	23334
7316	51030
5901	9564
22878	80006
10128	11156
10667	57085
7314	26043
1478	5073
274	3655
7316	57493
5518	9768
85376	113878
3881	64170
5970	23291
6124	64969
5347	55165
3881	8543
6141	8668
6613	78987
6119	7316
1457	6696
6745	55705
6147	10856
5920	57506
6810	9342
2688	8343
185	1956
2151	6714
7027	286826
7316	54825
7316	151313
1510	3630
9842	55512
351	4336
835	843
7157	7291
79020	402665
4086	9459
8065	25797
27339	112398
2149	3685
51807	56257
7978	8727
7750	10362
1743	2314
10014	10419
545	990
6193	8065
2317	3694
287	999
7185	54870
1739	3761
8338	23397
8915	83878
3066	9425
867	3055
7004	80321
5465	246329
705	4281
1746	4487
6194	51649
4773	51003
11155	51778
6628	26058
1909	2870
6750	6751
7514	23405
8087	23450
25862	54797
2890	23426
23295	29089
2312	8453
2631	23710
7220	7222
90	6233
8370	55723
4216	5781
7431	8880
2175	7919
387	9600
7529	10787
57616	147872
1828	11187
6720	7329
805	808
8454	10236
4700	9519
4437	5883
3745	3790
6004	8601
567	3106
1024	55031
661	3206
921	5921
7846	192670
1000	5770
160	4093
5684	79008
8452	51067
1196	1198
25	83660
4193	6615
3187	5725
55905	148581
52	2035
7316	7922
8767	347733
4194	23473
7534	27237
2186	8350
8454	64425
1017	3309
60	6462
4738	84790
4791	6222
805	23125
1641	125115
7681	10477
51765	81488
975	1380
2099	6597
7316	84908
4147	342371
7805	88455
1974	4691
4066	84148
2801	29922
328	6418
3297	5481
10250	22938
5496	7013
6928	8358
5311	386682
3981	10102
9775	22794
10921	23450
147	2776
4842	10273
773	6426
51324	114088
7328	152006
10488	51703
2596	5580
2534	56955
351	83595
6613	64764
1602	9604
6138	9329
10642	23020
3106	84817
7316	51693
3563	5335
137209	386677
10885	51547
2512	3827
3995	7316
30836	51547
6136	10951
9342	10938
4719	7128
7327	22992
6774	8841
7316	92714
5250	56945
5518	5531
23181	54507
836	51564
7532	84952
7316	26512
4869	7150
7316	84132
7326	9978
10200	83658
7410	23126
805	55156
5203	7277
1742	57622
4233	5770
6187	50628
3725	6711
199834	386675
54927	220082
1022	6732
7316	55968
2274	5594
11152	23130
3551	7132
11156	23154
2332	9329
1019	4171
207	2146
5705	58484
8517	51143
2033	6776
2782	51764
88	26060
3783	7316
5537	22870
6416	23411
355	387
8452	10090
7099	51135
1665	10989
10642	23263
55037	79444
4651	8399
9577	79184
2885	6235
836	100137049
5753	202559
6168	11224
10900	51760
4627	9768
55577	167227
5609	7316
7919	29888
9079	23648
9441	79871
3326	5709
10567	29887
51619	55743
1280	1311
868	4690
5684	170394
10513	117159
11043	55110
4149	4538
1173	2885
1445	56288
2099	64210
7089	56751
11345	83593
8676	115106
3312	192670
7316	266740
8881	26271
409	51366
1654	7431
8886	23521
2783	2787
4172	7412
595	51191
3635	5335
5879	8997
3184	10492
4184	440023
7132	8718
6774	58985
7316	7841
3586	3588
5885	8539
596	3304
805	4008
8367	23468
816	64754
675	9577
6879	6882
6772	23150
3303	51499
4869	6147
2099	83481
7534	10314
3065	4204
4690	171023
7993	84447
4352	10971
6159	11269
2197	5979
7323	27246
8900	196528
7013	26277
60	3320
25851	80781
3551	23291
613	80351
8452	9867
6203	23560
5437	5438
6613	55660
8350	22933
302	3932
8655	81488
10667	386676
5093	9260
5936	30968
57464	80143
3183	3839
223	672
10987	51121
7295	8453
7532	29127
408	3006
8243	9656
6144	8452
10524	10621
1639	5048
4171	8368
6780	9045
5062	51225
1650	5250
673	5578
146760	386682
2060	22841
6132	11269
786	9218
4217	9821
1665	6157
1029	6628
839	7431
808	4646
1748	6158
2549	5795
1660	8764
226	5111
9789	79736
4644	5873
4795	28973
4113	25873
7316	79097
5929	23054
1852	64210
3604	7316
3394	4790
6201	9063
26270	283820
8440	118788
5295	30837
196383	284004
672	3428
6632	55090
6135	6950
3106	60496
7532	8148
991	83899
6613	30836
3308	7014
6204	7316
64753	84914
8452	54915
23193	51547
7316	22880
7316	27440
7316	147841
1017	7174
983	1936
10289	54093
7316	51762
5501	163882
1825	8502
2185	8932
11156	51495
5576	7316
6748	79084
1432	9261
6310	7994
9146	51552
1665	55646
1017	4069
9051	23607
6631	10656
5516	55558
3251	9768
805	23451
7332	7428
7316	55196
7412	51520
900	1020
8517	11074
3398	4656
10537	22954
7965	64837
9768	10155
5976	23020
1742	3597
6138	170506
10093	114824
810	8553
25978	54386
8453	25939
8451	10376
9618	11059
6203	284695
301	1654
7316	23524
599	6925
5933	6597
64965	83759
7375	9101
5686	5709
1958	84709
7316	51637
6202	56945
3265	6635
4215	7203
23281	140606
2768	6915
8452	11198
7421	23426
3676	10155
403	7809
7812	51547
1973	219541
7157	65084
7410	23142
9349	51649
3320	26168
7150	55832
57758	80274
3192	8487
5591	6722
26505	83755
5521	58517
672	3727
10982	60491
10642	55646
8607	23405
5864	94122
4609	10294
2537	10379
2275	54495
92689	116173
10537	10717
51282	54925
1535	4689
10640	30009
1111	7514
1642	6136
6340	27230
7316	8894
10023	10960
7185	8115
8968	9070
1977	8665
11030	167153
7316	9344
84914	386682
3551	6207
3273	7132
372	8848
6191	84319
5706	5707
1643	8338
4140	6794
2023	3842
22927	23645
920	7416
57085	89882
3181	132660
3570	51752
9921	118424
4110	7704
4628	5087
6733	201725
3065	25988
7556	10155
7415	27338
4055	7124
7185	85302
2091	51547
50616	58985
3320	6464
23658	57819
4118	388633
5048	5050
6878	129685
55294	253714
6844	7917
659	2661
1956	22983
960	7074
221	386675
11190	54477
4173	8454
1000	3728
23049	26986
10289	10422
6184	7415
5578	6536
10069	10912
4738	6188
1910	2767
4841	6688
1717	3313
8351	8367
5531	9785
6863	6869
4616	90480
7316	51678
54949	60492
7384	8266
4915	5436
4899	10891
5657	5970
230	5338
3093	85363
7316	84883
3066	5926
335	23064
5966	113457
43	11016
7316	93343
994	2099
381	3676
3106	10204
8370	151636
1740	2904
7089	7316
3551	8517
889	1612
5829	55742
6133	54165
1017	2237
54514	84727
1019	10980
10963	654364
7316	27089
6206	8662
5526	8312
3823	10499
799	805
7071	7297
4214	51065
5578	8968
4897	7316
7273	10987
5478	10014
60	10376
8452	22929
2275	8751
9925	23338
1789	10051
3326	6134
4808	23411
11171	11200
8241	9775
1717	6232
2843	6160
8848	23039
4942	10534
8451	55208
5925	5934
4904	6142
1385	5366
919	6464
983	64689
4824	29995
335	5860
2917	56850
2643	22895
351	84261
7529	23479
996	3298
2181	10537
5987	57325
55832	85865
6159	8450
1717	23451
4924	6418
832	22976
7316	163786
2495	6613
8542	8697
3646	10900
1653	7534
3309	3312
3676	23435
6224	10436
439	29923
4790	51678
8352	54583
7316	148423
4086	7270
6817	6820
7533	9135
9578	541468
4023	4035
23043	26230
2316	2918
3676	6625
4092	10014
100	6444
2074	8294
2597	10128
3659	4627
8208	8815
5515	6237
1051	10919
509	6202
84675	85476
1974	120379
6129	81887
351	10095
27246	51619
8363	9014
8543	10241
25816	54458
3312	3337
6136	81887
6602	10241
1385	9878
3326	64101
3183	6165
5521	57532
5987	10529
8357	23468
7205	78990
93	11167
6157	6191
6210	8335
2022	3624
2742	7917
3326	26273
4841	10987
256646	431707
2770	2783
9025	57594
3692	6164
1670	1840
595	1163
93	8200
4000	6840
4099	5354
6434	9406
7316	84948
7083	79663
2572	5581
301	2023
4093	23451
25843	112398
3801	57332
7114	7205
3146	83937
351	221443
5714	51377
4171	79876
2317	4292
5595	6853
817	6222
55215	55290
2058	6191
4601	386675
4163	55611
27071	80270
570	5830
4665	63920
1616	10241
1234	6777
3198	5316
6142	6158
84140	93426
4604	4606
3030	7852
5621	84916
2782	10399
6500	29110
5685	9861
6613	170506
3055	3937
10010	51520
6590	171483
134	2781
5965	7316
10951	26225
351	4919
5245	64969
7316	9879
1234	6349
2623	6879
7531	65057
5578	6464
641	10445
10523	11017
595	26272
7251	10540
4134	9970
3963	7398
1855	1857
10006	23224
6176	11331
2175	6604
580	11171
6135	6188
7316	22908
4303	5966
2099	6202
5590	8471
3852	6613
2891	6386
51649	170506
816	2113
4223	6138
983	2308
4528	23291
9422	81565
4088	11108
8351	23426
8125	8351
3065	6774
6201	7846
3106	6892
291	293
7316	400986
55698	84528
3178	4311
7316	8848
1327	3396
9246	10616
3839	10204
1025	10217
6157	54881
54793	79843
3476	5837
7316	51236
2885	51375
837	9861
2212	29979
7551	7988
862	7704
799	7057
801	2740
5562	11030
1808	8650
3096	6310
54477	283234
50	387082
1655	10140
571	1386
362	4188
6498	22795
351	1026
1021	3662
3055	3815
7013	11252
10140	22849
22934	93986
6218	55832
2737	27148
22984	55832
7203	203068
1459	2287
3608	51021
8854	51619
320	774
8622	9768
660	9564
10163	23189
5601	7392
10249	84060
80131	222484
7316	55257
142	4602
4605	5933
90957	386681
10180	51547
51495	55832
5359	55048
1937	23243
3981	10856
5328	5329
5914	51102
4790	10382
79637	287015
7325	115123
3187	4154
6745	23405
842	79444
8531	9669
5686	81027
4702	4722
7818	84273
2803	4163
1459	5770
3838	10124
4163	8661
5976	6175
153527	653121
10980	154881
708	3827
6631	8454
207	6772
6613	27044
1386	1649
672	9412
8848	10916
948	6714
5440	64754
5336	5781
3066	7341
65975	132158
5036	6155
5987	9641
398	79036
3329	3932
7316	23509
5590	7532
4155	91754
10320	25804
5859	9641
10197	57599
4214	9448
1933	6222
207	5770
4193	10247
4163	25843
3192	5456
1400	8886
5873	94121
4097	9586
3609	26156
1742	6331
2958	2960
7316	390637
351	54361
5245	79084
2078	4734
1020	6164
5879	7124
8161	8997
4172	4175
2908	6418
4843	654364
51564	54507
4188	60496
7316	55863
3676	6124
6613	56901
7385	27089
10971	28954
8367	9085
4134	6258
292	55003
7316	51147
207	1124
836	7704
7185	7278
373	58524
5976	284695
6428	7415
6135	6156
5581	7442
5925	6886
6442	6449
7316	54541
1649	3202
6129	6165
5866	388677
1295	2623
7316	10198
157	28964
6147	50628
1917	7533
2017	7454
2125	6707
26287	79842
1072	203447
6711	11035
8382	143241
9911	84528
9733	9775
801	6236
8187	80321
7168	29844
539	3860
1174	8906
6950	26608
3276	8856
164	636
3932	6223
2661	5833
85363	148581
310	7157
1196	9584
4804	4909
10093	10096
7316	147965
3635	386676
88	815
51302	57515
4831	8346
2771	10287
1958	3705
7316	8972
93	6643
6615	7316
29089	54708
2896	5013
5465	7341
2186	8366
5579	7074
6160	6193
9513	26156
6583	9368
3838	10540
6122	6210
1462	6375
10783	54892
22900	84674
7454	51517
5192	84108
3836	55832
4092	10617
351	80345
9474	89849
6165	55037
23552	84163
6049	7316
1024	80306
2752	64855
3312	6129
3725	23411
5829	7283
6464	50650
8241	23521
467	468
10188	10490
2288	56904
23405	23451
4090	23450
6161	54606
1605	1756
6165	9349
8284	8290
6188	8554
221	125115
3122	3127
6811	7316
335	8794
5829	7041
1612	219699
5111	5883
6863	6870
83992	85369
53944	386675
2065	5753
25898	55908
2055	51018
2321	5781
7329	10054
9918	10051
7453	51547
9969	55090
6925	121549
134	11267
23112	192670
1191	5444
5908	7316
8888	22883
6142	8087
3188	9444
10987	23185
6128	6780
2648	8850
26146	54520
6401	6404
3881	149371
8487	23345
998	7454
2906	5605
4282	4350
5528	151648
705	84445
6132	8886
8517	90480
5499	84303
1173	8452
199221	220082
4502	5062
1525	2130
4676	8361
890	10036
4217	8239
860	4488
64395	124460
667	22919
8900	23193
8452	23070
4609	8517
10946	24140
5690	6613
5111	5981
1459	6949
11030	22836
7278	7283
2886	55521
6928	8356
2130	9087
7323	55159
7024	7918
6477	9063
407	8546
1639	3064
4035	6714
2339	7316
2885	3064
3040	84651
4848	7316
3280	7529
8829	10371
1915	4300
1656	55802
2002	2313
310	7917
8361	30836
1045	6602
382	81890
22907	23405
387	23370
6622	8666
672	121504
7867	29904
6119	11142
51547	84128
4221	11168
51082	64425
7316	440689
9070	79084
60	7341
4297	51676
3301	4214
4155	9833
2534	57716
1460	3932
2873	6500
3551	79155
6188	51649
8379	348487
9232	64682
10075	548593
1642	5111
55090	219541
7283	7316
572	57144
5441	26015
5093	92906
8533	9318
1958	3777
7128	22866
6152	10436
1627	8945
3676	10952
2631	8878
3009	3024
1787	10980
7407	8452
1017	8361
834	440068
7321	85363
22976	57332
7042	7049
5987	50650
4160	5566
7415	56259
5832	57085
7316	10915
4734	9693
60	10480
4691	10360
6142	25873
1984	10987
6125	6749
398	399
6168	23345
1080	5955
7412	8365
6210	388698
356	64092
7316	80324
3635	9322
88	29967
1974	10480
2033	7041
6510	9526
4704	23410
3265	51196
387	5923
3556	3836
11340	23016
4094	7392
23071	56605
2547	5573
10606	55335
7014	255426
842	10392
3187	5515
6310	259230
3106	55920
2395	7316
2067	83878
185	5604
7052	143244
7316	29919
4087	4739
22976	118663
1975	26292
7316	84231
8907	10618
5684	5866
6128	26354
5048	6249
7316	81855
2033	4255
249	9020
7316	26086
3183	26986
648	6045
1196	6625
389	1729
987	11334
5562	5565
3827	4224
1576	2710
8899	51547
83878	85302
998	23092
10537	84188
2332	9513
5071	7533
3054	55723
1741	60412
7203	8428
7316	54407
7718	125115
7092	7316
5037	5590
3066	9391
9329	54881
8451	94239
55337	117178
7097	8767
55007	148932
6142	6193
3164	5594
920	5901
7316	79829
2709	4633
80705	84914
7316	8662
7529	10260
3727	10096
23076	23753
6160	6169
585	10211
2969	6722
5879	57630
273	5337
5977	8354
6606	8161
6503	7316
7316	50865
5335	10006
14	65265
8985	26270
10291	23450
11051	84060
5579	7448
6155	23450
567	10859
1398	8506
407	2652
329	7251
657	23327
4323	9076
5710	7189
211	1026
7157	84132
1856	51339
24140	51204
7431	8848
1446	333926
6144	23521
1018	1871
1432	6416
373	91647
3178	8106
27257	118460
1967	9601
51138	54165
1915	8312
3611	3987
1600	23543
333	1019
6607	11100
10241	164127
4790	25855
8358	10919
1840	7314
6228	26986
3801	26003
5580	7216
7316	55793
1026	2547
8669	10474
7164	7165
2555	2562
4214	6217
1409	26003
330	7341
101	10272
207	2309
7316	347862
821	3134
4159	112609
2736	7545
7324	51191
1457	2810
2322	5295
2099	3932
3068	10970
4110	4715
2	7301
1457	10250
55843	57154
3927	9513
6885	151742
6124	55379
3364	11171
7185	9929
8208	55723
2690	9021
3320	51086
3280	55120
1017	5934
6233	340061
5013	26575
4116	23450
1017	5935
5520	11200
5914	7155
9111	150082
1234	4627
7316	221079
1457	4735
6144	26608
5936	10514
1285	6288
4775	8600
6122	84319
79618	84708
10241	64745
135	7375
286	3897
6925	126382
2677	5624
63898	374355
351	92597
2146	7514
1937	2099
1973	9441
4879	4881
472	7508
11143	253980
9984	57159
3815	5981
301	8065
857	4087
4914	26191
331	843
7290	10294
51021	51649
10190	374355
7013	9401
710	7917
808	4284
997	83737
3065	5111
1406	54955
5733	146664
4638	5595
81603	255488
6919	79012
5241	7799
1601	5300
8726	63920
2908	3178
3952	51738
7311	7322
1017	2194
333	57562
3849	9657
6845	9342
660	2064
7026	7316
6927	317772
834	8767
5590	7534
1456	7316
5687	5690
4686	6627
22809	57761
3611	7316
3385	4478
805	54165
604	80342
1938	7157
6256	9611
1460	2247
5976	6168
6147	6165
2971	55681
208	9545
51604	128869
356	9051
5394	6749
6233	11060
8237	220213
9685	23062
6651	7529
5597	6611
580	1025
6201	51021
4603	4691
3326	23521
8454	8969
5890	8356
10537	23098
55143	653604
10513	10980
1017	4942
351	2887
1647	197131
1788	8352
1153	8454
705	25788
5802	57562
54778	199834
3676	8724
6478	8841
7067	8638
3661	5479
6208	9641
2932	23239
408	29766
4698	11007
8338	8351
9020	9188
7014	55110
4140	6919
2058	3183
4738	6210
8708	54575
3630	6925
1237	6346
1756	7316
4223	8260
191	7189
821	2492
1994	8065
801	9340
2099	7419
2029	10425
4852	4887
1432	56940
2099	5451
5693	5706
5211	55660
5970	8239
6776	64968
7345	10987
2026	26277
57639	220082
1874	6595
7316	26160
1643	2010
3192	79084
4736	22907
55734	64782
8664	8668
324	55329
598	5664
6347	729230
10524	23281
651	1282
6352	6385
3188	83659
6921	7411
2263	3678
7316	10906
6303	51003
2969	22926
4174	6154
9657	388698
871	51547
4240	7316
2258	7123
93185	386672
362	10488
2099	6136
8357	554313
28964	55791
8065	8454
7533	10499
11345	25873
5213	51690
5998	6300
1749	9500
6143	10514
9693	79573
6599	6794
8454	26986
79656	84140
8363	26155
1728	7316
10284	23499
706	90993
7185	9020
6176	10263
5887	7337
4926	55090
6897	10985
1019	1852
6429	10921
3688	5747
1616	6154
4116	9732
6223	7316
4067	139716
9045	51116
7316	27173
6233	8453
7112	7874
2060	29924
6134	6714
1956	3667
7316	9202
5934	7316
8440	10262
805	3320
7013	388536
27229	57144
4314	6357
3428	6667
1029	23253
6616	6844
7325	11043
3017	56254
7341	79594
5687	7412
7341	27085
5303	171483
1182	9368
273	2203
7086	9474
7620	84056
7564	8833
3224	4690
839	7185
7322	79444
1617	7316
7322	51569
11007	55367
3219	7024
7158	8968
4793	4794
11016	100288797
4736	8454
468	8061
7316	56992
2316	27145
5829	7094
50855	64750
3313	55832
23	55646
5496	8290
11339	56478
6129	6159
4793	60412
5704	5716
7905	79001
4615	9209
6129	8065
3763	3765
1499	10642
2353	90441
7316	81552
3326	6130
6019	59350
87	7415
6152	23020
5250	83858
8358	9015
3185	6188
4215	51637
2885	11176
4223	4302
22806	55633
4232	79174
2801	51019
3716	5578
1387	5468
5708	9094
51025	80321
8850	28996
11054	51605
3054	3308
5580	22927
6597	8648
6602	57492
5603	7112
8888	51547
5500	5507
51100	474384
6629	84844
3693	7448
6229	8663
8850	54815
1639	5934
1741	11336
6605	84289
29993	85377
64844	255488
6950	8487
84957	768211
7316	116461
10735	29101
7311	7316
808	6850
5048	5144
7124	8754
1994	6158
240	241
9612	135112
7280	79020
7316	84676
5987	23741
3106	23170
7316	373156
5970	5971
708	5580
2099	10919
2936	7316
10252	22864
4087	6647
8452	10762
1019	5984
6883	11016
27316	83640
56923	140258
6727	7428
1438	3921
2932	80150
4691	8487
3570	11060
1488	9491
5467	51564
355	7341
1314	9733
102	2042
3329	3842
10743	54997
5692	5707
6495	6497
5580	5591
10642	55037
7157	51499
7536	11338
1406	4920
331	56616
10488	94107
972	3117
3304	3320
10	8260
6304	11177
9802	51734
832	11102
801	10010
6091	23380
1026	55658
2771	8668
7514	57576
11345	23786
8361	57459
203	58508
9821	140775
2033	6670
1318	10266
5292	5529
975	9231
37	3396
5830	8310
6175	6950
29844	51377
3055	11183
5906	54518
1026	55611
3777	6281
3303	8453
11193	27336
859	6612
7334	81559
4830	7074
6810	6814
3316	6622
1196	8233
4105	5144
351	246330
335	55034
7316	168455
5017	8841
1612	7316
3066	6839
3609	57510
4430	11156
5566	9322
7874	9093
1432	5599
9657	347688
5976	26523
5250	11224
23326	93624
5214	7013
26258	90410
2318	6416
4085	5980
5430	7936
3398	64100
4131	9826
3064	10133
54536	140545
6189	23451
672	8359
5469	23389
6462	9050
10014	25855
925	5788
1948	9463
4904	26058
5295	5879
836	7465
4150	9817
2035	9341
5868	6014
79637	84281
23404	115752
8878	50628
6210	10987
6288	284217
6613	55023
865	4654
5575	54974
1655	4637
3276	9775
4904	6532
3656	11213
7316	8801
7532	55167
5926	8361
8359	57459
1742	1948
1207	8487
5359	59277
2962	6872
3985	56288
2792	2793
9343	11156
1050	30812
5134	9611
5521	220134
6929	7391
7316	112858
6128	6135
1284	2335
6667	7316
940	3702
5590	10971
4824	10210
8925	100505385
1026	9659
292	5709
7410	8428
7316	54715
5747	114088
55217	84246
3008	51135
6159	27043
7316	80010
5451	6667
4953	10524
9693	57037
3066	5371
4794	5970
207	6789
4086	5692
6128	23451
1026	10641
7316	79139
836	10000
9128	9551
9857	54477
2786	54331
5300	83637
3015	8370
1933	4311
839	4137
83897	386677
2057	10603
6239	7341
836	6709
2969	5592
3326	10922
10514	10987
5868	9135
4690	51375
3326	23263
2975	54881
4691	6130
4734	65997
4659	7316
2932	10891
1616	8294
891	3708
1052	1789
7332	56658
650	7042
6201	9045
6737	54778
7316	90199
8351	55148
3801	54955
3791	8826
80178	388677
7324	51132
6176	50628
4609	79711
2775	6001
11051	83737
1051	6598
2734	2969
1605	5913
8363	151636
63898	79959
324	598
1647	2597
701	9232
7532	51729
4188	6548
6613	6637
6869	9737
85280	386676
5094	23405
1017	22866
4680	9607
6908	10923
399	2664
7322	57162
23281	79027
23126	79364
5576	9768
4489	7316
7106	7316
7534	8370
3550	6829
7125	7137
79005	386675
3320	8065
9341	10228
4292	8714
2324	6464
310	5582
6169	23612
2099	10014
23224	54477
4188	9907
983	3007
9416	10713
11338	541468
2885	10092
6598	6603
801	9738
85291	353139
191	5603
4783	5987
6134	9519
3913	6774
1277	1278
4214	8367
3703	340061
4793	113457
2145	7316
23112	26058
5393	22894
1974	55697
1024	6598
6150	136371
867	8795
1742	4067
5347	5688
6175	11224
408	23168
6323	9063
3068	8367
10430	163183
805	9188
2038	2672
2033	5886
64422	81631
10048	55770
948	3290
3695	7094
4090	4152
5564	114049
2114	6613
7324	148066
1017	91574
7322	11060
7184	9451
6233	56254
26270	388697
1528	1544
54583	130497
4952	5879
1742	27158
23345	26608
9351	23678
8364	9768
6129	6222
2335	3695
3609	10537
11337	55361
2934	5782
7316	10920
27185	149473
4139	57551
2885	9103
1822	3881
1958	6588
6124	6201
26271	51434
1058	8357
6310	128434
11059	11083
9768	51747
6210	6950
8338	27043
11340	91522
