:START_ID(Compound)	:END_ID(Gene)
DB08865	7082
DB01177	2232
DB01396	29915
DB02546	23192
DB01234	55638
DB00481	1514
DB01239	2224
DB00136	5603
DB04573	12
DB01179	55454
DB01030	4924
DB00928	4616
DB02546	80256
DB08916	55146
DB01198	10892
DB00227	10962
DB08860	9170
DB00591	23338
DB08865	10174
DB01222	2289
DB00170	55299
DB08912	833
DB00836	2224
DB01008	6622
DB00854	4208
DB00367	5891
DB00441	9961
DB01030	3553
DB00679	665
DB00445	5025
DB08954	8837
DB00443	1368
DB01179	2707
DB00434	9903
DB00694	8835
DB00305	29889
DB01273	10254
DB00773	11182
DB00623	11182
DB00870	7494
DB00717	5909
DB00132	256364
DB00443	5054
DB00641	80212
DB00541	1839
DB01095	8870
DB00588	1831
DB08881	6509
DB01074	7159
DB00570	3628
DB00845	3240
DB08916	29911
DB01165	64167
DB00509	23131
DB06147	843
DB00390	54708
DB01103	8050
DB00317	3240
DB00398	23588
DB01034	9325
DB01104	1717
DB00878	26227
DB01008	4171
DB00679	9261
DB00539	23588
DB00934	79071
DB06803	10318
DB00162	1545
DB08865	1647
DB00947	7088
DB01188	10057
DB00834	10610
DB01273	6251
DB00836	50814
DB00361	9928
DB09020	80745
DB00947	5777
DB00347	55033
DB00762	2896
DB00641	847
DB01100	9695
DB01254	8408
DB06616	10682
DB01034	23428
DB01074	4758
DB01273	8395
DB00188	55290
DB01004	79947
DB00398	57820
DB00780	25976
DB00850	1718
DB00649	11197
DB01103	286451
DB00758	2769
DB01254	55246
DB00738	200734
DB00855	1052
DB00688	51282
DB00170	7099
DB00481	6892
DB06803	56888
DB01103	55012
DB00242	8061
DB00997	55558
DB01021	8800
DB00954	10123
DB08865	9935
DB00242	54541
DB02546	81566
DB04865	6018
DB08901	51385
DB01273	1958
DB01246	39
DB00188	55323
DB01034	4783
DB01034	6793
DB00445	7915
DB00943	55129
DB00288	25976
DB00934	79170
DB00445	1389
DB01034	54498
DB00257	26227
DB00242	3300
DB01590	9788
DB00970	64838
DB09020	10950
DB00305	4303
DB01024	9445
DB00361	3157
DB00715	2222
DB08916	23657
DB00730	116832
DB02546	4851
DB00444	9409
DB00997	51257
DB01034	2353
DB00091	25932
DB01204	8321
DB09020	5782
DB00970	9315
DB01623	1595
DB00390	65117
DB08912	51097
DB01177	529
DB00472	3638
DB00481	10540
DB01095	780
DB01254	5993
DB08860	57658
DB01254	2042
DB01092	22887
DB01179	5715
DB01179	57103
DB00846	2289
DB01229	8312
DB04865	9818
DB01299	7849
DB08865	1831
DB00561	9695
DB08881	728661
DB00445	9813
DB09020	8545
DB00982	54541
DB04573	79187
DB00822	4864
DB01030	10398
DB00877	1301
DB00260	57192
DB04572	25966
DB01030	1026
DB00997	1376
DB00641	26959
DB00950	29978
DB00643	8553
DB00997	2852
DB04865	3300
DB00361	51330
DB00305	30836
DB00253	2309
DB00756	3376
DB01103	84159
DB00631	10962
DB01030	10525
DB01590	53916
DB01590	23585
DB00121	5580
DB04865	3475
DB01124	10695
DB00982	7127
DB01024	10488
DB08881	12
DB01590	25948
DB00541	5366
DB00390	23635
DB00358	3162
DB00755	3964
DB00188	8233
DB00740	2185
DB01103	3398
DB00188	25888
DB08881	6301
DB00602	80212
DB01030	79586
DB00679	5166
DB01222	2817
DB00694	5788
DB01590	8744
DB06287	7018
DB00390	663
DB01104	4047
DB01396	23387
DB01396	54807
DB00441	1839
DB01268	55837
DB00227	80256
DB00755	10221
DB01074	3775
DB00170	11080
DB00882	6721
DB00324	2309
DB00324	6839
DB00810	6304
DB00675	10451
DB00762	51278
DB00398	23657
DB00242	9695
DB00443	23378
DB01188	5836
DB01034	7690
DB00990	2745
DB00390	9592
DB01296	25903
DB00398	56654
DB01273	1859
DB00602	5106
DB01232	64428
DB00643	10237
DB00206	3156
DB00091	9710
DB00444	10318
DB00660	727
DB01171	25803
DB00361	11197
DB00602	6509
DB00822	1647
DB01273	3911
DB02546	26273
DB00882	39
DB00970	10206
DB00136	10099
DB01254	7248
DB08860	2523
DB08865	4335
DB00309	10112
DB08912	8861
DB01179	823
DB01092	2959
DB01024	5547
DB00415	10320
DB01092	527
DB01188	10397
DB09020	6018
DB01130	5873
DB00641	51646
DB00882	1831
DB00361	3654
DB00822	7296
DB00518	85377
DB00570	26020
DB00715	2224
DB01366	79797
DB00715	5588
DB00626	79090
DB00223	2309
DB00170	1906
DB01026	230
DB00170	55602
DB00643	84823
DB06803	6301
DB06287	10444
DB00679	5525
DB00641	3909
DB01177	79961
DB00443	1528
DB00591	1831
DB00836	1595
DB01204	55081
DB00305	83480
DB06287	6304
DB00641	81544
DB00291	55620
DB02300	1026
DB00934	3992
DB00444	7538
DB01024	2790
DB00091	6745
DB00434	84890
DB00787	54438
DB00380	54504
DB01092	54882
DB00553	10206
DB00623	3992
DB01590	3337
DB01234	10491
DB00227	4783
DB00882	5927
DB02546	1628
DB08860	57406
DB01396	57515
DB08865	23608
DB08865	26471
DB00947	55608
DB08912	8508
DB00715	2896
DB00398	11284
DB01030	3852
DB06589	2937
DB00305	4152
DB01095	1831
DB00564	23410
DB00846	4616
DB00602	26227
DB04865	8493
DB00811	80212
DB01179	51330
DB00934	4597
DB02546	896
DB00091	7184
DB00694	3800
DB00472	50814
DB01396	29919
DB00877	54974
DB01590	1958
DB01064	12
DB00641	25949
DB00367	5867
DB08865	5476
DB00631	150094
DB00641	994
DB01246	6307
DB01034	29982
DB09020	23383
DB08881	11260
DB08881	102
DB00443	5331
DB01030	6199
DB08912	1264
DB08912	6451
DB04573	9903
DB01179	30844
DB00381	2224
DB01177	4668
DB00398	11230
DB00679	875
DB01030	1475
DB00188	9570
DB00755	9817
DB08860	3553
DB00091	51014
DB01234	8091
DB00367	5641
DB00317	1066
DB08865	6915
DB00374	1666
DB01053	8518
DB00566	3815
DB00481	64754
DB00756	5950
DB01204	4851
DB00740	5950
DB01103	7844
DB01406	1052
DB01024	57804
DB01229	5715
DB08865	5652
DB00374	26037
DB01034	54541
DB00997	8974
DB01092	85236
DB06287	79090
DB00970	6337
DB00877	10826
DB01030	6697
DB00445	7108
DB02300	8821
DB00374	25874
DB01115	23212
DB00154	9276
DB00445	5147
DB01273	23294
DB00857	3043
DB00170	23764
DB00970	6622
DB00543	3157
DB01064	7494
DB00871	23212
DB00394	4582
DB00990	5641
DB00810	4312
DB06287	22838
DB00694	25809
DB00755	2048
DB01590	81631
DB00361	7168
DB01103	1666
DB00970	3092
DB00441	27350
DB01074	10797
DB00903	9961
DB01024	5770
DB01204	64755
DB06803	26043
DB00957	54541
DB01051	4303
DB01158	55008
DB00588	5187
DB00783	6184
DB01092	6018
DB08912	51226
DB00170	843
DB00374	50488
DB00857	11165
DB00305	3108
DB06155	1123
DB08916	10797
DB01254	780
DB02546	528
DB01590	8851
DB00227	25966
DB00755	65123
DB00390	7874
DB01622	3934
DB01357	29978
DB00694	6443
DB00877	79090
DB00563	5777
DB00530	2185
DB08865	55793
DB00997	1950
DB00643	2887
DB00970	1161
DB01030	291
DB00091	3376
DB00877	55374
DB00854	1301
DB01179	25966
DB06287	4313
DB00563	3553
DB01211	1396
DB01396	8061
DB00404	85236
DB06803	6303
DB01590	9988
DB01234	25852
DB01016	7099
DB06616	1643
DB00441	5698
DB01394	1855
DB00441	23474
DB00444	8835
DB00547	8550
DB00456	4303
DB00541	30844
DB08912	868
DB02546	8449
DB01194	23131
DB00947	55793
DB01177	1509
DB00381	1718
DB00305	2852
DB01234	6742
DB01179	284119
DB00679	8910
DB00758	5770
DB00170	4783
DB00989	29978
DB00443	5187
DB00547	178
DB08604	8894
DB06803	4791
DB00367	51566
DB01103	3280
DB00481	1465
DB00441	4201
DB00541	8347
DB04573	843
DB04573	8869
DB00715	16
DB00717	9
DB00620	10272
DB01030	1959
DB01234	23659
DB06827	2920
DB00443	9124
DB08916	54541
DB08916	6509
DB00694	529
DB00389	8726
DB00738	5154
DB00374	4817
DB01600	1677
DB01074	10668
DB00602	1891
DB01024	57226
DB08901	4602
DB00170	8553
DB01188	5351
DB00968	79643
DB00643	6790
DB00620	840
DB00997	55601
DB00943	2817
DB00762	11072
DB08860	6992
DB01273	55023
DB00553	1500
DB00565	3162
DB09020	10644
DB00381	3156
DB00367	1052
DB00641	5498
DB06589	10556
DB02546	55616
DB00322	4851
DB00783	329
DB00970	6992
DB00679	3628
DB01204	54681
DB00426	10046
DB00570	1969
DB01243	25976
DB01092	7543
DB01103	51144
DB00613	6304
DB00381	23097
DB09020	64376
DB01600	2690
DB01406	3081
DB08877	51742
DB00170	5788
DB01366	57171
DB01179	7414
DB01224	1021
DB01103	9854
DB00136	596
DB00381	1026
DB01396	1848
DB09020	9140
DB00398	22926
DB00398	9961
DB01041	7048
DB00982	57804
DB00882	23097
DB01177	6727
DB09020	10782
DB01623	3422
DB01177	3985
DB00367	6239
DB01039	6657
DB00332	976
DB08901	727
DB00997	8349
DB01396	6016
DB00688	3628
DB00540	50814
DB01217	5331
DB00481	2042
DB08911	11142
DB00613	843
DB08604	10954
DB08860	6324
DB00843	8550
DB00882	57192
DB00613	5971
DB01273	5196
DB00387	5743
DB01074	2353
DB08865	5909
DB08866	7538
DB08901	5290
DB00481	2224
DB01590	9854
DB00539	4303
DB00324	29103
DB01008	5708
DB00305	9277
DB01394	55700
DB04868	2920
DB00445	51599
DB00374	1062
DB00688	5889
DB04865	329
DB00553	8835
DB06803	1649
DB01590	65010
DB00170	1649
DB00857	4208
DB08865	694
DB09020	25948
DB00668	4792
DB08860	55608
DB08881	125058
DB01047	5331
DB02546	4817
DB01013	1026
DB00694	4013
DB00675	8878
DB00576	7494
DB01103	3508
DB04942	23588
DB00793	8349
DB01394	26993
DB00159	1870
DB08865	6727
DB00570	4793
DB08916	51646
DB01024	51643
DB01396	22823
DB00947	55898
DB00481	10007
DB01065	9903
DB00170	1746
DB00091	26286
DB00928	25888
DB01254	9847
DB00444	51278
DB00831	47
DB00602	54541
DB01162	54807
DB00882	11284
DB00570	3840
DB01076	387
DB09020	1407
DB09020	5366
DB06803	1616
DB01204	10554
DB00305	3551
DB00390	26959
DB08860	5058
DB01234	6273
DB08877	9519
DB09020	23335
DB01092	2354
DB01074	9415
DB00982	3204
DB00401	80212
DB08912	7750
DB01024	10058
DB00423	51599
DB00180	2180
DB00694	3998
DB00518	7168
DB01030	9277
DB01188	10670
DB00970	3998
DB00877	11142
DB00091	2274
DB01013	10628
DB00694	25776
DB00947	7593
DB08865	23469
DB01034	1317
DB01179	26136
DB00441	51599
DB08974	85377
DB00444	2548
DB00643	26993
DB00223	1318
DB01262	3800
DB01396	3164
DB01024	3988
DB00229	9903
DB00367	2852
DB00242	4016
DB01273	6777
DB01254	10144
DB00643	16
DB00877	2769
DB01024	29937
DB00688	6499
DB01273	80208
DB01254	582
DB00570	4643
DB01234	23131
DB01590	26232
DB00741	5054
DB00882	3992
DB01179	123803
DB01177	5788
DB00570	10634
DB08865	5900
DB04865	55758
DB01074	8780
DB00445	10123
DB00541	8061
DB00927	1870
DB01074	64746
DB00643	3675
DB00513	6347
DB00903	11098
DB00404	27244
DB01074	3669
DB00715	63874
DB06803	329
DB00717	10892
DB00857	2770
DB01034	7850
DB00783	9217
DB00688	51005
DB01034	8974
DB01024	100272147
DB01211	55033
DB00643	8227
DB08901	4850
DB00947	1666
DB00928	8846
DB00570	9181
DB04573	2542
DB00445	116985
DB09020	5494
DB00188	4141
DB01234	9124
DB00620	5997
DB00361	10953
DB08912	4118
DB00715	901
DB00398	91355
DB08877	9440
DB00427	1052
DB00188	9913
DB00947	10513
DB00630	3108
DB00822	2309
DB00877	9926
DB00507	5106
DB01092	9592
DB00999	54807
DB00443	51005
DB00091	2523
DB02546	10423
DB01030	79174
DB00523	6347
DB01590	8867
DB01396	54386
DB09020	64781
DB00679	26020
DB00613	24149
DB00206	11284
DB01030	1066
DB08916	23503
DB01222	5187
DB01177	7917
DB00877	958
DB08604	813
DB00239	26227
DB01396	3725
DB00679	440026
DB00870	10810
DB00970	79901
DB00445	8321
DB00694	25941
DB00443	8996
DB00834	8900
DB08912	10058
DB00539	9961
DB01188	3099
DB08865	3162
DB00643	7280
DB00947	58472
DB02546	1944
DB01098	1831
DB08604	468
DB00987	5426
DB00778	2048
DB08912	1675
DB01179	7538
DB00445	3551
DB00508	79071
DB00305	2593
DB06287	1389
DB01578	116832
DB01254	624
DB01396	2551
DB01234	6603
DB00159	4072
DB01204	8861
DB00694	25844
DB00831	4597
DB00441	5054
DB08604	11152
DB00091	833
DB00851	5106
DB00441	64393
DB00481	10559
DB00675	230
DB00850	2224
DB00390	55249
DB00441	5366
DB00643	51422
DB08901	3240
DB00671	4794
DB08860	9246
DB00390	54800
DB00997	10818
DB02546	7074
DB01034	79797
DB01030	29937
DB01396	11011
DB00982	4067
DB01160	2690
DB01229	10634
DB01254	51279
DB00309	2274
DB00540	11161
DB00523	2000
DB00620	2745
DB00694	4200
DB01103	6309
DB02546	171586
DB00305	79090
DB00170	80271
DB00694	10681
DB01229	51070
DB01590	6548
DB01254	25901
DB01229	558
DB00130	3553
DB04865	25983
DB01024	2852
DB06803	1848
DB01234	10365
DB00162	8869
DB00711	57192
DB08946	5997
DB01273	8888
DB01204	7172
DB08912	79717
DB00361	10848
DB06706	5627
DB00374	147179
DB08912	79712
DB00631	57018
DB01030	91543
DB00443	8034
DB01103	59286
DB01200	80212
DB01113	2736
DB01254	3202
DB01149	4794
DB01092	26511
DB08881	1649
DB00390	221037
DB01254	16
DB00242	2896
DB00162	5588
DB01179	5829
DB04865	29066
DB04842	6696
DB00188	51706
DB01229	1062
DB00305	11152
DB06803	80149
DB00831	6319
DB00309	5829
DB01254	26227
DB08865	10845
DB00928	23764
DB00233	8396
DB00730	27244
DB00374	54210
DB00694	10525
DB08912	1301
DB00997	23385
DB00970	9735
DB01074	79663
DB01204	8444
DB01104	3422
DB01268	7018
DB00762	5971
DB00755	672
DB01590	80212
DB00443	262
DB01034	874
DB00783	6745
DB00374	6303
DB06287	54800
DB04865	57147
DB01243	57761
DB01246	3638
DB00762	56948
DB00570	5603
DB00850	54541
DB00443	5580
DB02546	55224
DB00694	8321
DB08912	3398
DB01024	93487
DB00643	2069
DB00374	1230
DB00570	26136
DB00982	5641
DB00170	5187
DB01222	1318
DB00361	396
DB00679	2058
DB04865	10617
DB01229	9928
DB01024	57763
DB00444	3914
DB00688	51668
DB08860	79187
DB00434	64782
DB08860	701
DB08916	10559
DB01177	54438
DB00444	4794
DB00643	9361
DB01092	7538
DB01030	8334
DB01407	8726
DB00445	6272
DB06803	3383
DB01590	6251
DB01024	51706
DB00305	9903
DB00444	1831
DB00445	1519
DB00374	23710
DB00717	9455
DB00641	9266
DB00091	7982
DB00755	8202
DB01396	6102
DB00374	3108
DB04865	51585
DB02546	55840
DB00523	5467
DB00925	5106
DB04865	8344
DB00381	16
DB00523	23588
DB00749	12
DB08865	23522
DB00783	10432
DB08881	10069
DB00928	55837
DB00441	6117
DB00588	22926
DB00726	10007
DB01177	5699
DB00434	9020
DB00947	4088
DB00539	2042
DB01177	3784
DB00877	5587
DB01179	5214
DB00591	2817
DB00787	79170
DB00726	26227
DB00877	6302
DB09020	23451
DB01034	12
DB00970	23408
DB00444	3726
DB00390	8202
DB01254	5287
DB06804	10320
DB00305	64065
DB00398	56965
DB01024	51599
DB00850	10007
DB00947	113791
DB06803	3096
DB00641	64743
DB01026	6307
DB01234	201562
DB00170	10482
DB01590	3815
DB00481	29994
DB00170	1843
DB00444	26277
DB00481	22883
DB09020	1387
DB00621	57215
DB00332	7018
DB00947	8878
DB00987	2817
DB06803	687
DB00688	10904
DB00762	81566
DB00688	5777
DB04865	9143
DB01030	5274
DB01204	64781
DB00523	57804
DB00831	10577
DB09020	10116
DB00481	138050
DB09020	8553
DB00947	3162
DB01590	115123
DB00305	56997
DB00444	8605
DB00477	2181
DB04865	2274
DB00947	2042
DB08947	5359
DB06803	1831
DB00947	3964
DB04865	3659
DB04865	4783
DB00947	7108
DB01396	10915
DB00679	8878
DB00227	10567
DB00891	5627
DB00762	10379
DB00671	7099
DB01436	55793
DB00268	2958
DB06287	79777
DB00623	50814
DB01034	54442
DB00170	3508
DB00188	9373
DB06817	3315
DB00091	5909
DB00987	3978
DB00324	7538
DB00807	5927
DB00947	23363
DB01092	2553
DB04573	85377
DB00864	8312
DB00679	3382
DB00441	6698
DB01076	9961
DB00816	4023
DB01188	26355
DB00398	1054
DB00445	950
DB00444	23705
DB00381	11182
DB00960	6947
DB00481	50814
DB04842	999
DB01406	55608
DB01234	2289
DB01086	10610
DB00831	2222
DB00162	51422
DB00970	375346
DB00547	64428
DB00762	5696
DB01590	23253
DB00206	10493
DB00563	51005
DB00621	6616
DB01074	131601
DB08881	1647
DB06803	813
DB00850	2548
DB08881	26227
DB00170	1844
DB01024	3685
DB01396	53343
DB00630	54807
DB01034	10525
DB00485	8800
DB00467	5583
DB01198	5359
DB00960	6402
DB01396	533
DB02546	23400
DB00130	3815
DB00947	5002
DB00890	54850
DB00832	47
DB00234	9275
DB08912	5257
DB01179	1647
DB01396	8846
DB01024	481
DB01400	10557
DB00170	3164
DB00374	55148
DB01590	6236
DB08860	10347
DB00783	54962
DB00987	3553
DB01092	466
DB00220	8565
DB00762	54442
DB00631	8870
DB00960	1545
DB00694	327
DB00374	54793
DB01030	10123
DB00170	6944
DB09009	29978
DB08912	7020
DB00508	3638
DB01103	1376
DB00570	824
DB00850	11161
DB00550	2690
DB01590	1026
DB04835	23131
DB08866	3454
DB01590	4208
DB08901	9918
DB00877	25844
DB00539	6813
DB01041	2289
DB00206	51005
DB01016	6166
DB01030	24139
DB01074	23645
DB08881	5257
DB00810	64428
DB01030	1891
DB08877	10557
DB00305	8349
DB00444	7508
DB00779	5058
DB08865	1026
DB00445	80212
DB00758	6915
DB00227	4303
DB00441	10058
DB00563	9124
DB01118	1718
DB06287	5588
DB04865	55620
DB01024	9246
DB00188	2058
DB00877	10014
DB00374	10957
DB08881	79758
DB00938	9695
DB00305	2624
DB00717	5238
DB01074	1604
DB01204	3108
DB00518	26054
DB00995	56924
DB01104	10493
DB00444	23378
DB01030	27336
DB01034	3300
DB08912	55837
DB01262	27244
DB00570	9454
DB00443	2289
DB01273	3909
DB01103	4802
DB08881	5108
DB06589	6342
DB08860	56997
DB01254	23224
DB00091	400
DB00762	80830
DB04865	7596
DB06287	10142
DB01254	5087
DB00997	79600
DB00444	5613
DB04865	23645
DB01024	9204
DB01030	2624
DB00621	9653
DB01092	7874
DB00990	9695
DB00227	8900
DB08946	54541
DB01092	1906
DB00381	3949
DB00584	1429
DB00401	5359
DB00679	7494
DB01165	23131
DB00481	171546
DB00947	1831
DB01268	2065
DB00159	5950
DB00170	54438
DB00361	1595
DB00997	10320
DB08881	8565
DB00934	10007
DB01254	79961
DB00305	84890
DB00773	355
DB01243	5971
DB08865	652
DB01172	5058
DB04570	1050
DB01030	54210
DB00857	4130
DB00344	79600
DB04573	230
DB00834	23410
DB00361	87
DB06287	10367
DB01396	58155
DB08865	2934
DB08860	10904
DB01243	4783
DB00679	79735
DB01590	2146
DB00305	440270
DB00928	79947
DB06803	4189
DB00434	9817
DB01095	9961
DB00322	1643
DB00641	56967
DB01034	1374
DB00280	9710
DB00758	23161
DB00754	10551
DB00170	23705
DB01234	6427
DB00570	10272
DB00582	6402
DB00970	5939
DB01177	51510
DB01024	1066
DB00523	3934
DB02546	51005
DB08916	8878
DB00541	3611
DB01254	1954
DB01406	9107
DB04865	7571
DB00188	80219
DB01034	1066
DB00432	26020
DB01092	1839
DB00188	7314
DB00541	2921
DB00968	10557
DB01013	79961
DB00444	4152
DB00643	54438
DB01074	6804
DB01179	3300
DB01030	11212
DB00756	26993
DB00523	3909
DB01092	1647
DB00193	5331
DB01254	58497
DB01197	64422
DB00763	9988
DB00997	10589
DB01030	9636
DB00121	57192
DB01254	5997
DB01030	25805
DB00547	10695
DB00434	79080
DB00188	3337
DB08865	3553
DB08604	64746
DB01273	5588
DB00630	3964
DB00507	26227
DB01103	55179
DB08865	4794
DB04842	10559
DB08881	23786
DB00758	79170
DB01177	355
DB00783	64782
DB00758	9246
DB00170	10808
DB01103	5300
DB00613	5058
DB00997	682
DB01268	1396
DB08984	1066
DB08860	6919
DB08865	9712
DB04842	2224
DB00312	91949
DB00928	83737
DB01273	999
DB01179	126321
DB01024	898
DB01092	54953
DB06804	4925
DB00997	3566
DB00443	26517
DB00244	9851
DB01030	79366
DB00441	3628
DB01103	4482
DB00993	29083
DB00162	9817
DB00412	28969
DB01103	7376
DB00762	26993
DB01103	55831
DB00434	1026
DB00970	1176
DB00836	4597
DB00643	23400
DB00997	7917
DB09020	26993
DB01299	23530
DB00361	56938
DB00518	4482
DB06287	64428
DB00390	3725
DB00995	154
DB00417	2048
DB01273	3383
DB00694	23536
DB00361	9903
DB00999	57406
DB00421	11197
DB00530	55620
DB01618	25987
DB00602	7494
DB00170	150094
DB00588	5782
DB00773	3978
DB06287	23161
DB08604	54386
DB00361	7159
DB01188	55139
DB01030	55601
DB08860	27336
DB01273	10046
DB08865	10318
DB08912	93129
DB00518	6790
DB00877	3073
DB00206	25987
DB00445	5019
DB00444	4043
DB00694	1515
DB08912	55650
DB00831	3422
DB00091	26136
DB01273	1299
DB01016	5331
DB00170	10206
DB00381	665
DB00445	4208
DB06804	5366
DB00715	84159
DB01106	9143
DB04868	2042
DB00688	291
DB01204	2232
DB00591	23335
DB00928	54454
DB00444	201229
DB00509	6812
DB00679	4864
DB00205	3551
DB00624	9267
DB00206	5106
DB01092	5128
DB00679	9766
DB00374	3300
DB00305	1831
DB00441	6548
DB00997	780
DB00641	23588
DB01249	25805
DB00550	4791
DB00679	6721
DB00390	7159
DB00631	3300
DB01177	23705
DB01030	5588
DB00443	10682
DB00671	64428
DB00755	3202
DB01103	5743
DB01092	1958
DB04865	63925
DB01074	7494
DB00972	6443
DB00641	5164
DB00732	873
DB00432	2920
DB00755	5696
DB06616	11182
DB02300	976
DB01095	387
DB08881	25776
DB00570	3914
DB01030	115817
DB01204	58472
DB00877	7107
DB00091	821
DB01590	10180
DB01229	55143
DB09020	481
DB00997	4013
DB00312	701
DB00389	7485
DB00444	28971
DB01092	4783
DB00758	58472
DB02546	23670
DB08916	6386
DB00518	2920
DB00445	64755
DB01254	9467
DB00643	4839
DB00631	54442
DB06287	113791
DB00261	55746
DB01268	23585
DB06803	55062
DB00390	55818
DB01583	25976
DB00206	2309
DB08912	85236
DB00481	10671
DB01204	51019
DB00762	6118
DB00993	4925
DB00570	1647
DB01030	80308
DB01179	64114
DB00374	9133
DB04865	55696
DB09020	23645
DB00877	1112
DB00624	9695
DB02546	8892
DB00752	54733
DB00602	57804
DB00305	11140
DB00648	976
DB00374	6515
DB01188	10797
DB01026	11182
DB00588	5054
DB00444	178
DB00934	7376
DB01204	10444
DB00291	11072
DB01188	2745
DB00877	1906
DB00928	9584
DB08916	11179
DB00136	8204
DB00170	8446
DB00970	9813
DB08865	4929
DB09020	79753
DB01204	55076
DB06803	1026
DB00877	1153
DB01030	64837
DB00170	1301
DB00928	4141
DB01074	23325
DB08806	9641
DB00509	10695
DB01074	10379
DB01394	991
DB00390	3164
DB01623	2745
DB01406	9451
DB08865	23335
DB00877	55958
DB00641	23371
DB00170	7056
DB00694	11197
DB08916	57658
DB00947	8991
DB06287	51093
DB00496	4602
DB01030	3398
DB00570	7430
DB00335	29978
DB00834	847
DB08912	54985
DB04865	10318
DB08877	7543
DB01074	6868
DB00305	7596
DB00982	5580
DB00762	4791
DB00939	5921
DB00783	9903
DB01030	57140
DB00444	9825
DB00188	55254
DB01222	3337
DB00509	9797
DB00227	23443
DB08901	1677
DB00602	10013
DB00970	51652
DB00188	1491
DB04573	5300
DB00717	6199
DB00481	51097
DB00390	4616
DB00445	10058
DB00188	6782
DB00783	56994
DB00305	5106
DB06589	23443
DB06287	10957
DB01254	51741
DB01119	3880
DB00694	6293
DB04842	2745
DB08912	55793
DB01623	6307
DB00694	25814
DB00878	5997
DB00570	2274
DB00541	5467
DB00244	3880
DB00654	2770
DB00398	7542
DB01248	10112
DB00947	10039
DB00444	9903
DB00374	5329
DB01234	6503
DB09015	8835
DB00170	25976
DB00970	55825
DB08916	7320
DB00641	26007
DB01204	780
DB00324	54541
DB01030	670
DB00793	8870
DB00773	55367
DB01234	54541
DB01204	590
DB00444	55793
DB01092	58155
DB00997	7043
DB08866	2131
DB00576	23530
DB00530	23705
DB00381	10682
DB00783	6714
DB00997	10554
DB02546	9419
DB00322	1026
DB00432	896
DB01199	4118
DB00477	3300
DB00679	64743
DB00602	3551
DB00762	8851
DB00530	11197
DB01413	6616
DB00508	10682
DB00345	4303
DB00570	25777
DB00877	80212
DB01262	79947
DB00836	57192
DB01234	25976
DB09020	11011
DB00970	10444
DB00091	11230
DB00641	4240
DB01396	1958
DB00445	529
DB00999	4775
DB02546	2745
DB01074	25976
DB00441	7051
DB00568	9917
DB00694	6891
DB00441	26277
DB08911	23637
DB06287	57192
DB00783	54939
DB01177	950
DB00444	60492
DB00477	51478
DB00643	4217
DB00643	1855
DB00390	868
DB00305	54205
DB06803	8870
DB00850	3422
DB01103	10904
DB00398	55323
DB00643	11004
DB08974	7168
DB00947	50717
DB00444	9913
DB00427	1831
DB00420	3638
DB01092	23429
DB01124	6839
DB00970	9289
DB00999	6443
DB01034	51526
DB00970	51385
DB00445	5164
DB01103	3482
DB01074	23253
DB00675	55620
DB08901	3934
DB01074	4303
DB00523	3337
DB00563	5743
DB01254	7263
DB00561	5641
DB01590	8349
DB00434	64318
DB06803	23657
DB01034	58472
DB01177	10162
DB00715	3638
DB00738	5467
DB00443	5997
DB01103	1848
DB01024	97
DB00773	5261
DB00626	1870
DB00643	9129
DB00305	9128
DB06287	9702
DB00995	5743
DB00947	582
DB06706	5058
DB01234	9961
DB06803	56965
DB00836	6309
DB00374	57804
DB01177	51226
DB00675	10007
DB00332	4775
DB00810	79600
DB00540	230
DB00091	29880
DB01179	26020
DB00671	10695
DB01177	64135
DB00443	51102
DB06287	4123
DB01199	25966
DB01204	2769
DB00982	1831
DB00170	51526
DB08860	8446
DB01177	4208
DB06287	16
DB00762	80212
DB06803	57798
DB08995	2690
DB00253	3315
DB00963	23378
DB00641	7358
DB00242	2354
DB00947	23588
DB00637	230
DB00568	79187
DB01100	50814
DB00631	57103
DB00613	64781
DB00661	8821
DB00188	4189
DB00390	4289
DB00970	7376
DB00928	84159
DB08860	6850
DB00688	1643
DB00570	30001
DB01234	11222
DB00390	6018
DB00480	7048
DB08860	2185
DB01092	1956
DB00990	63874
DB02546	9267
DB01188	1978
DB00434	10557
DB02546	30849
DB00947	10957
DB00641	8408
DB01396	23429
DB00381	2745
DB04573	51024
DB00305	7421
DB01211	8869
DB01590	5154
DB00398	4331
DB04573	10921
DB00679	10221
DB00242	8870
DB00679	5468
DB01008	23705
DB00970	9851
DB00588	10318
DB00643	1647
DB00445	1301
DB08901	1066
DB00206	4047
DB00624	9712
DB00390	26043
DB00445	55825
DB00877	79777
DB00997	23120
DB06616	10551
DB00762	55621
DB00570	10494
DB00679	8473
DB00420	6307
DB06287	728661
DB00694	847
DB00193	6304
DB04868	9935
DB00882	3638
DB00170	27289
DB00539	10610
DB01177	57140
DB00694	2736
DB00305	6015
DB01177	847
DB06804	54541
DB01179	55002
DB00220	2673
DB00539	4597
DB08881	3155
DB00188	7874
DB00188	4783
DB00928	5743
DB00188	22950
DB00679	11197
DB00539	230
DB00367	7095
DB01273	25966
DB00762	3300
DB00934	1718
DB01177	6450
DB00188	8878
DB08911	23438
DB00214	5058
DB01234	5716
DB00188	10142
DB09020	23368
DB01083	6307
DB00717	5641
DB01042	27244
DB00193	3122
DB00188	9181
DB00206	10013
