:START_ID(Anatomy)	:END_ID(Gene)
UBERON:0003126	1942
UBERON:0000992	28981
UBERON:0002082	146894
UBERON:0002371	9943
UBERON:0000997	9124
UBERON:0001896	51390
UBERON:0000992	222967
UBERON:0000948	10445
UBERON:0001891	79007
UBERON:0000955	2169
UBERON:0000995	221037
UBERON:0001675	3269
UBERON:0001225	284992
UBERON:0000057	6464
UBERON:0001675	5121
UBERON:0002037	53616
UBERON:0001044	6581
UBERON:0000992	3899
UBERON:0002048	1466
UBERON:0002107	3133
UBERON:0001893	10284
UBERON:0002030	2621
UBERON:0000002	4833
UBERON:0002369	56917
UBERON:0000057	2548
UBERON:0002367	65124
UBERON:0001295	7980
UBERON:0002082	2597
UBERON:0002030	9119
UBERON:0003126	2934
UBERON:0001235	3417
UBERON:0000178	64794
UBERON:0001225	56975
UBERON:0000948	7169
UBERON:0000948	27241
UBERON:0002048	7103
UBERON:0002048	115677
UBERON:0002030	6709
UBERON:0000995	3708
UBERON:0001135	7130
UBERON:0002369	1677
UBERON:0001675	969
UBERON:0002082	2869
UBERON:0000178	974
UBERON:0000029	3226
UBERON:0000057	6910
UBERON:0001891	9016
UBERON:0000473	7697
UBERON:0000992	161436
UBERON:0000473	441430
UBERON:0002046	342346
UBERON:0001896	11041
UBERON:0001296	22801
UBERON:0000007	619208
UBERON:0000948	10492
UBERON:0000992	7733
UBERON:0001013	6135
UBERON:0001235	5138
UBERON:0001235	80207
UBERON:0002046	54480
UBERON:0000473	8748
UBERON:0002240	1363
UBERON:0000996	79742
UBERON:0001296	8572
UBERON:0001675	55821
UBERON:0001296	51315
UBERON:0002082	5738
UBERON:0001225	115
UBERON:0000955	63826
UBERON:0000995	10398
UBERON:0000057	9943
UBERON:0000002	6608
UBERON:0001296	23452
UBERON:0002037	10207
UBERON:0001013	25966
UBERON:0001296	81563
UBERON:0001896	54467
UBERON:0000473	55690
UBERON:0000178	2744
UBERON:0002371	245972
UBERON:0002082	4259
UBERON:0002030	1540
UBERON:0000992	159091
UBERON:0001295	7323
UBERON:0002081	3964
UBERON:0000997	57606
UBERON:0001044	10200
UBERON:0002048	1043
UBERON:0002046	90060
UBERON:0002046	79009
UBERON:0002371	8438
UBERON:0000029	1375
UBERON:0002030	2040
UBERON:0002107	27202
UBERON:0003126	81607
UBERON:0002030	3156
UBERON:0001675	7035
UBERON:0000955	23329
UBERON:0000178	3043
UBERON:0000029	345611
UBERON:0000473	84171
UBERON:0000473	54825
UBERON:0002048	65065
UBERON:0000007	28962
UBERON:0001296	23054
UBERON:0002081	2115
UBERON:0002369	100190949
UBERON:0000007	23366
UBERON:0002048	4277
UBERON:0000955	345757
UBERON:0002369	26045
UBERON:0000997	4247
UBERON:0001225	55450
UBERON:0000473	28968
UBERON:0002371	9185
UBERON:0001235	56062
UBERON:0002107	51523
UBERON:0000178	80305
UBERON:0000955	27314
UBERON:0000002	200315
UBERON:0001675	51560
UBERON:0001893	8537
UBERON:0001296	389136
UBERON:0001675	84879
UBERON:0000997	2877
UBERON:0001235	4338
UBERON:0001013	130535
UBERON:0001296	375484
UBERON:0000948	23173
UBERON:0002030	7094
UBERON:0000996	55272
UBERON:0002082	283927
UBERON:0000996	83643
UBERON:0001235	80824
UBERON:0002081	185
UBERON:0001296	79774
UBERON:0001044	7764
UBERON:0002240	5364
UBERON:0001296	8879
UBERON:0001225	10269
UBERON:0000996	83892
UBERON:0001893	4809
UBERON:0001296	3550
UBERON:0002369	57343
UBERON:0002369	374654
UBERON:0002240	57226
UBERON:0000029	63922
UBERON:0000996	6883
UBERON:0000029	63915
UBERON:0001044	10945
UBERON:0002185	55500
UBERON:0001891	5432
UBERON:0003126	56667
UBERON:0002048	994
UBERON:0001893	57515
UBERON:0000178	55603
UBERON:0002369	90809
UBERON:0000029	79618
UBERON:0002107	4332
UBERON:0001044	7100
UBERON:0001896	23641
UBERON:0002046	26060
UBERON:0001013	253935
UBERON:0001295	23160
UBERON:0003126	7464
UBERON:0002081	3757
UBERON:0000992	6433
UBERON:0002030	6282
UBERON:0002369	8914
UBERON:0001893	2901
UBERON:0002107	6366
UBERON:0002082	55624
UBERON:0001013	85377
UBERON:0002369	2055
UBERON:0001013	6251
UBERON:0001675	285195
UBERON:0002240	25925
UBERON:0001295	11096
UBERON:0001013	3939
UBERON:0002369	23029
UBERON:0000178	26049
UBERON:0001675	123803
UBERON:0002030	65003
UBERON:0001675	6196
UBERON:0000996	4641
UBERON:0000948	401474
UBERON:0001296	6198
UBERON:0002081	965
UBERON:0000057	80230
UBERON:0001295	253943
UBERON:0000178	1453
UBERON:0000007	9667
UBERON:0002082	9891
UBERON:0000955	2946
UBERON:0002369	26064
UBERON:0001891	272
UBERON:0002240	10098
UBERON:0001891	79644
UBERON:0001135	8204
UBERON:0002369	23158
UBERON:0002185	64855
UBERON:0001675	4122
UBERON:0000948	27067
UBERON:0001296	389
UBERON:0000057	55795
UBERON:0001675	84061
UBERON:0000955	10655
UBERON:0002037	8567
UBERON:0000002	23012
UBERON:0000178	2971
UBERON:0000948	140775
UBERON:0002037	285346
UBERON:0002369	54476
UBERON:0002367	55650
UBERON:0002107	93978
UBERON:0002369	22861
UBERON:0002367	6401
UBERON:0002037	114984
UBERON:0000992	5984
UBERON:0002369	64901
UBERON:0000996	57016
UBERON:0001296	23760
UBERON:0001893	534
UBERON:0000178	253430
UBERON:0001893	3423
UBERON:0000057	55252
UBERON:0000996	6241
UBERON:0002240	65009
UBERON:0000948	7384
UBERON:0002107	51128
UBERON:0002367	60526
UBERON:0000178	639
UBERON:0000178	1374
UBERON:0000178	51035
UBERON:0002107	3818
UBERON:0001013	5320
UBERON:0001675	80031
UBERON:0001225	79022
UBERON:0002185	60494
UBERON:0002369	10391
UBERON:0002082	51196
UBERON:0002048	29116
UBERON:0000955	222546
UBERON:0002048	958
UBERON:0002369	27339
UBERON:0000473	197335
UBERON:0000007	93210
UBERON:0001296	26054
UBERON:0002046	55780
UBERON:0000029	4068
UBERON:0002367	6041
UBERON:0000057	55731
UBERON:0002081	2669
UBERON:0000178	6398
UBERON:0000992	51715
UBERON:0000955	57221
UBERON:0002240	9169
UBERON:0002369	3359
UBERON:0000002	27042
UBERON:0001295	6041
UBERON:0000995	87
UBERON:0002081	11099
UBERON:0002369	63967
UBERON:0002030	9923
UBERON:0000948	79088
UBERON:0000992	50486
UBERON:0001235	23136
UBERON:0001296	133746
UBERON:0000002	255061
UBERON:0000992	6135
UBERON:0002037	11255
UBERON:0000057	24148
UBERON:0000178	2870
UBERON:0000057	4215
UBERON:0001044	84193
UBERON:0002048	567
UBERON:0000029	89122
UBERON:0000178	26276
UBERON:0000955	391712
UBERON:0002185	83416
UBERON:0001896	828
UBERON:0003126	7803
UBERON:0002046	25
UBERON:0000995	3831
UBERON:0002369	90701
UBERON:0001225	1286
UBERON:0001893	22866
UBERON:0002185	1475
UBERON:0001225	2036
UBERON:0001225	157724
UBERON:0002369	1012
UBERON:0000473	54476
UBERON:0002367	214
UBERON:0002030	1577
UBERON:0002371	254225
UBERON:0002107	617
UBERON:0000955	1960
UBERON:0000948	8428
UBERON:0002107	23196
UBERON:0000948	3276
UBERON:0003126	133746
UBERON:0000992	91523
UBERON:0000057	22
UBERON:0002048	4291
UBERON:0000029	8516
UBERON:0002048	157310
UBERON:0000948	3679
UBERON:0000955	441027
UBERON:0000996	55023
UBERON:0002240	9308
UBERON:0003126	6464
UBERON:0001044	125476
UBERON:0001891	221035
UBERON:0002046	55582
UBERON:0001044	3110
UBERON:0001044	26119
UBERON:0000178	54832
UBERON:0000948	255631
UBERON:0000178	64218
UBERON:0001044	10149
UBERON:0000948	182
UBERON:0002369	3927
UBERON:0002030	2140
UBERON:0000002	1287
UBERON:0002371	254065
UBERON:0002369	84364
UBERON:0002030	874
UBERON:0001013	949
UBERON:0001675	2115
UBERON:0001295	9739
UBERON:0002240	23446
UBERON:0002030	51614
UBERON:0002185	2114
UBERON:0000007	403341
UBERON:0000948	153579
UBERON:0002367	55033
UBERON:0001893	1114
UBERON:0001235	23230
UBERON:0000178	57647
UBERON:0001891	5864
UBERON:0002369	11277
UBERON:0002082	3945
UBERON:0000995	1936
UBERON:0002371	6039
UBERON:0002369	23523
UBERON:0001295	649
UBERON:0000955	728239
UBERON:0000178	3597
UBERON:0003126	60509
UBERON:0002048	196527
UBERON:0001675	260425
UBERON:0002037	4832
UBERON:0000057	10955
UBERON:0000992	93166
UBERON:0000992	5919
UBERON:0000995	4121
UBERON:0002185	4627
UBERON:0001295	81846
UBERON:0001013	5328
UBERON:0002048	3693
UBERON:0001891	131118
UBERON:0002185	166824
UBERON:0002107	56606
UBERON:0000473	127602
UBERON:0001675	5727
UBERON:0002371	55262
UBERON:0001296	342926
UBERON:0000029	79980
UBERON:0001044	10741
UBERON:0002046	90338
UBERON:0000057	7264
UBERON:0000955	201163
UBERON:0000007	8729
UBERON:0002048	896
UBERON:0000996	79098
UBERON:0000178	79734
UBERON:0002082	6300
UBERON:0000473	5071
UBERON:0001235	79869
UBERON:0002082	8821
UBERON:0002037	126298
UBERON:0001044	4057
UBERON:0001235	79707
UBERON:0002037	8822
UBERON:0000057	1836
UBERON:0000996	132789
UBERON:0002369	4629
UBERON:0001893	1299
UBERON:0001013	4627
UBERON:0002030	64114
UBERON:0001225	9577
UBERON:0002030	10956
UBERON:0001235	11311
UBERON:0001135	9703
UBERON:0000473	134353
UBERON:0001675	25769
UBERON:0001891	6710
UBERON:0000948	23556
UBERON:0002081	775
UBERON:0000955	55852
UBERON:0002046	22950
UBERON:0000473	728075
UBERON:0001013	2810
UBERON:0001891	54928
UBERON:0000029	63977
UBERON:0001225	83667
UBERON:0000948	80145
UBERON:0002240	5375
UBERON:0000178	6874
UBERON:0000997	5016
UBERON:0002367	143888
UBERON:0002081	51144
UBERON:0002369	83786
UBERON:0000002	1359
UBERON:0001013	439921
UBERON:0000995	23478
UBERON:0000178	53916
UBERON:0000948	2788
UBERON:0000995	54780
UBERON:0000473	9947
UBERON:0002107	23150
UBERON:0000057	8493
UBERON:0002185	5496
UBERON:0000002	4863
UBERON:0001891	115703
UBERON:0000002	23650
UBERON:0000029	80231
UBERON:0000955	2782
UBERON:0000948	7837
UBERON:0000473	23549
UBERON:0001891	5786
UBERON:0000948	7123
UBERON:0000948	261729
UBERON:0001013	254427
UBERON:0000029	6170
UBERON:0000029	231
UBERON:0002030	667
UBERON:0002046	89891
UBERON:0002107	9830
UBERON:0001044	8243
UBERON:0000996	6249
UBERON:0002371	80790
UBERON:0003126	55829
UBERON:0002048	91526
UBERON:0002240	9793
UBERON:0002037	3098
UBERON:0000057	4154
UBERON:0001225	2016
UBERON:0002185	1770
UBERON:0002369	10663
UBERON:0001135	10897
UBERON:0001235	6302
UBERON:0000007	84153
UBERON:0000997	5523
UBERON:0000948	58486
UBERON:0000955	51172
UBERON:0000995	1627
UBERON:0000029	57053
UBERON:0001225	8508
UBERON:0000178	4193
UBERON:0002369	6833
UBERON:0002240	8760
UBERON:0000955	65250
UBERON:0000057	55740
UBERON:0000029	168667
UBERON:0000992	80821
UBERON:0002107	117153
UBERON:0002371	3267
UBERON:0000007	129831
UBERON:0002046	6837
UBERON:0000473	84528
UBERON:0001896	4897
UBERON:0001295	80781
UBERON:0001225	22925
UBERON:0000955	53834
UBERON:0001044	2672
UBERON:0002369	54758
UBERON:0000178	348378
UBERON:0002082	909
UBERON:0000948	81539
UBERON:0002037	3054
UBERON:0000178	192134
UBERON:0001013	3991
UBERON:0001225	7260
UBERON:0002371	6813
UBERON:0002082	23099
UBERON:0000948	5525
UBERON:0002107	9973
UBERON:0000997	55076
UBERON:0000955	203286
UBERON:0001296	65056
UBERON:0000955	6444
UBERON:0000029	10807
UBERON:0003126	202
UBERON:0001675	4942
UBERON:0000995	23414
UBERON:0001896	220296
UBERON:0001296	51386
UBERON:0000473	124245
UBERON:0000057	6386
UBERON:0000057	10979
UBERON:0001225	80022
UBERON:0000002	730
UBERON:0000948	51294
UBERON:0000473	8175
UBERON:0001013	63929
UBERON:0001675	687
UBERON:0000007	55683
UBERON:0000178	64407
UBERON:0002240	85440
UBERON:0002240	50865
UBERON:0002037	81551
UBERON:0002048	23585
UBERON:0000057	8726
UBERON:0001013	9422
UBERON:0001675	23347
UBERON:0003126	1302
UBERON:0002030	1207
UBERON:0000955	11144
UBERON:0000948	11162
UBERON:0001675	3698
UBERON:0002107	51365
UBERON:0000057	57684
UBERON:0001891	203547
UBERON:0001296	23177
UBERON:0000473	91147
UBERON:0000955	200765
UBERON:0000473	9542
UBERON:0000948	51778
UBERON:0000057	90806
UBERON:0000955	84861
UBERON:0001296	4684
UBERON:0000948	8862
UBERON:0000057	10699
UBERON:0002240	4718
UBERON:0000057	4907
UBERON:0000473	10493
UBERON:0000002	4692
UBERON:0000178	9001
UBERON:0002082	22
UBERON:0002082	7419
UBERON:0000948	4191
UBERON:0001675	157769
UBERON:0002369	4846
UBERON:0000007	9851
UBERON:0000955	246744
UBERON:0002037	83694
UBERON:0001891	60484
UBERON:0002107	6392
UBERON:0001044	2595
UBERON:0001891	22920
UBERON:0001225	2261
UBERON:0002081	100101467
UBERON:0000002	7205
UBERON:0002037	80778
UBERON:0000178	22861
UBERON:0002046	6542
UBERON:0001235	3217
UBERON:0002107	54993
UBERON:0002369	4637
UBERON:0001675	29767
UBERON:0001044	29071
UBERON:0002082	23263
UBERON:0001896	55859
UBERON:0000178	5479
UBERON:0002030	84898
UBERON:0001013	119548
UBERON:0000029	8525
UBERON:0000955	127943
UBERON:0000948	6840
UBERON:0001675	64856
UBERON:0002107	873
UBERON:0000473	80210
UBERON:0000473	55063
UBERON:0002081	92346
UBERON:0001675	113
UBERON:0002082	28973
UBERON:0002081	6392
UBERON:0000007	1400
UBERON:0002048	858
UBERON:0000178	150696
UBERON:0000178	4601
UBERON:0001896	23348
UBERON:0000007	1280
UBERON:0002367	162967
UBERON:0002369	3219
UBERON:0002367	10924
UBERON:0000178	101
UBERON:0000178	51744
UBERON:0000007	22997
UBERON:0002107	6038
UBERON:0001891	92293
UBERON:0002107	5446
UBERON:0002048	374383
UBERON:0000002	24149
UBERON:0000057	2091
UBERON:0002367	126969
UBERON:0002048	219790
UBERON:0000997	9898
UBERON:0002369	126069
UBERON:0000178	170591
UBERON:0002030	11283
UBERON:0002030	9342
UBERON:0000948	101928601
UBERON:0000057	10016
UBERON:0001891	460
UBERON:0000007	58505
UBERON:0002037	91392
UBERON:0001675	5209
UBERON:0002046	221477
UBERON:0000473	83903
UBERON:0001044	84282
UBERON:0000948	5507
UBERON:0000057	3778
UBERON:0002081	91942
UBERON:0000057	117854
UBERON:0000002	1503
UBERON:0002046	402055
UBERON:0000996	9877
UBERON:0002037	10715
UBERON:0001295	11174
UBERON:0001296	25962
UBERON:0000948	7812
UBERON:0002030	6746
UBERON:0001891	83982
UBERON:0002037	10590
UBERON:0001295	64764
UBERON:0002369	9766
UBERON:0001295	203523
UBERON:0000473	57623
UBERON:0001896	54753
UBERON:0002369	23350
UBERON:0002240	56882
UBERON:0001896	10580
UBERON:0001896	64077
UBERON:0001896	2764
UBERON:0002081	51194
UBERON:0001891	6853
UBERON:0000955	60682
UBERON:0000057	79180
UBERON:0001235	2683
UBERON:0000178	8603
UBERON:0002082	10922
UBERON:0002046	163702
UBERON:0002185	7132
UBERON:0000948	10295
UBERON:0000178	5583
UBERON:0000473	7804
UBERON:0001013	3150
UBERON:0001296	64123
UBERON:0000007	81562
UBERON:0000057	5883
UBERON:0001893	6447
UBERON:0000002	254102
UBERON:0001235	59350
UBERON:0001675	51752
UBERON:0001891	56674
UBERON:0002240	8939
UBERON:0001225	117177
UBERON:0000955	4709
UBERON:0000057	91283
UBERON:0002240	84932
UBERON:0002046	54986
UBERON:0000007	11258
UBERON:0000948	56099
UBERON:0001896	3799
UBERON:0001893	8437
UBERON:0001295	57187
UBERON:0001135	6659
UBERON:0002367	84661
UBERON:0000178	129563
UBERON:0002046	23161
UBERON:0000473	50807
UBERON:0001296	7188
UBERON:0002369	219537
UBERON:0000178	222236
UBERON:0000473	7175
UBERON:0001044	158584
UBERON:0000955	29887
UBERON:0000955	747
UBERON:0002369	26153
UBERON:0001295	3912
UBERON:0002107	8079
UBERON:0000948	9144
UBERON:0002046	199777
UBERON:0001896	23390
UBERON:0002046	25957
UBERON:0002107	51311
UBERON:0002107	3106
UBERON:0001013	9322
UBERON:0001296	25923
UBERON:0002107	1270
UBERON:0001296	663
UBERON:0000178	3091
UBERON:0000997	57533
UBERON:0000057	6451
UBERON:0000057	6450
UBERON:0000992	55209
UBERON:0001896	9360
UBERON:0000473	6908
UBERON:0000178	8315
UBERON:0002369	80726
UBERON:0002048	4680
UBERON:0001891	9643
UBERON:0000997	83998
UBERON:0001675	1185
UBERON:0000057	1054
UBERON:0002369	286410
UBERON:0001296	5069
UBERON:0000955	79656
UBERON:0001135	8763
UBERON:0000057	1749
UBERON:0002048	147463
UBERON:0000029	201163
UBERON:0003126	29071
UBERON:0000178	2633
UBERON:0002046	5613
UBERON:0001893	51310
UBERON:0002046	8869
UBERON:0001896	57348
UBERON:0002081	144809
UBERON:0002240	7107
UBERON:0002107	81031
UBERON:0002046	1657
UBERON:0002082	2631
UBERON:0002030	6712
UBERON:0000029	84941
UBERON:0000955	26033
UBERON:0002107	55246
UBERON:0000992	345930
UBERON:0002082	10117
UBERON:0002371	3832
UBERON:0002240	220963
UBERON:0000057	148867
UBERON:0001235	10564
UBERON:0002240	2782
UBERON:0001675	5436
UBERON:0002081	8707
UBERON:0001891	399694
UBERON:0000029	8434
UBERON:0000029	3312
UBERON:0002369	8174
UBERON:0000473	340529
UBERON:0001295	7153
UBERON:0000473	6659
UBERON:0000955	653319
UBERON:0001896	5905
UBERON:0002371	146705
UBERON:0002037	54861
UBERON:0000996	25802
UBERON:0002048	10232
UBERON:0002240	1207
UBERON:0002048	5939
UBERON:0000955	166647
UBERON:0002030	29934
UBERON:0002030	10946
UBERON:0001675	9848
UBERON:0000473	64783
UBERON:0000002	26122
UBERON:0002046	5873
UBERON:0001225	286077
UBERON:0001013	64771
UBERON:0002082	146691
UBERON:0001235	1113
UBERON:0000002	6586
UBERON:0001295	10730
UBERON:0002369	26277
UBERON:0000007	730094
UBERON:0000996	1282
UBERON:0002107	6924
UBERON:0002081	5571
UBERON:0001044	55650
UBERON:0000995	78988
UBERON:0001044	9563
UBERON:0001891	80184
UBERON:0001135	2316
UBERON:0001891	64110
UBERON:0002367	137209
UBERON:0002048	9496
UBERON:0001013	140876
UBERON:0001225	5091
UBERON:0000007	51626
UBERON:0001891	1307
UBERON:0000178	6778
UBERON:0001896	4809
UBERON:0000995	5178
UBERON:0002240	128414
UBERON:0000955	27285
UBERON:0001296	5981
UBERON:0000007	54902
UBERON:0002367	286749
UBERON:0001235	79581
UBERON:0000002	23067
UBERON:0000002	91607
UBERON:0000948	4701
UBERON:0000057	26157
UBERON:0000057	54439
UBERON:0000178	6827
UBERON:0002240	9849
UBERON:0003126	831
UBERON:0000178	6416
UBERON:0001013	8766
UBERON:0000473	9543
UBERON:0002037	2802
UBERON:0001896	6558
UBERON:0000992	3875
UBERON:0000948	55636
UBERON:0000029	5127
UBERON:0001896	26052
UBERON:0000178	79183
UBERON:0001891	146198
UBERON:0000029	94101
UBERON:0001891	83448
UBERON:0002240	8661
UBERON:0000002	79691
UBERON:0002048	51294
UBERON:0000057	3428
UBERON:0002048	83786
UBERON:0003126	5212
UBERON:0002046	112752
UBERON:0002048	60436
UBERON:0002037	23281
UBERON:0001896	5048
UBERON:0002082	220213
UBERON:0000955	8851
UBERON:0002048	10319
UBERON:0000996	286077
UBERON:0002107	11274
UBERON:0001675	57674
UBERON:0000997	26276
UBERON:0000997	219743
UBERON:0000473	84798
UBERON:0000029	3633
UBERON:0000955	8760
UBERON:0001295	6228
UBERON:0000997	4001
UBERON:0000057	4350
UBERON:0002107	137964
UBERON:0001013	1284
UBERON:0000029	7096
UBERON:0001675	54558
UBERON:0001896	23328
UBERON:0002081	55033
UBERON:0000007	55791
UBERON:0002371	79364
UBERON:0002107	55638
UBERON:0001296	22954
UBERON:0002240	91298
UBERON:0002030	55841
UBERON:0002369	1186
UBERON:0001296	7343
UBERON:0002107	5106
UBERON:0000029	6598
UBERON:0000473	3934
UBERON:0000995	1019
UBERON:0000473	7283
UBERON:0000178	22823
UBERON:0002030	91653
UBERON:0001044	55486
UBERON:0000007	653583
UBERON:0000948	79912
UBERON:0002367	6228
UBERON:0002240	56990
UBERON:0000992	54906
UBERON:0001891	90673
UBERON:0001225	8876
UBERON:0001295	55033
UBERON:0001675	5295
UBERON:0001135	8239
UBERON:0002046	10629
UBERON:0000948	78986
UBERON:0000948	144348
UBERON:0002369	7516
UBERON:0001225	57476
UBERON:0002369	728294
UBERON:0000057	26230
UBERON:0001235	29803
UBERON:0002367	353
UBERON:0000002	51690
UBERON:0000178	60673
UBERON:0000178	8905
UBERON:0002037	398
UBERON:0001044	2222
UBERON:0000473	84259
UBERON:0002107	4817
UBERON:0002367	203197
UBERON:0000997	79671
UBERON:0002367	84859
UBERON:0001896	11168
UBERON:0000955	9778
UBERON:0000178	27020
UBERON:0002082	201140
UBERON:0001235	84915
UBERON:0001295	79989
UBERON:0000029	1284
UBERON:0003126	220002
UBERON:0000473	85440
UBERON:0001013	7414
UBERON:0000996	8460
UBERON:0002107	4494
UBERON:0001896	2566
UBERON:0001295	160851
UBERON:0001893	23254
UBERON:0000178	79932
UBERON:0000178	254225
UBERON:0002037	1797
UBERON:0002081	10413
UBERON:0001896	89795
UBERON:0001295	83666
UBERON:0000007	56605
UBERON:0000948	55333
UBERON:0002369	8728
UBERON:0000473	3382
UBERON:0001235	55092
UBERON:0002046	25849
UBERON:0000057	79774
UBERON:0001296	10594
UBERON:0001225	8853
UBERON:0002367	5934
UBERON:0002030	6892
UBERON:0000057	11329
UBERON:0001235	125
UBERON:0003126	10350
UBERON:0001044	3685
UBERON:0000057	55337
UBERON:0002369	51593
UBERON:0000996	1580
UBERON:0001013	29763
UBERON:0002107	4837
UBERON:0001893	6601
UBERON:0001891	9638
UBERON:0001225	80114
UBERON:0002037	3708
UBERON:0001235	64061
UBERON:0003126	79098
UBERON:0001135	4363
UBERON:0002371	55356
UBERON:0000473	90141
UBERON:0001013	4810
UBERON:0003126	54845
UBERON:0002048	7130
UBERON:0001235	9069
UBERON:0000007	10520
UBERON:0000178	126321
UBERON:0001296	3690
UBERON:0002369	150
UBERON:0000948	333929
UBERON:0000992	25805
UBERON:0000995	1288
UBERON:0002107	10559
UBERON:0001675	481
UBERON:0002037	57541
UBERON:0000178	3738
UBERON:0001044	8323
UBERON:0000955	92126
UBERON:0000057	58495
UBERON:0002081	10207
UBERON:0000997	23589
UBERON:0002371	29117
UBERON:0002030	9252
UBERON:0000178	6430
UBERON:0002240	81551
UBERON:0000948	344148
UBERON:0001296	2140
UBERON:0000992	57519
UBERON:0001896	9201
UBERON:0002185	10205
UBERON:0000996	81488
UBERON:0000473	23568
UBERON:0002369	5757
UBERON:0001891	4676
UBERON:0001296	5586
UBERON:0002046	54674
UBERON:0000996	728340
UBERON:0002240	22911
UBERON:0002367	1278
UBERON:0000178	88745
UBERON:0000948	80097
UBERON:0002048	4609
UBERON:0000473	56113
UBERON:0000995	10410
UBERON:0000007	95681
UBERON:0001296	53371
UBERON:0002048	4057
UBERON:0000178	10978
UBERON:0002030	5531
UBERON:0001225	196527
UBERON:0003126	81558
UBERON:0002369	65990
UBERON:0002081	23363
UBERON:0001295	60681
UBERON:0001225	53343
UBERON:0000178	56983
UBERON:0002107	90655
UBERON:0002081	4189
UBERON:0002371	7913
UBERON:0001896	55588
UBERON:0001225	83707
UBERON:0002369	100049587
UBERON:0001235	7178
UBERON:0002369	2050
UBERON:0000178	55959
UBERON:0002048	283849
UBERON:0000178	56477
UBERON:0002048	2328
UBERON:0001675	5318
UBERON:0000955	5869
UBERON:0001891	27242
UBERON:0002037	9912
UBERON:0001891	155066
UBERON:0001295	1523
UBERON:0001296	84662
UBERON:0002030	124044
UBERON:0003126	7041
UBERON:0001225	129285
UBERON:0001675	64393
UBERON:0002107	1129
UBERON:0001891	254778
UBERON:0000996	3212
UBERON:0002107	5682
UBERON:0000995	10492
UBERON:0002081	427
UBERON:0001135	53339
UBERON:0001893	51761
UBERON:0002037	51704
UBERON:0002367	255104
UBERON:0000057	147463
UBERON:0001675	6678
UBERON:0002048	25798
UBERON:0001225	8495
UBERON:0002107	404281
UBERON:0000955	4585
UBERON:0000948	51390
UBERON:0000057	59339
UBERON:0000007	5863
UBERON:0001013	10249
UBERON:0000029	6693
UBERON:0002030	79718
UBERON:0000178	28960
UBERON:0003126	55909
UBERON:0001044	79762
UBERON:0002048	358
UBERON:0000057	9966
UBERON:0000057	1580
UBERON:0001893	4651
UBERON:0002046	83590
UBERON:0002240	399979
UBERON:0001295	54802
UBERON:0000473	128653
UBERON:0001675	29968
UBERON:0002367	6692
UBERON:0000029	55501
UBERON:0000029	440829
UBERON:0002030	2972
UBERON:0001891	5708
UBERON:0000007	55741
UBERON:0002185	444
UBERON:0000178	245937
UBERON:0001893	1465
UBERON:0000955	51555
UBERON:0001235	5257
UBERON:0001296	22955
UBERON:0001893	54332
UBERON:0000473	8725
UBERON:0002371	57696
UBERON:0002082	3250
UBERON:0000955	79057
UBERON:0000002	6403
UBERON:0002030	23608
UBERON:0000992	9775
UBERON:0001896	79641
UBERON:0002081	6840
UBERON:0000948	84340
UBERON:0001893	288
UBERON:0001235	9394
UBERON:0000955	55086
UBERON:0002369	256329
UBERON:0001225	7514
UBERON:0001296	54956
UBERON:0001893	2152
UBERON:0001893	8567
UBERON:0002185	1316
UBERON:0002048	100507055
UBERON:0001891	402665
UBERON:0002037	50614
UBERON:0002046	7436
UBERON:0002367	23336
UBERON:0002081	10749
UBERON:0000002	54543
UBERON:0001675	8543
UBERON:0000002	2309
UBERON:0001896	55607
UBERON:0002107	55177
UBERON:0000473	128954
UBERON:0002081	1397
UBERON:0001013	22872
UBERON:0002185	56647
UBERON:0000955	80263
UBERON:0001225	23254
UBERON:0000007	9733
UBERON:0002371	150372
UBERON:0002081	144100
UBERON:0001225	9073
UBERON:0002107	83590
UBERON:0002030	5592
UBERON:0001135	9531
UBERON:0001013	116159
UBERON:0001235	54704
UBERON:0001295	4048
UBERON:0002082	3784
UBERON:0002030	57402
UBERON:0002371	6251
UBERON:0001675	81796
UBERON:0000948	3090
UBERON:0000178	5431
UBERON:0000992	79728
UBERON:0002030	84518
UBERON:0001295	128239
UBERON:0000948	26071
UBERON:0000995	11142
UBERON:0002185	6748
UBERON:0001295	159090
UBERON:0000002	5740
UBERON:0000029	10161
UBERON:0001225	89953
UBERON:0000002	5655
UBERON:0001896	23545
UBERON:0002185	113791
UBERON:0000997	5335
UBERON:0002107	100506658
UBERON:0002185	6729
UBERON:0001044	415116
UBERON:0000002	85360
UBERON:0000473	2661
UBERON:0002037	9270
UBERON:0000473	81873
UBERON:0002046	64759
UBERON:0001013	3221
UBERON:0000996	493
UBERON:0001044	23474
UBERON:0000997	22992
UBERON:0001044	118788
UBERON:0002367	8532
UBERON:0001044	66005
UBERON:0001225	9887
UBERON:0002037	6483
UBERON:0002369	4112
UBERON:0000057	100526767
UBERON:0001235	2289
UBERON:0002107	5648
UBERON:0002240	2222
UBERON:0002107	5836
UBERON:0001893	9369
UBERON:0001013	54875
UBERON:0001044	9026
UBERON:0000178	84993
UBERON:0001896	4905
UBERON:0001891	404672
UBERON:0000029	3491
UBERON:0001225	80148
UBERON:0000002	57685
UBERON:0000948	6921
UBERON:0000955	26232
UBERON:0001013	7468
UBERON:0003126	55718
UBERON:0002371	10097
UBERON:0001013	2241
UBERON:0001225	9476
