:START_ID(Compound)	:END_ID(Gene)
DB00188	2647
DB01590	23481
DB01211	56654
DB00748	4931
DB00367	10606
DB00170	991
DB01092	1514
DB00441	6421
DB00443	4097
DB01177	5520
DB00999	5708
DB06589	6241
DB00374	661
DB01008	10190
DB00999	291
DB00358	5529
DB01103	9212
DB00443	8877
DB01177	146909
DB00154	10617
DB00223	25803
DB01014	9801
DB00857	5796
DB00444	991
DB00755	51293
DB02546	8884
DB01177	22944
DB00861	9801
DB00968	55256
DB01008	3300
DB00242	5347
DB00928	7105
DB00694	890
DB00997	7705
DB00648	2697
DB00412	2288
DB00443	51450
DB00762	23518
DB08860	533
DB06623	2697
DB02546	10112
DB00288	5796
DB00928	162
DB00444	7296
DB00970	23636
DB00461	5529
DB01024	8603
DB00970	23160
DB06287	2107
DB00361	7994
DB01590	9688
DB09020	991
DB01034	1351
DB00906	637
DB00305	1808
DB00671	4043
DB00550	54512
DB00877	51293
DB08877	10904
DB00481	672
DB01179	2109
DB01396	10732
DB00749	6382
DB00261	2063
DB01590	27341
DB00444	6790
DB08916	3485
DB00409	533
DB01222	5909
DB01103	51031
DB00444	79718
DB00445	6877
DB00472	6192
DB02546	1445
DB00374	9270
DB01103	3337
DB00426	7076
DB00947	4175
DB01095	9816
DB00523	51466
DB01262	51116
DB00793	5111
DB00317	3329
DB00175	200734
DB00563	10024
DB08866	9124
DB00843	10123
DB01103	23438
DB00641	6390
DB00398	84722
DB06287	26278
DB00481	5026
DB09020	54535
DB00188	6839
DB01095	51514
DB00305	7048
DB00223	8520
DB00576	994
DB00679	27349
DB01628	51021
DB00610	1212
DB00987	27316
DB00170	5427
DB01420	4172
DB06287	207
DB00196	2037
DB00635	64429
DB00415	8531
DB00679	4712
DB01092	2745
DB01095	51293
DB01092	22845
DB01175	7106
DB01254	10190
DB00481	79850
DB00441	1477
DB00694	9529
DB08911	81620
DB01235	994
DB00822	10112
DB00481	661
DB01420	5050
DB08866	874
DB00928	8743
DB00441	55818
DB00390	10732
DB00715	6723
DB04865	2237
DB00947	51015
DB00783	3960
DB00091	11007
DB00563	9928
DB00441	2553
DB01030	25836
DB01024	27436
DB00309	11041
DB00398	22889
DB01234	7042
DB01095	6182
DB00857	79902
DB01273	351
DB01024	8312
DB00227	4792
DB00367	11004
DB00675	6192
DB04865	2013
DB01188	8607
DB00679	2189
DB04573	5255
DB00398	39
DB06287	79080
DB00619	56654
DB00968	5965
DB06804	6839
DB00283	54205
DB00398	1660
DB01425	10318
DB08881	10381
DB00227	9183
DB00626	26520
DB00441	10969
DB01030	466
DB01273	6119
DB00381	79902
DB06287	10055
DB00755	10362
DB00530	6117
DB01394	6038
DB01137	11044
DB00585	5108
DB00831	200081
DB00694	1398
DB00261	10682
DB00960	1500
DB00947	9918
DB04865	66008
DB00398	166647
DB00374	54881
DB00740	5438
DB01092	22796
DB00404	23338
DB00947	79902
DB00361	8318
DB01248	7153
DB00392	10190
DB00648	388650
DB00575	57761
DB00417	51001
DB08912	5829
DB04573	4780
DB00398	11065
DB01590	5983
DB01406	11200
DB00688	9133
DB00494	6461
DB01179	9212
DB01254	85377
DB01204	7088
DB01179	11223
DB00398	57405
DB00170	2771
DB06287	9238
DB00541	1050
DB00162	1070
DB00688	991
DB00367	27338
DB00188	2319
DB00301	1808
DB06804	7106
DB00398	9836
DB08860	80746
DB01095	1212
DB01188	79077
DB00508	3978
DB06287	5704
DB06287	7982
DB02546	54821
DB00317	1351
DB00374	54663
DB06803	332
DB00822	1027
DB00563	3157
DB04572	4313
DB01590	79568
DB00613	51293
DB06287	9217
DB00641	51491
DB00441	2491
DB08911	9518
DB01053	10797
DB00170	9324
DB00305	259266
DB00170	1353
DB00877	58478
DB01092	2542
DB01197	10221
DB06287	64682
DB00585	6714
DB00309	10007
DB00374	3336
DB01092	50485
DB08916	81
DB08901	595
DB08916	5427
DB00563	10528
DB00694	10038
DB08916	1642
DB01268	23512
DB00831	10398
DB00367	79902
DB06803	10036
DB09020	8607
DB08877	7106
DB01406	993
DB01188	991
DB00694	7372
DB00481	10036
DB01024	4140
DB00390	10456
DB01396	6117
DB08966	51635
DB00643	79071
DB00987	81930
DB08604	5347
DB01137	65057
DB06287	3422
DB00441	11137
DB01129	57215
DB00444	5110
DB00367	11098
DB00305	7874
DB00481	23139
DB00441	3646
DB00206	51026
DB00822	10273
DB00857	9289
DB09020	8266
DB00773	332
DB00641	1033
DB00947	55011
DB00947	55165
DB01177	7862
DB00755	7837
DB00997	23435
DB01105	10190
DB00997	2091
DB08916	3978
DB00694	6166
DB01204	2091
DB01241	55699
DB08860	27338
DB00481	1399
DB01229	7358
DB00947	56992
DB00227	51001
DB04942	9531
DB00717	890
DB02300	10112
DB08916	4726
DB00570	9761
DB06287	5717
DB00091	10733
DB00773	1994
DB06216	3485
DB08911	5442
DB01273	5531
DB00570	7319
DB00305	55288
DB06589	10489
DB01254	1490
DB01179	256364
DB00671	10797
DB00387	6382
DB00091	3312
DB00679	23076
DB02546	5427
DB01103	6192
DB00367	2821
DB09020	25803
DB01273	89941
DB08916	2064
DB00170	6670
DB01103	9709
DB01034	7153
DB00990	64943
DB00997	26953
DB06616	8870
DB01004	9518
DB00162	4925
DB01590	8192
DB00445	55035
DB02546	79080
DB01590	64429
DB00444	3181
DB00715	4282
DB01008	6804
DB08901	5696
DB00877	65083
DB04572	55893
DB00960	5373
DB00408	2034
DB06803	9133
DB00762	2305
DB00206	23658
DB00445	23609
DB00417	10038
DB00641	11157
DB00445	10179
DB01590	5696
DB00857	23480
DB00970	4609
DB00305	55732
DB00970	54881
DB00398	10036
DB00679	7283
DB00641	4927
DB08911	5621
DB00523	128
DB00943	5111
DB01024	29080
DB00188	80212
DB00317	9221
DB04865	8099
DB06144	54681
DB00229	7106
DB01179	22827
DB06803	10273
DB01119	10318
DB00188	403
DB08912	595
DB00170	7153
DB06589	55893
DB00523	51293
DB01197	22926
DB00322	5347
DB00541	5018
DB00245	991
DB01149	29082
DB00928	22883
DB01254	7168
DB00441	7153
DB00188	10682
DB01590	51078
DB00443	390
DB00679	2146
DB00960	388650
DB00887	23406
DB01098	2958
DB01188	60528
DB06803	11065
DB00553	1978
DB00675	10360
DB08912	51491
DB00679	79075
DB00997	9798
DB00244	2771
DB00643	51514
DB01254	890
DB01254	4616
DB09020	3385
DB00570	3221
DB01034	57819
DB00624	6697
DB01268	2582
DB00444	23204
DB00441	81929
DB00968	6990
DB01095	7168
DB00643	7107
DB01118	51116
DB00857	64745
DB00715	1434
DB00602	60528
DB08860	6119
DB00620	7168
DB04865	1019
DB00390	2745
DB01179	8518
DB00762	3998
DB00688	572
DB08911	960
DB08912	7262
DB01103	29925
DB01013	51514
DB01030	8050
DB01030	23350
DB00630	11232
DB08860	6599
DB01208	200734
DB06803	7083
DB00947	10940
DB00570	79733
DB00206	58533
DB00570	26007
DB00417	6894
DB00374	11007
DB08881	6427
DB01590	3396
DB01156	10190
DB00206	51282
DB00570	79022
DB01366	51056
DB00398	4860
DB00822	51160
DB00675	23210
DB01030	80746
DB02300	11098
DB00305	9787
DB00570	5096
DB01268	51116
DB00530	5052
DB00398	9440
DB08911	6461
DB00997	22974
DB00643	1213
DB00091	5529
DB01248	7374
DB00928	2821
DB00541	256364
DB00843	84617
DB00787	2548
DB00162	10362
DB00643	27430
DB01229	7105
DB01234	79080
DB01095	54962
DB00390	64429
DB00180	1759
DB01034	8884
DB00997	55775
DB01179	3303
DB00602	79075
DB01092	91137
DB00997	10460
DB01254	3725
DB00523	7106
DB00541	10670
DB06155	7298
DB00444	989
DB08912	27340
DB00679	54962
DB01067	4478
DB00390	56910
DB00544	2697
DB01204	27346
DB01095	3066
DB00970	899
DB00444	3838
DB01092	11137
DB01590	991
DB08860	3033
DB00170	9924
DB00762	9060
DB01273	81539
DB00694	10921
DB00360	960
DB00717	80758
DB00361	25874
DB00643	8649
DB01394	51015
DB00398	23326
DB00390	11007
DB01394	9833
DB08901	7358
DB01600	4931
DB00206	9470
DB01074	51728
DB01177	7398
DB01118	79080
DB00715	27341
DB04868	7153
DB01420	3033
DB00188	54958
DB08865	4522
DB04842	51282
DB00227	142
DB00857	6627
DB00309	10434
DB00641	51184
DB00860	8870
DB01008	2064
DB00738	2582
DB00877	54512
DB00570	7915
DB01074	9761
DB00481	56915
DB00641	10197
DB01406	9700
DB00398	11339
DB08881	51728
DB00996	9133
DB08865	23463
DB01092	3275
DB00882	5438
DB01590	5909
DB00624	3978
DB01024	1453
DB00367	5984
DB08901	10617
DB04865	2139
DB00648	1788
DB08860	4651
DB00253	8914
DB01234	51450
DB01188	2305
DB00390	79754
DB00694	55272
DB00227	5982
DB00550	8243
DB00947	10615
DB00374	10329
DB01392	5216
DB01396	29088
DB08865	56926
DB00643	9133
DB00091	26155
DB00688	9221
DB00563	55355
DB00877	80758
DB00669	1738
DB06804	4172
DB00694	64783
DB01034	8607
DB00305	6184
DB01396	471
DB06589	7837
DB00947	113457
DB00762	9793
DB01083	6182
DB00523	7088
DB00877	1537
DB00846	8914
DB00762	6251
DB01179	57149
DB01030	56984
DB00675	11098
DB00091	1841
DB00289	22796
DB00575	831
DB01396	5836
DB00170	81542
DB01103	79711
DB01166	51569
DB08881	79071
DB01179	5696
DB00481	81620
DB00091	25788
DB00227	55226
DB00305	28957
DB08901	51081
DB00570	29929
DB08901	54962
DB00206	1633
DB00444	1662
DB00091	2037
DB08912	3956
DB08860	5684
DB00570	6697
DB00205	1058
DB00353	6284
DB00947	11339
DB00822	11098
DB00390	5018
DB00947	991
DB00776	6382
DB01600	29083
DB00305	11142
DB00508	8520
DB00481	64757
DB04865	10904
DB00570	5236
DB08877	8624
DB01396	7372
DB00390	664
DB00541	25874
DB01254	11157
DB04865	10970
DB00170	11335
DB00426	51293
DB00227	23378
DB01396	28958
DB08901	1965
DB00188	79081
DB00091	54478
DB01204	7153
DB04573	51056
DB01016	11044
DB00934	991
DB01014	10797
DB08881	3157
DB00715	11041
DB08860	595
DB00997	55272
DB00374	22934
DB00481	51015
DB01095	332
DB00374	1978
DB08865	55038
DB00704	991
DB00170	22908
DB01100	10273
DB04842	80758
DB08911	3628
DB00434	142
DB01115	291
DB00995	4927
DB00361	11200
DB01259	6382
DB08881	51495
DB00857	1861
DB08860	8204
DB00563	9787
DB00539	991
DB00591	54733
DB00444	23463
DB08911	23594
DB00877	10969
DB08866	1633
DB00853	1738
DB06287	65993
DB01396	328
DB01208	10273
DB00367	5720
DB00679	9837
DB00846	9289
DB01179	11188
DB00857	9270
DB00220	22934
DB01396	1050
DB01177	7153
DB00947	26519
DB01024	55299
DB00445	26520
DB01296	22827
DB08860	8872
DB00223	1846
DB01204	23047
DB01188	9700
DB00205	9133
DB01030	983
DB02546	55635
DB08974	7153
DB08860	7324
DB01261	23180
DB01074	10112
DB00091	5424
DB00854	54205
DB00367	10038
DB06803	3978
DB00404	9817
DB00206	902
DB01179	142
DB00715	5216
DB00205	1983
DB00481	5982
DB06803	5825
DB00997	27346
DB00602	9787
DB00541	7105
DB00170	51071
DB08800	991
DB00561	7982
DB00903	11004
DB00591	2548
DB01034	2631
DB08865	2958
DB01074	5422
DB00091	5347
DB00854	11011
DB00982	55748
DB00877	51491
DB00305	55699
DB01241	54733
DB00417	8624
DB08916	990
DB01188	9918
DB00641	10059
DB00319	6461
DB01067	56889
DB01273	1175
DB01179	6470
DB00441	9221
DB01188	24137
DB00215	7106
DB00472	55038
DB00656	5300
DB00518	11065
DB00091	55872
DB00762	11343
DB06589	51375
DB06718	4931
DB00397	1465
DB01014	8140
DB00641	23076
DB08912	22974
DB04868	5223
DB08912	23511
DB00641	10926
DB00441	23597
DB00877	51116
DB00675	5982
DB00227	54962
DB00732	5796
DB08881	51026
DB00441	6182
DB01095	10969
DB00576	2063
DB01234	5696
DB01222	10123
DB00445	51282
DB00903	3033
DB01268	6192
DB00613	63933
DB00444	80746
DB00570	9847
DB01067	5111
DB01008	5715
DB01092	57019
DB00903	5888
DB08912	10146
DB08916	10856
DB01273	79763
DB04865	8273
DB00576	29978
DB06710	7153
DB00641	51001
DB01074	5050
DB01103	10797
DB00444	29883
DB00444	23028
DB06803	5287
DB00674	79080
DB01578	57016
DB00494	29083
DB00982	23576
DB01171	11065
DB00387	958
DB00694	6491
DB01273	9270
DB08912	51514
DB01229	4175
DB00154	51170
DB06803	890
DB00675	8607
DB00762	9232
DB01249	8884
DB00530	10273
DB01177	9698
DB00444	10236
DB00762	26064
DB04573	5720
DB01095	595
DB06287	10884
DB00390	142
DB00613	5982
DB06151	51635
DB08877	9270
DB00570	79064
DB00445	1022
DB01092	55699
DB06287	22934
DB00170	6192
DB00091	387082
DB00291	891
DB00783	5998
DB00312	10969
DB00679	993
DB00242	24137
DB01137	6832
DB01222	1786
DB00997	83461
DB01034	22794
DB08911	56992
DB00641	993
DB00576	10318
DB00997	9585
DB00774	5708
DB00947	891
DB01092	51324
DB01024	207
DB01224	51293
DB00836	7106
DB04572	211
DB00390	994
DB00305	4172
DB01024	6597
DB00374	4925
DB00641	6632
DB00715	5393
DB00445	9585
DB00877	54517
DB08974	7298
DB08881	1026
DB00518	10972
DB01396	8802
DB01396	80349
DB00390	51019
DB00982	10559
DB00877	10973
DB00834	11098
DB00970	51116
DB00188	3161
DB00773	7153
DB08877	5601
DB00441	8607
DB00866	10969
DB00541	8726
DB00441	3832
DB00643	11200
DB00444	3930
DB00531	55748
DB00244	7416
DB00445	6675
DB01590	1643
DB00445	481
DB00091	5300
DB00620	3486
DB01074	54512
DB00877	51018
DB08916	65083
DB01095	51116
DB01234	3553
DB00244	10112
DB00291	890
DB00715	55699
DB00928	83463
DB00481	54962
DB00541	4174
DB04865	644
DB08911	4436
DB01074	7167
DB00481	55119
DB00570	30
DB04573	8574
DB00347	51293
DB09020	79004
DB00697	58478
DB04572	5529
DB00787	3978
DB01177	6182
DB00987	4751
DB00227	64682
DB01044	23029
DB00997	147179
DB00903	55723
DB01013	8870
DB00568	6192
DB01254	1983
DB01273	6184
DB00305	8204
DB00970	10276
DB00443	3956
DB01085	23210
DB00643	6391
DB00600	10273
DB08604	10059
DB08912	10527
DB08865	9837
DB00679	10059
DB04552	79850
DB00398	4144
DB01034	8624
DB00602	6697
DB00982	622
DB00481	22809
DB08865	708
DB00091	10523
DB00331	902
DB01177	3930
DB00987	7272
DB00609	26520
DB00624	79073
DB08881	51202
DB00947	1033
DB00783	81539
DB01273	3315
DB00563	1802
DB00773	7272
DB06803	4043
DB01590	10445
DB08860	22887
DB02546	55702
DB00620	2064
DB08911	54821
DB00398	3312
DB01273	3654
DB08865	10652
DB01165	11044
DB00688	51495
DB08860	4830
DB06803	8607
DB00712	51116
DB01034	54205
DB00443	2697
DB00187	991
DB06228	11044
DB00441	5093
DB01229	4792
DB01092	51019
DB00679	22796
DB00778	27095
DB00445	1398
DB00186	23089
DB00481	55165
DB00787	5715
DB00242	9801
DB00390	11200
DB00854	128
DB01024	6626
DB01006	39
DB01418	10273
DB01054	5708
DB09020	9801
DB02546	51097
DB00305	5894
DB06287	30849
DB00367	4609
DB00445	3838
DB09020	142
DB01357	8531
DB01204	641
DB00970	7737
DB01074	6182
DB06589	8243
DB01222	3303
DB00773	9212
DB00631	23204
DB00987	11065
DB00643	2237
DB00641	24147
DB01254	8520
DB01179	8644
DB00679	79833
DB01204	6790
DB00203	3485
DB00577	79080
DB00309	8520
DB01229	5982
DB08860	10606
DB00441	10926
DB00444	81930
DB01008	10797
DB00877	55178
DB01396	1808
DB00762	9928
DB04573	9093
DB00443	347902
DB06287	6627
DB04868	991
DB00322	5525
DB01396	51650
DB00997	6574
DB08881	8192
DB00244	51116
DB00481	8607
DB00947	6790
DB00762	22883
DB01030	26019
DB00261	7866
DB00982	5110
DB01024	116987
DB00783	51056
DB00381	2146
DB00694	25805
DB00854	11137
DB00367	79590
DB00374	196483
DB00445	11200
DB00810	3312
DB00762	5529
DB06803	25839
DB08916	306
DB08941	23180
DB00877	10055
DB01024	54069
DB01204	22887
DB01590	9238
DB00162	79921
DB00374	8985
DB04868	11098
DB00877	1662
DB00250	1738
DB00443	3303
DB00641	51651
DB00570	6596
DB08911	26001
DB00530	3945
DB00694	6877
DB08877	22889
DB08901	29902
DB00154	55256
DB01254	23649
DB09020	9110
DB04865	6603
DB01008	665
DB00762	9133
DB00591	4860
DB01177	10557
DB00374	80155
DB00783	3486
DB00426	23597
DB00857	54915
DB00570	29978
DB06151	10112
DB00523	291
DB01034	11007
DB00997	4216
DB01254	9270
DB00361	51514
DB06803	201254
DB06803	7153
DB01273	10682
DB01179	2264
DB00305	5525
DB00934	7298
DB00643	6302
DB00854	22796
DB01119	1027
DB01014	22827
DB00738	4925
DB00495	23029
DB00627	6286
DB01261	79094
DB08901	4830
DB08916	11198
DB00227	54512
DB08916	80758
DB09020	8508
DB00374	10606
DB00188	11041
DB00694	3855
DB01030	3181
DB00317	10797
DB00831	9688
DB00679	25926
DB00443	9308
DB04865	5831
DB00570	10972
DB00641	4792
DB08866	1978
DB01229	7319
DB08916	8662
DB00091	9833
DB08901	3956
DB00787	10813
DB00620	4088
DB00928	6810
DB01396	55848
DB01590	1635
DB00390	56954
DB00481	79019
DB00755	79080
DB00762	27316
DB00947	23590
DB00481	332
DB01099	23212
DB00180	9518
DB00947	9704
DB00367	23160
DB00227	79080
DB00643	28986
DB00481	51070
DB01254	23511
DB00390	9690
DB01273	1327
DB00624	3945
DB06287	10606
DB00641	54499
DB00305	57405
DB01030	6166
DB00877	9690
DB00928	7298
DB00252	831
DB00748	5321
DB00361	64418
DB00456	1001
DB06803	124583
DB01299	51293
DB00694	10926
DB02546	9926
DB04865	23623
DB00756	11182
DB08860	23160
DB00584	701
DB01175	23223
DB06803	10572
DB00205	11004
DB00882	10112
DB01273	51647
DB01406	708
DB01188	1723
DB01092	2064
DB01179	6192
DB00679	6119
DB00206	63933
DB04572	388650
DB00968	9270
DB00631	3930
DB01119	9270
DB00972	51056
DB00445	23076
DB08912	6790
DB00947	3329
DB00305	8573
DB00925	7088
DB01074	23404
DB01024	6050
DB00588	7358
DB01222	6347
DB01179	6342
DB01204	2064
DB00374	10007
DB00762	8344
DB00603	23326
DB00242	85236
DB01103	6499
DB06287	51116
DB01394	983
DB01177	81930
DB00877	4839
DB00317	26520
DB04574	6253
DB00481	10051
DB00755	11007
DB00787	1465
DB00715	54069
DB00831	8520
DB01590	4172
DB08860	6192
DB00970	6790
DB06287	10652
DB00982	5525
DB00854	5985
DB01420	8574
DB00671	10398
DB00305	4891
DB00783	8569
DB00715	990
DB00553	1212
DB00613	1738
DB09020	80142
DB01234	7158
DB00810	8480
DB00844	51382
DB01030	23435
DB00305	10460
DB00324	5696
DB00507	9688
DB00361	3206
DB00997	57050
DB00679	9768
DB01239	51116
DB00441	55355
DB00553	2171
DB00374	51388
DB08860	672
DB01179	7263
DB01054	6253
DB01268	55388
DB08865	5831
DB00572	51160
DB00738	54205
DB01179	55070
DB00301	57761
DB00374	10450
DB00694	79609
DB01074	6573
DB00443	23543
DB02546	790
DB00445	91782
DB04865	7086
DB00188	5050
DB01188	891
DB00563	3838
DB06803	51514
DB00620	8520
DB00441	27338
DB01234	2113
DB00367	10221
DB08947	8531
DB08912	6277
DB06803	6697
DB06803	8508
DB01366	51030
DB04865	1978
DB00877	5822
DB01177	23609
DB00631	10024
DB00170	10237
DB01095	10953
DB00445	10797
DB00715	1662
DB00188	1351
DB01273	4521
DB01008	6697
DB01008	10969
DB00631	1062
DB00585	10099
DB00877	54541
DB00755	58478
DB06803	9055
DB00162	22796
DB01248	51024
DB08865	6839
DB00170	155066
DB01396	79077
DB06803	6428
DB08881	10059
DB00229	25984
DB00563	54908
DB00643	51084
DB01406	10131
DB01229	10146
DB04865	50813
DB01104	79080
DB00970	3312
DB00132	22889
DB00091	9493
DB00397	29978
DB00481	170960
DB00541	10972
DB04865	11007
DB01165	5925
DB02546	27000
DB00305	1387
DB01254	2274
DB08881	23659
DB00367	55127
DB00188	622
DB00990	5287
DB00846	55355
DB00694	4216
DB00394	1846
DB06589	23180
DB01623	64943
DB01034	79080
DB00877	10273
DB01034	22974
DB06287	9025
DB00977	9518
DB00928	10131
DB00715	23590
DB01273	80746
DB01030	7994
DB00694	26520
DB00970	7862
DB00242	10131
DB00788	8520
DB00409	51021
DB00444	4751
DB08912	10926
DB00441	23397
DB06287	6428
DB00170	51203
DB01092	84934
DB01092	51112
DB01188	55165
DB01248	22796
DB00398	51495
DB01590	515
DB08916	6427
DB01103	55272
DB06589	4998
DB01254	6675
DB08901	4247
DB00374	10799
DB01092	672
DB00738	11157
DB08865	10969
DB00947	4288
DB01259	8985
DB00783	2263
DB06287	51382
DB00398	9134
DB00188	2305
DB08916	26520
DB01060	23326
DB01103	55644
DB00602	896
DB01103	11325
DB01179	5018
DB08901	516
DB06803	55735
DB00242	259266
DB01098	3491
DB00206	79902
DB00641	79736
DB00390	10092
DB08865	81892
DB00170	5223
DB01092	8607
DB00643	1738
DB01590	4522
DB01177	22827
DB00444	23272
DB00622	5529
DB08916	29796
DB06803	79080
DB00954	994
DB00332	26520
DB00444	3161
DB00305	23331
DB00768	5300
DB00188	8733
DB00755	664
DB00242	890
DB00317	51116
DB00990	7088
DB01156	1429
DB01394	2625
DB00300	1213
DB01288	11182
DB01103	10131
DB00444	8440
DB01074	142
DB06589	7538
DB01254	51081
DB01030	10845
DB00441	908
DB00877	8568
DB00836	991
DB00091	9787
DB01254	22948
DB01074	4605
DB00822	5287
DB00136	64943
DB00882	23076
DB00317	3066
DB04786	533
DB01030	7514
DB00390	79833
DB01273	2539
DB01030	993
DB06706	8607
DB01177	9128
DB01204	84975
DB00518	22889
DB01034	64759
DB00738	3978
DB00091	22974
DB01146	991
DB00444	9690
DB00947	54205
DB08911	79080
DB01204	54915
DB00367	7153
DB00381	22934
DB00390	90956
DB01092	84890
DB08865	7374
DB00361	6118
DB01590	26519
DB09020	10450
DB01099	56652
DB00997	1398
DB00170	7298
DB00954	10606
DB04573	10285
DB01024	54475
DB00188	54939
DB00570	79075
DB01067	5696
DB00091	9319
DB00995	991
DB01177	10926
DB06804	51053
DB00570	582
DB06287	81892
DB08912	5471
DB01030	2956
DB00305	10492
DB00401	2958
DB00603	4609
DB01176	64429
DB09020	29929
DB01229	4927
DB01103	9988
DB00170	8036
DB00305	79071
DB00783	27242
DB09020	1738
DB00390	55222
DB01074	79073
DB00704	22827
DB00170	55748
DB01034	7076
DB00643	1153
DB00903	5427
DB08912	26155
DB00641	10849
DB01103	4144
DB01032	23089
DB01156	3945
DB01103	9133
DB06228	6832
DB00570	54554
DB06287	10856
DB06803	7298
DB08860	4282
DB08877	1643
DB00679	518
DB00477	6118
DB00997	54881
DB00170	7994
DB00091	23076
DB06287	10939
DB00694	23076
DB01103	55035
DB00409	56654
DB00444	983
DB00570	5422
DB08911	5985
DB00481	22974
DB00401	10112
DB04570	994
DB00997	348995
DB00762	10298
DB00523	1429
DB00204	9093
DB01103	26520
DB00762	10165
DB00553	10190
DB01156	55256
DB01024	9874
DB00741	57016
DB01188	10733
DB00390	8269
DB01204	22828
DB01394	11073
DB00481	9868
DB00284	57761
DB00641	1633
DB00643	51026
DB00444	51170
DB00091	10273
DB00481	10460
DB00999	7485
DB00390	25813
DB00679	54478
DB01115	23585
DB08916	1398
DB00131	51056
DB01025	388650
DB02546	1063
DB06589	9842
DB06589	958
DB08865	4175
DB00507	5111
DB00163	133
DB00762	991
DB00807	1500
DB00246	6192
DB02546	90861
DB00227	10885
DB01077	8520
DB00773	1027
DB01024	9188
DB01008	5898
DB00345	26136
DB00928	2109
DB01583	51382
DB08916	5901
DB00613	51282
DB00585	10953
DB00688	55143
DB00762	64682
DB00339	7837
DB00602	899
DB01074	5198
DB01103	26277
DB01034	5696
DB01014	55256
DB00997	9217
DB01030	29083
DB00530	9926
DB00740	1027
DB01204	10523
DB00882	65083
DB06803	55052
DB00877	29107
DB00481	57405
DB00715	4172
DB00866	10797
DB01030	55291
DB01008	22887
DB00205	55355
DB00443	6832
DB00091	8317
DB01092	1155
DB08865	5422
DB01032	5796
DB01222	8878
DB00773	84722
DB08974	8799
DB01158	3682
DB00602	84722
DB00709	9847
DB06287	5471
DB01188	55703
DB01254	284119
DB00206	8624
DB04868	896
DB06803	4001
DB00679	5985
DB00576	1738
DB00782	6241
DB00188	7769
DB01030	1477
DB00444	9493
DB01179	8895
DB01030	23076
DB00835	79080
DB00715	10434
DB00641	9329
DB09020	125058
DB00441	3161
DB00317	4860
DB08912	10940
DB01030	699
DB04865	2817
DB01118	9128
DB01628	10318
DB01034	2091
DB00762	8805
DB00990	11007
DB00928	4668
DB00758	2548
DB01092	79754
DB01273	3692
DB00374	5438
DB00374	23170
DB09020	4521
DB00444	10298
DB00613	10969
DB01580	10318
DB00783	57415
DB01222	9518
DB02546	1052
DB00928	2237
DB00353	23029
DB01092	4016
DB00968	8243
DB00787	23326
DB08916	23277
DB00523	6192
DB00563	949
DB00882	5822
DB00882	79080
DB00188	23326
DB00305	25987
DB01254	8624
DB01034	79642
DB09020	873
DB08901	8834
DB00754	6192
DB01024	2058
DB01103	27292
DB00170	51021
DB08860	9688
DB00444	55355
DB00625	5982
DB00694	1051
DB01273	1398
DB01396	51097
DB00694	171023
DB00305	5468
DB01243	3312
DB01003	23210
DB06804	11004
DB00997	54541
DB00675	6184
DB01092	1445
DB00877	10926
DB01119	51070
DB00783	64781
DB00322	55143
DB00305	58533
DB00773	55775
DB01590	11222
DB01211	26227
DB00291	4172
DB01222	8914
DB01034	891
DB00374	51116
DB00170	11215
DB00567	5216
DB01092	7494
DB00091	9055
DB00787	26020
DB09020	80224
DB01204	55324
DB00443	55120
DB06589	9820
DB00441	1062
DB01396	622
DB00361	293
DB01406	80746
DB00206	22809
DB01253	5796
DB01254	2237
DB08916	7994
DB00227	9212
DB04865	1727
DB00317	2274
DB00523	10362
DB01156	6192
DB06589	114884
DB00398	23210
DB00283	51116
DB00679	5441
DB00877	22809
DB00345	3485
DB01024	23
DB08866	10099
DB08916	9801
DB06616	54512
DB01076	5111
DB01261	3566
DB00389	9801
DB00694	7153
DB00411	23210
DB00717	51116
DB00783	4817
DB00694	11232
DB01103	23241
DB00317	6117
DB01204	5347
DB00688	55038
DB04573	8520
DB09020	124583
DB06803	79902
DB01203	1465
DB01204	50628
DB01177	23076
DB00947	1662
DB04786	10969
DB09020	572
DB00091	55355
DB00822	124583
DB00374	10523
DB00544	5800
DB06803	23397
DB01119	51056
DB01259	5770
DB08865	51367
DB04841	79143
DB00432	991
DB00091	51053
DB00882	8914
DB01590	672
DB01024	1983
DB08866	23512
DB00715	9217
DB00390	55734
DB00444	24137
DB01222	8520
DB00957	6182
DB01254	6192
DB00613	10899
DB01095	6790
DB00715	4175
DB00091	84617
DB00968	81034
DB00396	11011
DB01254	306
DB09020	55388
DB00443	81031
DB01041	4817
DB00643	3398
DB00206	51659
DB09009	64943
DB00441	5782
DB00923	2771
DB00715	8607
DB00443	23768
DB01261	7043
DB01618	23326
DB01104	84617
DB08912	9531
DB01076	26520
DB00367	23246
DB04868	6603
DB00392	51001
DB00361	10972
DB01204	1477
DB01394	85236
DB00227	8520
DB00679	11222
DB01103	10146
DB08916	142
DB00547	8140
DB00398	6241
DB01034	5036
DB00963	2778
DB01273	6464
DB00443	7016
DB01248	8318
DB01095	4085
DB00855	7157
DB00367	51096
DB00443	51015
DB00390	7372
DB06287	3276
DB01273	4350
DB01229	6192
DB01137	51375
DB00928	5424
DB00242	9847
DB08974	1385
DB06148	7088
DB00694	79902
DB01436	79143
DB00822	6182
DB00445	2309
DB02546	2237
DB04865	5955
DB01030	10112
DB01273	25796
DB00602	9768
DB00415	4931
DB06589	347902
DB08865	22827
DB00206	10190
